Payment Date,Amount,Organisational Unit
2018-06-12,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-06-12,385.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-12,385.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-12,990.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-07,3029.10,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,2865.21,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3019.19,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3019.19,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3019.19,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3281.32,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,2109.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,601.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,70198.00,Children and Young People (obsolete)-Education
2018-06-21,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-05,4474.98,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-11,4648.53,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-19,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-20,67918.87,Children and Young People (obsolete)-Education
2018-06-26,582.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1889.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4854.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,15122.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,1150.00,Communities & Service Support (obsolete)-Customer Services and Communications
2018-06-21,567.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,27125.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,2900.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-21,1630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,97621.00,Children and Young People (obsolete)-Education
2018-06-21,1130.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-21,1990.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-08,1075.00,Economy and Environment (obsolete)-Regeneration
2018-06-06,5352.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-06,2600.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-29,509.99,Deputy Chief Executive (obsolete)-ICT Services
2018-06-08,249204.83,Chief Executive's Office (obsolete)-Public Health
2018-06-08,31015.58,Chief Executive's Office (obsolete)-Public Health
2018-06-04,1904.90,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,2183.80,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-14,116.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,32.00,Economy and Environment (obsolete)-Transport Services
2018-06-14,32.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-14,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,32.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-14,32.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-14,39.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-14,46.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-14,32.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-14,32.00,Communities & Service Support (obsolete)-Museums & Arts
2018-06-14,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,32.00,Economy and Environment (obsolete)-Housing Services
2018-06-14,32.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-14,32.00,Economy and Environment (obsolete)-Transport Services
2018-06-14,32.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,32.00,Economy and Environment (obsolete)-Markets
2018-06-14,28.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-14,32.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,28.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-14,7.56,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-06-14,28.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,30.24,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-14,30.24,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-14,77.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-29,32.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,32.00,Economy and Environment (obsolete)-Transport Services
2018-06-29,32.00,Economy and Environment (obsolete)-Transport Services
2018-06-29,32.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,32.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-29,32.00,Economy and Environment (obsolete)-Markets
2018-06-29,32.00,Economy and Environment (obsolete)-Markets
2018-06-29,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-29,32.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,7.56,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-06-29,30.24,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-29,56.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-29,30.24,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,137.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-29,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-29,32.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-29,32.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,32.00,Communities & Service Support (obsolete)-Museums & Arts
2018-06-29,32.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-29,32.00,Communities & Service Support (obsolete)-Museums & Arts
2018-06-29,32.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-29,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-29,32.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-29,32.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-27,2032.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-26,4971.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,483.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,2067.91,Economy and Environment (obsolete)-Transport Services
2018-06-14,2067.91,Economy and Environment (obsolete)-Transport Services
2018-06-14,2067.91,Economy and Environment (obsolete)-Transport Services
2018-06-14,2067.91,Economy and Environment (obsolete)-Transport Services
2018-06-14,2585.42,Economy and Environment (obsolete)-Transport Services
2018-06-14,2585.42,Economy and Environment (obsolete)-Transport Services
2018-06-29,600.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-06,1055.50,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-11,527.75,Deputy Chief Executive (obsolete)-ICT Services
2018-06-15,2111.00,Chief Executive's Office (obsolete)-Finance Service
2018-06-15,527.75,Children and Young People (obsolete)-Childrens Care Services
2018-06-19,527.75,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-07,600.00,Economy and Environment (obsolete)-Regeneration
2018-06-07,4500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,2000.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,250.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,250.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,250.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,250.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-07,500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-26,2108.57,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,1069.98,Communities & Service Support (obsolete)-Museums & Arts
2018-06-22,990.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-22,40.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-22,25.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-22,400.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-22,515.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-22,2550.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-18,504.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,12232.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,190.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,491.64,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,185.46,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,190.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,185.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,187.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,201.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,186.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,184.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,203.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,1785.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-28,7441.40,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-28,4225.91,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-01,170.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-01,270.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-01,220.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,220.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,340.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,270.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,139.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,365.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,320.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,270.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-15,470.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,420.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-20,440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-20,990.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-20,540.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-20,540.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-20,440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-28,440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,1456.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-15,637.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-15,405.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-15,696.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-05,533.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-12,765.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-19,1495.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-19,1495.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-20,42902.51,Children and Young People (obsolete)-Education - Capital
2018-06-26,107.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-26,29.45,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-26,833.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-28,1569.00,Economy and Environment (obsolete)-Housing Services
2018-06-21,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,1350.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-25,500.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-25,500.63,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-25,500.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-25,500.63,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-25,1006.88,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-25,1006.87,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-08,300.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-08,6750.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-06,10811.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,8375.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,23581.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4082.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,9915.38,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4348.49,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,12437.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,71380.78,Children and Young People (obsolete)-Education
2018-06-18,3000.00,Economy and Environment (obsolete)-Regeneration
2018-06-18,500.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-26,1416.64,Deputy Chief Executive (obsolete)-Human Resources
2018-06-26,1793.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,6608.54,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-11,4550.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,240.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,240.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,2700.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,3750.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,3000.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,3620.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,2960.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,3750.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-11,3560.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-27,718.00,Economy and Environment (obsolete)-Environmental Services
2018-06-27,8279.00,Economy and Environment (obsolete)-Environmental Services
2018-06-28,5004.00,Chief Executive's Office (obsolete)-Other Services
2018-06-14,672.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-21,600.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-07,14295.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-20,72661.00,Children and Young People (obsolete)-Education
2018-06-26,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1880.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,3448.13,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3121.70,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3121.70,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3448.13,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3448.13,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3565.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,840.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3337.77,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,2973.57,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,2734.43,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3360.24,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,4011.97,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3125.02,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3376.74,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,3483.47,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,2936.01,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,864.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2356.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2150.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,47567.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,563.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,14108.13,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-27,6500.00,Communities & Service Support (obsolete)-Customer Services and Communications
2018-06-08,520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,1750.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-13,585.40,Communities & Service Support (obsolete)-Museums & Arts
2018-06-18,5659.50,Economy and Environment (obsolete)-Transport Services
2018-06-20,13.20,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-20,253.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-20,135.45,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-20,41.69,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-20,27.95,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-01,239.25,Economy and Environment (obsolete)-Transport Services
2018-06-01,33.00,Economy and Environment (obsolete)-Transport Services
2018-06-01,235.20,Economy and Environment (obsolete)-Transport Services
2018-06-01,102.00,Economy and Environment (obsolete)-Transport Services
2018-06-01,178.50,Economy and Environment (obsolete)-Transport Services
2018-06-01,239.25,Economy and Environment (obsolete)-Transport Services
2018-06-01,88.50,Economy and Environment (obsolete)-Transport Services
2018-06-01,3000.00,Economy and Environment (obsolete)-Planning & Building Control
2018-06-26,2279.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,673.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,6450.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-15,15840.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-05,5830.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-05,6381.20,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-11,3362.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-11,4240.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-04,800.00,Deputy Chief Executive (obsolete)-Executives Management
2018-06-15,2933.33,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-11,660.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,21.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,12.95,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,10.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,198.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,198.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,396.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,760.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-13,47.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-13,144.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-13,282.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-13,94.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-13,47.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-13,36.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-14,610.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-26,1000.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-28,615.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-12,739.76,Children and Young People (obsolete)-Childrens Care Services
2018-06-19,740.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,780.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,600.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-06-20,250.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-06-20,693.60,Communities & Service Support (obsolete)-Service Development - Client Services
2018-06-26,1995.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1985.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,665.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-04,2587.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,3978.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,355.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,280.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,338.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
