Payment Date,Amount,Organisational Unit
2018-06-05,706.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-06,1452.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-06,1680.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-06,500.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,8048.80,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-14,1300.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,830.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-21,870.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-06-21,417.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-29,2426.28,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-29,438.00,Economy and Environment (obsolete)-Markets
2018-06-29,510.00,Economy and Environment (obsolete)-Transport Services
2018-06-14,1000.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-14,1000.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-11,2107.34,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-18,45000.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-07,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,13.50,Economy and Environment (obsolete)-Transport Services
2018-06-11,64.36,Economy and Environment (obsolete)-Transport Services
2018-06-11,116.73,Economy and Environment (obsolete)-Transport Services
2018-06-11,216.28,Economy and Environment (obsolete)-Transport Services
2018-06-11,128.72,Economy and Environment (obsolete)-Transport Services
2018-06-11,96.08,Economy and Environment (obsolete)-Transport Services
2018-06-11,216.28,Economy and Environment (obsolete)-Transport Services
2018-06-11,59.70,Economy and Environment (obsolete)-Transport Services
2018-06-11,119.40,Economy and Environment (obsolete)-Transport Services
2018-06-11,159.92,Economy and Environment (obsolete)-Transport Services
2018-06-12,508.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,532.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,2056.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,907.75,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,1109.75,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,285.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,2199.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,1185.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,1149.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-27,1048.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-29,5000.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-12,2968.30,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-13,14438.30,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-13,3290.74,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-13,14146.84,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-06-11,175.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,36542.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,60766.05,Children and Young People (obsolete)-Education
