Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07188,501.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07189,1347.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07190,707.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07191,1032.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07192,628.24,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07193,1653.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07194,1058.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07195,2246.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07196,445.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07197,1061.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07198,575.44,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07199,1199.04,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07200,467.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07201,3880.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07202,972.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07203,1663.32,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07204,599.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07205,778.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07206,2372.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07207,588.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07208,536.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07209,882.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07210,862.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07211,1361.32,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07212,629.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07213,1451.24,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07214,764.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07215,1064.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07216,1006.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07217,690.64,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07218,1229.44,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07219,925.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07220,502.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07221,584.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07222,497.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07223,934.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07224,2882.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07225,642.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07226,1274.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07227,3460.04,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07228,1569.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07229,840.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07230,593.24,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07231,599.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07232,2939.54,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07233,601.64,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07234,613.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07235,772.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07236,845.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07237,804.08,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07238,546.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07239,786.10,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07240,1453.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07241,1112.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07242,1640.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07243,441.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07244,1745.12,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07245,1312.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07246,2421.95,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07247,858.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07248,814.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07249,9439.86,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07250,1576.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,21/12/2011,1112-07251,461.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,21/12/2011,1112-07252,687.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,21/12/2011,1112-07253,1685.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,21/12/2011,1112-07254,457.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,21/12/2011,1112-07255,1484.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,21/12/2011,1112-07256,16626.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,21/12/2011,1112-07257,1519.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,21/12/2011,1112-07258,5849.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,21/12/2011,1112-07259,859.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,21/12/2011,1112-07260,1107.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,21/12/2011,1112-07261,599.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,21/12/2011,1112-07262,2618.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
