Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,26/10/2011,1110-00924,2658.16,R,Burley Hall Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,26/10/2011,1110-00925,21213.36,R,Burley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,26/10/2011,1110-00926,11667.36,R,Burley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,26/10/2011,1110-00927,1738.96,R,Burley House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,12/10/2011,1110-00928,4646.00,R,Burley Lodge Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,24/10/2011,1110-00929,630.00,R,Burley Lodge Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,27/10/2011,1110-00930,922.68,R,Burlington Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,07/10/2011,1110-00931,1128.00,R,Burmantofts Community Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Support Services,Legal Disbursements,411,12/10/2011,1110-00932,1025.00,R,Buro Happold Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Non-Recurring Grants,227,07/10/2011,1110-00933,4054.00,R,Business 900 Community Interest Company
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Revenues,Supplies and Services,Other Hired And Contracted Services,265,11/10/2011,1110-00934,11032.00,R,Business Systems Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,07/10/2011,1110-00935,2220.00,R,Busy Bees Childcare Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,07/10/2011,1110-00936,595.00,R,Butterfly'S Day Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,07/10/2011,1110-00937,2429.80,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Premises,Removal Of Workplace Waste,126,13/10/2011,1110-00938,630.00,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,14/10/2011,1110-00939,626.03,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,21/10/2011,1110-00940,1176.42,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,25/10/2011,1110-00941,1087.80,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,25/10/2011,1110-00942,1164.80,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,25/10/2011,1110-00943,3246.60,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,26/10/2011,1110-00944,576.80,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,Removal Of Refuse,126,28/10/2011,1110-00945,1659.23,R,Bw Skip Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,03/10/2011,1110-00946,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,10/10/2011,1110-00947,2890.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,10/10/2011,1110-00948,4334.99,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/10/2011,1110-00949,1200.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,19/10/2011,1110-00950,2890.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,28/10/2011,1110-00951,4150.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,28/10/2011,1110-00952,10611.00,C,C & R Maintenance Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,05/10/2011,1110-00953,2028.23,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,12/10/2011,1110-00954,2799.97,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,19/10/2011,1110-00955,17379.00,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,26/10/2011,1110-00956,17864.80,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Capital,Construction,3,26/10/2011,1110-00957,9400.00,C,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,27/10/2011,1110-00958,1263.66,R,C D Robinson Building & Plastering
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,12/10/2011,1110-00959,1050.00,R,C H Buller
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,07/10/2011,1110-00960,873.57,R,C P Davidson & Sons Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,05/10/2011,1110-00961,834.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,05/10/2011,1110-00962,1860.50,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,05/10/2011,1110-00963,2710.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,05/10/2011,1110-00964,2720.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,12/10/2011,1110-00965,1600.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,12/10/2011,1110-00966,2490.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,19/10/2011,1110-00967,1363.00,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,19/10/2011,1110-00968,12499.50,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,26/10/2011,1110-00969,1703.50,R,C P Thornton Roofing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,27/10/2011,1110-00970,35137.39,C,C R Reynolds (Construction) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Durban Procurement/ CLGGPS,269,26/09/2011,1110-00971,1916.74,R,C Royal Hotel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,28/10/2011,1110-00972,2668.00,R,C W Burke
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,04/10/2011,1110-00973,690.60,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,04/10/2011,1110-00974,1491.05,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00975,590.30,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00976,593.80,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00977,735.25,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00978,797.93,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00979,901.34,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00980,956.31,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00981,965.15,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00982,1147.78,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00983,1203.57,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00984,1370.95,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00985,1377.76,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00986,1488.32,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00987,1769.09,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00988,1959.97,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00989,2611.57,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00990,2832.54,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,05/10/2011,1110-00991,5284.13,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,07/10/2011,1110-00992,1447.97,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,07/10/2011,1110-00993,2519.38,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,07/10/2011,1110-00994,2684.03,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,07/10/2011,1110-00995,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,07/10/2011,1110-00996,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,07/10/2011,1110-00997,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,07/10/2011,1110-00998,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,07/10/2011,1110-00999,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,10/10/2011,1110-01000,643.40,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,10/10/2011,1110-01001,1335.00,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,11/10/2011,1110-01002,2696.08,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,11/10/2011,1110-01003,2745.90,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,19/10/2011,1110-01004,2539.48,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,21/10/2011,1110-01005,2489.50,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,21/10/2011,1110-01006,2649.68,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,21/10/2011,1110-01007,2665.53,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,21/10/2011,1110-01008,2775.39,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,21/10/2011,1110-01009,2917.49,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,21/10/2011,1110-01010,3370.11,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01011,420.00,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01012,486.12,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01013,511.90,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01014,517.68,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01015,589.80,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01016,654.00,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01017,719.00,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01018,719.90,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01019,727.23,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01020,811.23,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01021,1155.16,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01022,1166.94,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24/10/2011,1110-01023,1925.45,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,24/10/2011,1110-01024,1704.17,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,24/10/2011,1110-01025,2271.38,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,24/10/2011,1110-01026,2869.64,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,24/10/2011,1110-01027,3023.19,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,24/10/2011,1110-01028,3200.00,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,25/10/2011,1110-01029,2193.65,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,25/10/2011,1110-01030,2222.38,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,25/10/2011,1110-01031,2458.38,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,26/10/2011,1110-01032,581.02,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,27/10/2011,1110-01033,2367.82,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,27/10/2011,1110-01034,2530.52,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,27/10/2011,1110-01035,2903.97,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,27/10/2011,1110-01036,3557.98,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28/10/2011,1110-01037,576.56,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28/10/2011,1110-01038,823.12,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28/10/2011,1110-01039,828.14,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28/10/2011,1110-01040,1263.62,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28/10/2011,1110-01041,1414.61,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28/10/2011,1110-01042,2542.27,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,28/10/2011,1110-01043,1580.31,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,28/10/2011,1110-01044,2083.76,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01045,652.16,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01046,792.64,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01047,883.52,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01048,1023.39,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01049,1372.48,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01050,1760.43,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,31/10/2011,1110-01051,1945.79,R,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,31/10/2011,1110-01052,1941.37,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,31/10/2011,1110-01053,2069.09,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,31/10/2011,1110-01054,2653.69,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,31/10/2011,1110-01055,2994.79,C,C&L Plumbing Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Supplies and Services,Computer Software & Equipment,214,14/10/2011,1110-01056,1550.75,R,Cable & Wireless Uk
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,17/10/2011,1110-01057,38621.21,C,Caddick Construction Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Furniture And Equipment,203,14/10/2011,1110-01058,800.00,R,Cafeology Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,10/10/2011,1110-01059,17798.21,R,Caird Bardon Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,10/10/2011,1110-01060,117167.68,R,Caird Bardon Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,19/10/2011,1110-01061,3756.64,R,Caird Bardon Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,19/10/2011,1110-01062,26296.48,R,Caird Bardon Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,25/10/2011,1110-01063,7112.86,R,Caird Bardon Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,25/10/2011,1110-01064,48135.36,R,Caird Bardon Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Supplies and Services,Other Hired And Contracted Services,265,21/10/2011,1110-01065,4127.64,R,Caldecotte Consultants
