Supplier Name,Category Family,Invoice GL Date,Spend
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-03-19,358972.30
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-03-26,332658.67
Actavo Building Solutions (UK) Ltd,Professional Services Direct,2018-03-28,172672.49
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-03-05,71131.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-03-05,36234.60
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-03-07,54058.97
Advalus Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-03-26,59850.00
Adviserplus Business Solutions Ltd,HR and Training,2018-03-01,85000.00
Alan Dick Communications Ltd,Telecoms,2018-03-13,94449.95
Allstar Business Solutions Ltd,Road Fleet,2018-03-06,413571.29
Allstar Business Solutions Ltd,Road Fleet,2018-03-08,413495.96
Allstar Business Solutions Ltd,Road Fleet,2018-03-08,394643.35
Allstar Business Solutions Ltd,Road Fleet,2018-03-08,430057.20
Allstar Business Solutions Ltd,Road Fleet,2018-03-08,392455.30
Allstar Business Solutions Ltd,Road Fleet,2018-03-08,423516.22
Alstom Transport UK Ltd,Signalling,2018-03-21,46492.49
Alstom Transport UK Ltd,Signalling,2018-03-22,126052.03
Alstom Transport UK Ltd,Signalling,2018-03-23,591933.00
Alstom Transport UK Ltd,Signalling,2018-03-23,83072.00
Alstom Transport UK Ltd,Signalling,2018-03-26,328394.07
Alstom Transport UK Ltd,Signalling,2018-03-14,95945.85
Alstom Transport UK Ltd,Signalling,2018-03-20,1306303.72
Alstom Transport UK Ltd,Signalling,2018-03-23,59553.40
Alstom Transport UK Ltd,Signalling,2018-03-23,59553.40
Alstom Transport UK Ltd,Signalling,2018-03-23,59553.40
Alstom Transport UK Ltd,Signalling,2018-03-22,59553.40
Alstom Transport UK Ltd,Signalling,2018-03-23,25410.00
Alstom Transport UK Ltd,Signalling,2018-03-21,4529889.17
Alstom Transport UK Ltd,Signalling,2018-03-02,245268.25
Alstom Transport UK Ltd,Signalling,2018-03-19,53346.91
Alstom Transport UK Ltd,Professional Services Direct,2018-03-20,49790.01
Alstom Transport UK Ltd,Professional Services Direct,2018-03-20,38960.41
Altran UK Ltd,Professional Services Direct,2018-03-18,55967.47
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-23,37913.06
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-13,30593.84
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-27,234888.67
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-16,205193.23
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-01,43011.84
Alun Griffiths (Contractors) Ltd,Buildings,2018-03-21,134595.77
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-06,529705.31
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-15,196546.15
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-08,72774.33
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-08,161754.23
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-15,140436.93
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-15,55205.37
Alun Griffiths (Contractors) Ltd,Buildings,2018-03-12,38636.71
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-13,39748.54
Alun Griffiths (Contractors) Ltd,Buildings,2018-03-12,266687.26
Alun Griffiths (Contractors) Ltd,General Civils,2018-03-08,81047.25
Amalgamated Construction Ltd,General Civils,2018-03-20,89601.80
Amalgamated Construction Ltd,General Civils,2018-03-22,184459.85
Amalgamated Construction Ltd,General Civils,2018-03-09,42625.97
Amalgamated Construction Ltd,General Civils,2018-03-20,104258.10
Amalgamated Construction Ltd,Buildings,2018-03-09,199214.12
Amalgamated Construction Ltd,Buildings,2018-03-20,375565.82
Amalgamated Construction Ltd,General Civils,2018-03-15,72186.37
Amalgamated Construction Ltd,General Civils,2018-03-19,33745.41
Amalgamated Construction Ltd,General Civils,2018-03-22,150093.62
Amalgamated Construction Ltd,General Civils,2018-03-20,59089.98
Amalgamated Construction Ltd,General Civils,2018-03-20,53820.30
Amalgamated Construction Ltd,General Civils,2018-03-21,117096.33
Amalgamated Construction Ltd,General Civils,2018-03-20,31611.29
Amalgamated Construction Ltd,Professional Services Direct,2018-03-23,86889.18
Amalgamated Construction Ltd,General Civils,2018-03-16,37626.52
Amalgamated Construction Ltd,General Civils,2018-03-16,109628.50
Amalgamated Construction Ltd,General Civils,2018-03-16,627655.71
Amalgamated Construction Ltd,General Civils,2018-03-16,95337.33
Amalgamated Construction Ltd,General Civils,2018-03-16,177206.90
Amalgamated Construction Ltd,General Civils,2018-03-19,77349.83
Amalgamated Construction Ltd,General Civils,2018-03-19,73676.55
Amalgamated Construction Ltd,General Civils,2018-03-19,69585.08
Amalgamated Construction Ltd,General Civils,2018-03-19,153265.03
Amalgamated Construction Ltd,General Civils,2018-03-19,67574.08
Amalgamated Construction Ltd,General Civils,2018-03-16,74914.39
Amalgamated Construction Ltd,General Civils,2018-03-20,27444.90
Amalgamated Construction Ltd,General Civils,2018-03-20,71765.94
Amalgamated Construction Ltd,Professional Services Direct,2018-03-20,37951.08
Amalgamated Construction Ltd,General Civils,2018-03-27,264151.52
Amalgamated Construction Ltd,General Civils,2018-03-20,622343.47
Amalgamated Construction Ltd,General Civils,2018-03-20,270639.18
Amalgamated Construction Ltd,General Civils,2018-03-01,69189.24
Amalgamated Construction Ltd,General Civils,2018-03-21,504544.55
Amalgamated Construction Ltd,General Civils,2018-03-08,28458.58
Amalgamated Construction Ltd,General Civils,2018-03-13,57926.58
Amalgamated Construction Ltd,General Civils,2018-03-09,169300.70
Amalgamated Construction Ltd,General Civils,2018-03-08,89639.86
Amalgamated Construction Ltd,General Civils,2018-03-08,123769.94
Amalgamated Construction Ltd,General Civils,2018-03-08,33215.11
Amalgamated Construction Ltd,General Civils,2018-03-08,46034.99
Amalgamated Construction Ltd,General Civils,2018-03-08,92075.42
Amalgamated Construction Ltd,General Civils,2018-03-08,274592.52
Amalgamated Construction Ltd,General Civils,2018-03-08,134706.66
Amalgamated Construction Ltd,General Civils,2018-03-08,75875.18
Amalgamated Construction Ltd,General Civils,2018-03-09,35640.36
Amalgamated Construction Ltd,General Civils,2018-03-09,57114.84
Amalgamated Construction Ltd,General Civils,2018-03-15,195681.41
Amalgamated Construction Ltd,General Civils,2018-03-18,259827.45
Amalgamated Construction Ltd,General Civils,2018-03-09,128644.99
Amalgamated Construction Ltd,General Civils,2018-03-18,522237.34
Amalgamated Construction Ltd,General Civils,2018-03-23,44236.71
Amalgamated Construction Ltd,General Civils,2018-03-20,35666.85
Amalgamated Construction Ltd,General Civils,2018-03-20,126129.13
Amalgamated Construction Ltd,General Civils,2018-03-20,101531.66
Amalgamated Construction Ltd,General Civils,2018-03-20,170743.90
Amalgamated Construction Ltd,General Civils,2018-03-20,50336.48
Amalgamated Construction Ltd,General Civils,2018-03-26,218158.57
Amalgamated Construction Ltd,General Civils,2018-03-26,25290.03
Amalgamated Construction Ltd,General Civils,2018-03-19,218658.14
Amalgamated Construction Ltd,General Civils,2018-03-15,87500.00
Amalgamated Construction Ltd,General Civils,2018-03-15,87500.00
Amalgamated Construction Ltd,General Civils,2018-03-27,26832.57
Amalgamated Construction Ltd,General Civils,2018-03-20,45286.50
Amalgamated Construction Ltd,General Civils,2018-03-20,35049.15
Amalgamated Construction Ltd,General Civils,2018-03-20,43392.24
Amalgamated Construction Ltd,Professional Services Direct,2018-03-28,100000.00
Amalgamated Construction Ltd,General Civils,2018-03-12,312657.16
Amalgamated Construction Ltd,General Civils,2018-03-28,172425.26
Amalgamated Construction Ltd,General Civils,2018-03-12,175617.19
Amalgamated Construction Ltd,General Civils,2018-03-29,32679.04
Amalgamated Construction Ltd,General Civils,2018-03-12,25000.00
Amalgamated Construction Ltd,General Civils,2018-03-16,28432.16
Amalgamated Construction Ltd,General Civils,2018-03-12,84330.34
Amalgamated Construction Ltd,General Civils,2018-03-28,36195.15
Amalgamated Construction Ltd,General Civils,2018-03-12,385768.60
Amalgamated Construction Ltd,General Civils,2018-03-12,94150.85
Amalgamated Construction Ltd,General Civils,2018-03-12,79275.73
Amalgamated Construction Ltd,General Civils,2018-03-12,57365.83
Amalgamated Construction Ltd,General Civils,2018-03-12,25686.28
Amalgamated Construction Ltd,Buildings,2018-03-24,31970.44
Amalgamated Construction Ltd,Buildings,2018-03-24,44991.77
Amalgamated Construction Ltd,General Civils,2018-03-26,196779.00
Amalgamated Construction Ltd,General Civils,2018-03-26,77575.85
Amalgamated Construction Ltd,General Civils,2018-03-06,151600.42
Amalgamated Construction Ltd,General Civils,2018-03-22,241384.65
Amalgamated Construction Ltd,General Civils,2018-03-26,474684.08
Amalgamated Construction Ltd,General Civils,2018-03-19,42632.72
Amalgamated Construction Ltd,General Civils,2018-03-20,82944.10
Amalgamated Construction Ltd,General Civils,2018-03-26,46000.00
Amalgamated Construction Ltd,Buildings,2018-03-19,285172.33
Amalgamated Construction Ltd,General Civils,2018-03-15,704304.19
Amaro Signalling Ltd,Signalling,2018-03-13,31268.94
Amey LG Ltd,General Civils,2018-03-27,241498.19
Amey OWR Ltd,General Civils,2018-03-26,61066.35
Amey OWR Ltd,General Civils,2018-03-28,248615.93
Amey OWR Ltd,General Civils,2018-03-21,513417.70
Amey OWR Ltd,Professional Services Direct,2018-03-26,849005.21
Amey OWR Ltd,General Civils,2018-03-21,37574.89
Amey OWR Ltd,General Civils,2018-03-26,526310.34
Amey OWR Ltd,General Civils,2018-03-26,377354.32
Amey OWR Ltd,General Civils,2018-03-14,425345.21
Amey OWR Ltd,Buildings,2018-03-26,54718.56
Amey OWR Ltd,General Civils,2018-03-26,238136.81
Amey OWR Ltd,Professional Services Direct,2018-03-14,413307.30
Amey OWR Ltd,General Civils,2018-03-21,83867.96
Amey OWR Ltd,General Civils,2018-03-26,68432.61
Amey OWR Ltd,General Civils,2018-03-05,30540.54
Amey OWR Ltd,General Civils,2018-03-20,878049.67
Amey OWR Ltd,Professional Services Direct,2018-03-22,369323.86
Amey OWR Ltd,Professional Services Direct,2018-03-22,78612.39
Amey OWR Ltd,General Civils,2018-03-20,45711.24
Amey OWR Ltd,General Civils,2018-03-27,26763.94
Amey OWR Ltd,General Civils,2018-03-26,403758.96
Amey OWR Ltd,General Civils,2018-03-20,360626.32
Amey OWR Ltd,General Civils,2018-03-21,92370.14
Amey Rail,Track,2018-03-26,1093811.00
Amey Rail,Track,2018-03-26,131434.00
Amey Rail,Track,2018-03-26,69999.00
Amey Rail,Track,2018-03-26,103373.00
Amey Rail,Track,2018-03-26,755071.00
Amey Rail,Track,2018-03-06,511316.00
Amey Rail,Track,2018-03-26,220192.00
Amey Rail,Track,2018-03-06,216392.00
Amey Rail,Track,2018-03-26,409511.00
Amey Rail,Track,2018-03-26,95755.00
Amey Rail,Track,2018-03-06,70262.00
Amey Rail,Track,2018-03-26,264992.00
Amey Rail,Track,2018-03-07,334414.00
Amey Rail,Track,2018-03-26,1153082.00
Amey Rail,Track,2018-03-07,1037872.00
Amey Rail,Track,2018-03-07,128822.00
Amey Rail,Track,2018-03-26,281151.00
Amey Rail,Track,2018-03-07,396297.00
Amey Rail,Track,2018-03-26,640990.00
Amey Rail,Track,2018-03-07,1391615.00
Amey Rail,Track,2018-03-26,100485.00
Amey Rail,Electrification and Fixed Plant,2018-03-22,25644.65
Amey Rail,Track,2018-03-26,1630580.00
Amey Rail,Track,2018-03-26,285803.00
Amey Rail,Track,2018-03-26,168235.00
Amey Rail,Track,2018-03-26,282832.00
Amey Rail,Track,2018-03-08,120575.00
Amey Rail,Electrification and Fixed Plant,2018-03-23,35731.41
Amey Rail,Electrification and Fixed Plant,2018-03-23,63904.09
Amey Rail,Electrification and Fixed Plant,2018-03-23,415783.67
Amey Rail,Signalling,2018-03-25,147144.58
Amey Rail,Signalling,2018-03-25,105797.60
Amey Rail,Track,2018-03-07,40086.00
Amey Rail,Track,2018-03-27,145056.00
Amey Rail,Track,2018-03-07,145080.00
Amey Rail,Track,2018-03-27,72500.00
Amey Rail,Track,2018-03-26,113553.00
Amey Rail,Track,2018-03-05,481151.00
Amey Rail,Track,2018-03-27,34285.00
Amey Rail,Track,2018-03-06,34287.00
Amey Rail,Track,2018-03-27,574972.00
Amey Rail,Signalling,2018-03-25,224801.74
Amey Rail,Track,2018-03-26,105661.00
Amey Rail,Track,2018-03-06,145842.00
Amey Rail,Track,2018-03-26,72590.00
Amey Rail,Track,2018-03-26,101795.00
Amey Rail,Track,2018-03-06,143962.00
Amey Rail,Track,2018-03-05,26547.00
Amey Rail,Track,2018-03-08,40367.00
Amey Rail,Track,2018-03-27,45343.00
Amey Rail,Track,2018-03-06,50670.00
Amey Rail,Track,2018-03-27,442790.00
Amey Rail,Track,2018-03-06,439767.00
Amey Rail,Track,2018-03-05,95485.00
Amey Rail,Track,2018-03-26,123295.00
Amey Rail,Track,2018-03-05,137253.00
Amey Rail,Track,2018-03-26,182062.00
Amey Rail,Track,2018-03-26,61069.00
Amey Rail,Track,2018-03-26,618196.00
Amey Rail,Track,2018-03-26,37914.00
Amey Rail,Track,2018-03-26,57825.00
Amey Rail,Track,2018-03-07,55631.00
Amey Rail,Track,2018-03-26,48500.00
Amey Rail,Track,2018-03-26,455871.00
Amey Rail,Track,2018-03-07,123214.00
Amey Rail,Track,2018-03-26,415939.00
Amey Rail,Professional Services Direct,2018-03-22,442641.69
Amey Rail,Track,2018-03-07,261835.00
Amey Rail,Track,2018-03-27,357000.00
Amey Rail,Track,2018-03-26,106169.00
Amey Rail,Track,2018-03-08,35000.00
Amey Rail,Track,2018-03-26,63560.00
Amey Rail,Track,2018-03-26,397261.00
Amey Rail,Track,2018-03-26,97344.00
Amey Rail,Track,2018-03-08,43811.00
Amey Rail,Track,2018-03-06,98962.00
Amey Rail,Track,2018-03-26,245164.00
Amey Rail,Track,2018-03-06,278305.00
Amey Rail,Track,2018-03-26,88778.00
Amey Rail,Track,2018-03-08,98747.00
Amey Rail,Track,2018-03-26,124471.00
Amey Rail,Track,2018-03-26,35000.00
Amey Rail,Track,2018-03-26,62173.00
Amey Rail,Track,2018-03-26,343406.00
Amey Rail,Track,2018-03-08,75925.00
Amey Rail,Track,2018-03-06,40000.00
Amey Rail,Signalling,2018-03-07,84144.72
Amey Rail,Signalling,2018-03-29,211874.96
Amey Rail,Track,2018-03-26,251578.00
Amey Rail,Track,2018-03-06,38532.00
Amey Rail,Track,2018-03-06,43351.00
Amey Rail,Track,2018-03-26,79860.00
Amey Rail,Electrification and Fixed Plant,2018-03-22,3197331.24
Amey Rail,Signalling,2018-03-14,35446.89
Amey Rail,Signalling,2018-03-05,467775.58
Amey Rail,Signalling,2018-03-26,515831.94
Amey Rail,Signalling,2018-03-21,114421.86
Amey Rail,Signalling,2018-03-29,330044.43
Amey Rail,Signalling,2018-03-06,131726.28
Amey Rail,Signalling,2018-03-15,122576.96
Amey-Colas,On Track Machines,2018-03-28,218769.64
AmeyInabensa,Electrification and Fixed Plant,2018-03-12,72603.56
AmeyInabensa,Electrification and Fixed Plant,2018-03-17,92309.98
AmeyInabensa,Electrification and Fixed Plant,2018-03-16,216657.80
AmeyInabensa,Electrification and Fixed Plant,2018-03-16,115285.74
AmeyInabensa,Electrification and Fixed Plant,2018-03-19,1342754.54
AmeyInabensa,Electrification and Fixed Plant,2018-03-23,5441243.69
Andromeda Engineering Ltd,Professional Services Direct,2018-03-14,48361.66
Angel Trains Ltd,Rail Fleet,2018-03-22,440997.72
Ansaldo STS France,Signalling,2018-03-12,338996.13
Ansaldo STS France,Signalling,2018-03-12,106698.18
Ansaldo STS France,Signalling,2018-03-12,71010.14
Ansaldo STS France,Signalling,2018-03-26,94680.19
Ansaldo STS France,,2018-03-12,33015.72
Aon Hewitt Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-03-27,230000.00
Application Solutions (Safety & Security) Ltd,Telecoms,2018-03-27,52747.00
Application Solutions (Safety & Security) Ltd,Telecoms,2018-03-27,26373.50
Application Solutions (Safety & Security) Ltd,Telecoms,2018-03-27,26373.50
Aqua Signal & Telegraphic Systems Ltd,,2018-03-14,91559.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-15,44964.20
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-05,472228.24
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-01,168127.50
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,42680.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-22,121498.67
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,36900.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-24,55401.13
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-22,40342.13
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-21,1704012.66
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-22,30765.07
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-14,30926.93
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,34052.50
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,69912.33
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,46740.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,40015.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-24,58680.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-24,31968.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,57250.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-22,41250.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,42300.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-28,32000.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-24,202688.67
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,115000.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-19,48670.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,197000.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,164700.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,60000.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-16,55340.04
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-29,55142.93
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-22,62181.71
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-15,25595.17
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-20,48245.56
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-15,30577.76
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-06,141338.34
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-03-15,25066.70
Arcadis LLP,Professional Services Direct,2018-03-22,26787.00
Arcadis LLP,Land & Property Acquisitions (incl. Business Consultancy),2018-03-22,25000.00
Arcadis LLP,Professional Services Direct,2018-03-21,29797.60
Arcadis LLP,Professional Services Direct,2018-03-06,31970.85
Arcadis LLP,Professional Services Direct,2018-03-26,109298.28
Arcadis LLP,Professional Services Direct,2018-03-29,32287.60
Arcadis LLP,Professional Services Direct,2018-03-29,33974.00
Arcadis LLP,Professional Services Direct,2018-03-06,62935.60
Arcadis LLP,Professional Services Direct,2018-03-06,25000.00
Arriva Rail North Ltd,Regulatory Charges,2018-03-13,30927.12
Arriva Rail North Ltd,Regulatory Charges,2018-03-07,30927.12
Arriva Trains Wales/Trenau Arriva Cymru Ltd,Regulatory Charges,2018-03-07,26255.41
Arriva Trains Wales/Trenau Arriva Cymru Ltd,Regulatory Charges,2018-03-02,169664.00
Arriva Trains Wales/Trenau Arriva Cymru Ltd,Regulatory Charges,2018-03-02,133869.00
Arriva Trains Wales/Trenau Arriva Cymru Ltd,Regulatory Charges,2018-03-27,278657.00
Arrow Cleaning & Hygiene Solutions,Supplies and Services,2018-03-08,31600.00
Arrow Cleaning & Hygiene Solutions,Supplies and Services,2018-03-13,63200.00
Arthur Flury (UK) Ltd,Plant and Tools,2018-03-21,52068.20
Arthur Flury (UK) Ltd,Plant and Tools,2018-03-27,81821.46
Arthur Flury (UK) Ltd,Plant and Tools,2018-03-26,52068.20
Arthur Flury (UK) Ltd,Plant and Tools,2018-03-21,48232.82
Asbestos Consultants Europe Ltd,Facilities - Hard Services,2018-03-01,70209.87
Aspin Group Ltd,Electrification and Fixed Plant,2018-03-26,33348.51
Aspin Group Ltd,Electrification and Fixed Plant,2018-03-02,181502.55
Aspin Group Ltd,Electrification and Fixed Plant,2018-03-16,174601.28
Aspin Group Ltd,Electrification and Fixed Plant,2018-03-02,65490.23
Aspin Group Ltd,Electrification and Fixed Plant,2018-03-26,33726.97
Asset Management Consulting Ltd,Regulatory Charges,2018-03-24,51247.00
Associated Utility Supplies (AUS) Ltd,Plant and Tools,2018-03-14,83500.00
Atkins Ltd,Professional Services Direct,2018-03-14,30729.78
Atkins Ltd,Signalling,2018-03-20,57196.90
Atkins Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-03-28,38169.35
Atkins Ltd,Professional Services Direct,2018-03-12,648880.99
Atkins Ltd,Signalling,2018-03-26,280004.86
Atkins Ltd,Signalling,2018-03-21,61986.52
Atkins Ltd,Signalling,2018-03-02,1156088.42
Atkins Ltd,Signalling,2018-03-23,1859277.71
Atkins Ltd,Signalling,2018-03-21,759243.20
Atkins Ltd,Professional Services Direct,2018-03-15,86082.45
Atkins Ltd,Professional Services Direct,2018-03-16,81082.45
Atkins Ltd,Professional Services Direct,2018-03-19,72074.29
Atkins Ltd,Signalling,2018-03-29,149251.71
Atkins Ltd,Signalling,2018-03-01,59847.87
Atkins Ltd,Signalling,2018-03-23,57101.58
Atkins Ltd,Signalling,2018-03-14,490357.87
Atkins Ltd,Signalling,2018-03-13,91437.98
Atkins Ltd,Professional Services Direct,2018-03-06,235790.51
Atkins Ltd,Signalling,2018-03-22,113884.12
Atos IT Services UK Ltd,Information Technology,2018-03-12,633723.41
Atos IT Services UK Ltd,Information Technology,2018-03-12,58605.40
Atos IT Services UK Ltd,Information Technology,2018-03-27,69119.00
Atos IT Services UK Ltd,Information Technology,2018-03-15,37311.70
Atos IT Services UK Ltd,Information Technology,2018-03-02,27237.00
Atos IT Services UK Ltd,Telecoms,2018-03-22,25430.00
Axios Systems Public Limited Company,Information Technology,2018-03-05,207287.00
B & M McHugh Ltd,General Civils,2018-03-26,70646.93
B & M McHugh Ltd,General Civils,2018-03-21,38701.29
B & M McHugh Ltd,General Civils,2018-03-21,48859.67
B & M McHugh Ltd,General Civils,2018-03-06,103310.94
B & M McHugh Ltd,Buildings,2018-03-19,225097.56
B & M McHugh Ltd,Buildings,2018-03-05,124763.52
B & M McHugh Ltd,General Civils,2018-03-05,70800.83
B & M McHugh Ltd,Buildings,2018-03-22,98173.87
B & M McHugh Ltd,General Civils,2018-03-21,194035.75
B & M McHugh Ltd,General Civils,2018-03-19,461396.07
B & M McHugh Ltd,General Civils,2018-03-21,39774.52
B & M McHugh Ltd,General Civils,2018-03-21,56087.28
B & M McHugh Ltd,General Civils,2018-03-05,38100.39
B & M McHugh Ltd,General Civils,2018-03-06,62566.19
B & M McHugh Ltd,General Civils,2018-03-21,26371.44
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-22,250948.78
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-22,66642.00
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-26,66642.00
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-26,99963.00
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-14,28041.00
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-05,56709.57
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-15,50149.06
BAE Systems Applied Intelligence Ltd,Information Technology,2018-03-22,200356.57
BAM Nuttall Ltd,General Civils,2018-03-22,723967.66
BAM Nuttall Ltd,General Civils,2018-03-22,138469.92
