Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,22/04/2015,ALTERNATIVE DRAINAGE COMPANY LTD,1566493,495.00,197599/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,01/04/2015,ALVIN MORRIS,4626479,264.70,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,15/04/2015,ALVIN MORRIS,4626484,"1,285.54",PROPERTY SERVICES
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,22/04/2015,BOB COWELL,1562908,336.50,195899/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,29/04/2015,BRICK-TIE LTD,1567337,"1,394.00",192502/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,29/04/2015,BUILDBASE,4628915,-265.20,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,01/04/2015,BUILDBASE,4626287,542.37,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,20/04/2015,BUILDBASE,4627782,"1,103.47",IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,08/04/2015,BUILDBASE,4626485,"1,681.12",PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,29/04/2015,BUILDBASE,4627793,"2,091.42",IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,20/04/2015,BUILDBASE,4627787,"3,306.98",IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,22/04/2015,BUILDBASE,4627775,"5,248.70",IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,01/04/2015,CERTSURE LLP,4624610,410.00,ACCR1516  Annual Fee 1415
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,27/04/2015,CITY ELECTRICAL FACTORS LTD,4628789,"2,485.70",ihmt
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,22/04/2015,CITY LIFT SERVICES (NW) LTD,1563471,510.00,193637/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/04/2015,DTMS LTD,1566948,"1,800.00",193924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,22/04/2015,DUFFIELDS,1566949,"2,765.48",193162/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,29/04/2015,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1563474,400.00,199448/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,20/04/2015,GRAFTON MERCHANTING GB LTD,4624681,259.71,PROPERTY SERVICES
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,01/04/2015,HAMBLETON ROOFING LTD,1563310,212.68,195719/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,01/04/2015,HAMBLETON ROOFING LTD,1563311,338.78,191226/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,15/04/2015,HAMBLETON ROOFING LTD,1566583,436.39,191753/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,29/04/2015,HAMBLETON ROOFING LTD,1566587,249.36,194158/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,29/04/2015,HAMBLETON ROOFING LTD,1566586,436.39,193896/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,01/04/2015,HAMBLETON ROOFING LTD,1559336,649.57,181118/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567341,415.79,201389/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/04/2015,HELP-LINK UK LTD,1566566,497.57,196627/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199879/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199628/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199877/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199635/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199876/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199630/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199875/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,192021/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,20.60,199927/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199637/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199922/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199631/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199636/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199634/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199867/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199660/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199633/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199659/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199629/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,10.30,199632/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199658/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,98.16,199655/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567339,20.60,199928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,195378/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,20.60,199938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199738/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,20.60,199935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199656/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,10.30,199934/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,20.60,199932/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199672/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,20.60,199931/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199654/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199904/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199669/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,20.60,199881/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199874/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199668/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199873/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,197862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199664/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199870/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,30.90,201420/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,199736/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,20.60,199933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567340,98.16,197828/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199648/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,192346/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,198044/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199647/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,10.30,201210/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199652/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199650/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,10.30,199623/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199649/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,197929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199653/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,10.30,199624/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,201209/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,10.30,199627/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,20.60,201207/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,198030/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199872/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,10.30,199626/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199869/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,192461/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199838/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,10.30,199625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,199692/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,22/04/2015,HELP-LINK UK LTD,1566964,98.16,197992/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,192025/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199651/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199717/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,201683/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199670/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199741/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199740/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,189807/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,201682/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199677/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,201680/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,198028/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,20.60,201679/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199673/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,30.90,201675/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199737/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199671/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199751/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,197812/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199742/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199667/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,199739/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,98.16,191945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567342,20.60,199883/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567344,98.16,199801/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567344,98.16,197994/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567344,98.16,199800/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,29/04/2015,HELP-LINK UK LTD,1567344,98.16,199762/1
