Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code(T),Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2019-12-30,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3599258,18311.79,Harewood Compost
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2019-12-04,RB RECYCLING (SCARBOROUGH) LIMITED,3597993,1975.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2019-12-04,RB RECYCLING (SCARBOROUGH) LIMITED,3597993,300.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2019-12-04,SHERWOOD SERVICES (UK) LTD,3596802,210.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2019-12-18,SSI SCHAEFER LTD,3597637,4831.20,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-11,TRAVAIL EMPLOYMENT GROUP LTD,3596770,477.67,Redacted Personal Data
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-04,TRAVAIL EMPLOYMENT GROUP LTD,3597603,396.43,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-04,TRAVAIL EMPLOYMENT GROUP LTD,3597603,82.04,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-02,TRAVAIL EMPLOYMENT GROUP LTD,3597604,505.79,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-09,TRAVAIL EMPLOYMENT GROUP LTD,3598127,1011.58,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-09,TRAVAIL EMPLOYMENT GROUP LTD,3598127,680.13,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-16,TRAVAIL EMPLOYMENT GROUP LTD,3598617,1073.11,Redacted Personal Data
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2019-12-23,TRAVAIL EMPLOYMENT GROUP LTD,3599395,396.43,Temporary Staff
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Credit Card Services,2019-12-04,ADELANTE SOFTWARE LTD,3596329,572.04,ConnectPay Invoice for Period 01102019 to 31102019
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Credit Card Services,2019-12-30,ADELANTE SOFTWARE LTD,3598810,545.94,ConnectPay Invoice for Period 01112019 to 30112019
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Professional Subscriptions,2019-12-30,CIPFA,3598213,332.00,PQ CIPFA MEMBERSHIP
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Professional Subscriptions,2019-12-16,CIPFA,3598214,332.00,PQ CIPFA MEMBERSHIP
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Professional Subscriptions,2019-12-09,CIPFA,3598215,332.00,PQ CIPFA MEMBERSHIP
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Books & Publications,2019-12-18,CIPFA BUSINESS LTD,3597649,1690.00,
Harrogate Borough Council,Transport,R,Corporate Affairs,Accountancy,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,13.92,Redacted - Personal Data
Harrogate Borough Council,Transport,R,Corporate Affairs,Accountancy,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,13.93,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Subscriptions,2019-12-16,HAMBLETON DISTRICT COUNCIL,3598611,720.59,Subscriptions
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Staff Advertising,2019-12-02,SHL GROUP LTD,3597593,334.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Audit Fees,2019-12-30,MAZARS LLP,3599864,9870.00,Audit Fees
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Audit Fees,2019-12-30,MAZARS LLP,3599864,15500.00,Audit Fees
Harrogate Borough Council,Employees,R,Corporate Affairs,Chief Executive,Staff Advertising,2019-12-30,360 RESOURCING SOLUTIONS LTD,3599401,249.00,
Harrogate Borough Council,Transport,R,Corporate Affairs,Chief Executive,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,125.50,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2019-12-04,BOW MEDIA & PRODUCTION LTD,3597837,1225.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2019-12-18,BOW MEDIA & PRODUCTION LTD,3598827,2800.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2019-12-16,CAMPAIGN MASTER (UK) LTD,3598743,270.00,Product CM Advantage
Harrogate Borough Council,Premises,R,Corporate Affairs,Communications & Marketing,Signs,2019-12-02,DE-SIGNS SIGNS & GRAPHICS CENTRE LTD,3597749,481.00,Signs
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2019-12-23,NLA MEDIA ACCESS LIMITED,3599157,304.00,Renewal of Copyright Licence No L00058391
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2019-12-02,SPACECRAFT CREATIVE LIMITED,3597490,22900.00,Photon Projects
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Equipment,2019-12-18,BUSINESS IT SUPPORT TEAM LIMITED,3596965,6075.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Stationery/Office Consumables,2019-12-11,CUSTOM DESIGN TECHNOLOGIES LTD,3598191,1330.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2019-12-30,ALLPAY LTD,3598802,572.18,HARC
Harrogate Borough Council,Employees,R,Corporate Affairs,Domestic Revenues,Staff Advertising,2019-12-02,BLUETOWNONLINE LTD,3597482,299.00,Staff Advertising
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Consultants Fees,2019-12-11,CIVICA UK LTD,3596725,20775.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Consultants Fees,2019-12-23,CIVICA UK LTD,3597757,1290.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2019-12-04,GFP PAYROLL LTD,3597932,828.80,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2019-12-11,GFP PAYROLL LTD,3598418,683.20,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2019-12-23,BANNER GROUP LTD,3597904,141.90,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Electoral Registration Fees,2019-12-02,ELECTORAL REFORM SERVICES,3597848,557.86,Xpress Print
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2019-12-18,MOROAK T/A BLAKE ENVELOPES,3598947,145.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,2019-12-30,ROYAL MAIL GROUP LTD,3599274,430.95,0158754000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2019-12-04,SHAW & SONS LTD,3596634,79.50,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2019-12-04,SHAW & SONS LTD,3596634,1352.00,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2019-12-30,XL DISPLAYS LIMITED,3599317,587.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-18,ARENA GROUP LTD,3597133,627.23,Serial NoCIGF10236
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-18,ARENA GROUP LTD,3597671,333.78,CNFJ56133
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-18,ARENA GROUP LTD,3597673,468.51,CNFJ56174
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-18,ARENA GROUP LTD,3597680,253.07,CNEJ49197
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-18,ARENA GROUP LTD,3597696,1877.66,Serial NoC1EJ15253
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-18,ARENA GROUP LTD,3597710,459.20,Serial NoCNFJ54541
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-23,ARENA GROUP LTD,3599019,512.80,75299231443FP
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Equipment,2019-12-23,BANNER GROUP LTD,3597904,51.75,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Paper,2019-12-23,BANNER GROUP LTD,3597904,650.68,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Paper,2019-12-23,BANNER GROUP LTD,3597904,167.10,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2019-12-23,BANNER GROUP LTD,3597904,390.70,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2019-12-23,BANNER GROUP LTD,3597904,36.84,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Subsistence,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,44.28,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Non Qualification Training,2019-12-30,EVERSDEN & PULHAM LTD T/A NATIONAL TRAINING SERVICES,3599725,795.00,Non Qualification Training
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2019-12-18,MOROAK T/A BLAKE ENVELOPES,3598947,94.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2019-12-18,MOROAK T/A BLAKE ENVELOPES,3599134,422.00,Stationery/Office Consumables
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,2019-12-18,MOROAK T/A BLAKE ENVELOPES,3599134,294.50,Stationery/Office Consumables
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-23,ROYAL MAIL GROUP LTD,3599135,486.81,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-02,SIEMENS FINANCIAL SERVICES LTD,3597578,681.40,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,2019-12-23,SIEMENS FINANCIAL SERVICES LTD,3599190,7970.68,Lease Rental
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Books & Publications,2019-12-09,THE COPYRIGHT LICENSING AGENCY LTD,3597959,4078.80,Books and Publications
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-02,WHISTL UK LIMITED,3596131,318.33,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-09,WHISTL UK LIMITED,3597322,274.25,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-09,WHISTL UK LIMITED,3597323,341.40,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-09,WHISTL UK LIMITED,3597324,904.90,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-16,WHISTL UK LIMITED,3597325,1124.96,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-16,WHISTL UK LIMITED,3597326,1091.76,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-23,WHISTL UK LIMITED,3597730,1076.41,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-23,WHISTL UK LIMITED,3597731,971.55,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-23,WHISTL UK LIMITED,3597732,329.96,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-30,WHISTL UK LIMITED,3598135,1141.81,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-30,WHISTL UK LIMITED,3598136,347.84,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-23,WHISTL UK LIMITED,3598869,269.68,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-18,WHISTL UK LIMITED,3598870,1234.61,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,2019-12-30,WHISTL UK LIMITED,3599052,389.38,Postage
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2019-12-04,COMPUTERSHARE VOUCHER SERVICES,3597903,64.22,Service and Voucher Funding
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2019-12-04,COMPUTERSHARE VOUCHER SERVICES,3597903,4281.05,Service and Voucher Funding
Harrogate Borough Council,Transport,R,Corporate Affairs,Human Resources,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,16.95,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Human Resources,Other Consultants Fees,2019-12-18,MHR INTERNATIONAL UK LIMITED,3597878,958.09,ESlips Quarterly Rental SA  JUNE 1 603
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2019-12-18,NORTH YORKSHIRE COUNTY COUNCIL,3598586,264.00,DBS CHECKS  ADMIN CHARGE  Feb 2019
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2019-12-18,NORTH YORKSHIRE COUNTY COUNCIL,3598586,90.00,DBS CHECKS  ADMIN CHARGE  Feb 2019
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2019-12-11,EMMA JANE GREENSTED,3598212,1259.70,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2019-12-16,EMMA JANE GREENSTED,3598407,1183.10,Corporate Training
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2019-12-30,HIGH IMPACT DEVELOPMENT LTD,3599362,748.00,Corporate Training
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2019-12-18,TREVOR A BROADBANK,3598832,400.00,Corporate Training
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,2019-12-11,XENONEX LTD,3598132,4800.00,Corporate Training
Harrogate Borough Council,Employees,R,Corporate Affairs,Internal Audit,Temporary Staff,2019-12-09,SCARBOROUGH BOROUGH COUNCIL,3598072,4950.00,Temporary Staff
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-04,4 PLANNING DELIVERY LIMITED,3596679,3900.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-18,ACCESS SYSTEMS UK LTD T/A ACCESSPAY,3598284,6500.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-30,AVOIRA LIMITED,3598330,1500.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-30,AVOIRA LIMITED,3599388,673.75,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-30,AVOIRA LIMITED,3599388,9.95,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,71.70,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,123.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,146.40,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,71.70,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,69.10,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,153.50,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,104.40,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,279.90,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,93.00,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,223.30,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,217.78,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,2019-12-11,BRITISH TELECOMMUNICATIONS PLC,3597895,1238.52,VP 04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,2019-12-02,CITY OF YORK COUNCIL,3595241,660.00,CCN273 Annual Charge for Victoria car park 01.03.19 to 28.02.20
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,2019-12-02,CITY OF YORK COUNCIL,3595241,660.00,CCN272 Annual Charge for Jubilee car park 01.03.19 to 28.02.20
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,2019-12-02,CITY OF YORK COUNCIL,3595241,11472.15,HBC0061 Ripon Town Hall to Sports Centre Radio Link
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-02,CITY OF YORK COUNCIL,3595241,21782.00,HBC0039 uplift of 400 licences from Basic to Standard
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-02,CITY OF YORK COUNCIL,3595241,20267.74,HBC0031 HBC Phase 3
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-02,CITY OF YORK COUNCIL,3595241,3500.00,HBC0036 1200 Mitel Extensions
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Other Expenses,2019-12-02,CITY OF YORK COUNCIL,3595241,9773.52,Q2 Head of ICT July to September 2019
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Other Supplies & Services,2019-12-02,CITY OF YORK COUNCIL,3595241,3000.00,HBC0063 UCI Out of Hours Support
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Other Supplies & Services,2019-12-02,CITY OF YORK COUNCIL,3595241,32100.00,CCN310 Harrogate onsite support October to December 2019
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-23,CIVICA UK LTD,3598355,310.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-11,COOLSPIRIT,3597515,10235.40,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-11,COOLSPIRIT,3598166,14793.79,Terminals-Wiring/Installation
Harrogate Borough Council,Transport,R,Corporate Affairs,ITD,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,23.85,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-09,DELL CORPORATION LTD,3596091,2083.80,Fixed Assets >\x9C5k value based
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-09,DELL CORPORATION LTD,3596093,1800.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-04,DELL CORPORATION LTD,3597839,8771.25,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-23,DELL CORPORATION LTD,3598575,8952.40,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-23,DELL CORPORATION LTD,3598578,3197.40,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-30,DELL CORPORATION LTD,3598580,2083.80,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-18,KINGSFIELD COMPUTER PRODUCTS LTD,3597451,377.70,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-18,MHR INTERNATIONAL UK LIMITED,3597877,1002.67,LGPS Quarterly
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-18,MHR INTERNATIONAL UK LIMITED,3599136,9692.90,iTrent Rental Quarterly
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-18,MHR INTERNATIONAL UK LIMITED,3599137,586.10,RTI  and  Pension Reform Rental
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-18,MHR INTERNATIONAL UK LIMITED,3599138,1140.26,Maintenance RTI II
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-23,NETPRACTISE LTD T/A LB FOSTER,3599498,2850.00,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-18,PHOENIX SOFTWARE LTD,3597237,591.76,Terminals-Wiring/Installation
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-11,PHOENIX SOFTWARE LTD,3598262,9500.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-04,QA LIMITED,3597618,4296.00,Intangible Assets value based
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-11,REED SPECIALIST RECRUITMENT LTD,3598331,1968.75,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-18,REED SPECIALIST RECRUITMENT LTD,3598976,1968.75,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Intangible Assets & licences 1 yr plus,2019-12-18,REED SPECIALIST RECRUITMENT LTD,3598985,1968.75,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2019-12-02,SERVICE LEVEL MANAGEMENT,3597577,1023.75,Formsmaster annual support and maintenance renewal
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets greater than \x9C5k,2019-12-04,THE EPOS STORE,3597216,507.33,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,VIRGIN MEDIA BUSINESS,3598392,766.60,885051801
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-11,VIRGIN MEDIA BUSINESS,3598393,286.72,887096401
