Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code(T),Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2019-12-18,BIFFA WASTE SERVICES LTD,3597834,225.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2019-12-18,BIFFA WASTE SERVICES LTD,3599107,225.00,2 JESAMINE TERRACE
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-18,BURFLEX SCAFFOLDING LTD,3597744,10595.90,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-18,BURFLEX SCAFFOLDING LTD,3597835,490.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-04,COAST SERVICES UK LTD,3596334,810.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-11,COAST SERVICES UK LTD,3596650,810.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-18,COAST SERVICES UK LTD,3597239,810.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-02,COAST SERVICES UK LTD,3597628,378.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-23,COAST SERVICES UK LTD,3597643,999.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-30,COAST SERVICES UK LTD,3598894,972.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-30,CSY HOLDINGS LIMITED,3598175,289.00,Extra Hire Angram
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-23,CSY HOLDINGS LIMITED,3599172,290.00,Angram  Alterations
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-23,CSY HOLDINGS LIMITED,3599407,384.00,Alterations to scaffold
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-16,DUFTON PLUMBING AND HEATING,3598568,543.39,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-23,DUFTON PLUMBING AND HEATING,3598572,1359.73,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-23,DUFTON PLUMBING AND HEATING,3598573,871.44,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-18,GOTCH SAUNDERS & SURRIDGE LLP,3597892,3406.08,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-16,GRAFTON MERCHANTING GB LTD,3596590,1271.27,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-04,GRAFTON MERCHANTING GB LTD,3596591,257.99,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-11,GRAFTON MERCHANTING GB LTD,3597011,314.94,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-11,GRAFTON MERCHANTING GB LTD,3597012,3415.31,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-18,GRAFTON MERCHANTING GB LTD,3597555,1877.41,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-23,GRAFTON MERCHANTING GB LTD,3598152,626.34,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-23,GRAFTON MERCHANTING GB LTD,3598153,396.89,IHMT goods
Harrogate Borough Council,Employees,C,Community,Housing Development,Non Qualification Training,2019-12-09,HR TRAINING AND DEVELOPMENT LTD,3597954,500.00,Non qualification training
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-23,K & L PLASTERING LTD,3598906,2500.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-04,KINGFISHER UPVC WINDOWS & DOORS LTD,3596723,3530.43,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-04,KINGFISHER UPVC WINDOWS & DOORS LTD,3596723,4194.70,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Development,Other Supplies & Services,2019-12-09,LEEDS JEWISH HOUSING ASSOCIATION,3597840,5000.00,PQ Housing our Community
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-09,NASH GROUNDWORKS LTD,3597944,4494.48,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-23,NASH GROUNDWORKS LTD,3599247,22358.00,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597769,253.68,GJ180UN
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597770,417.76,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597772,253.68,GJ180UO
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597773,253.68,IHMT goods
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597795,257.88,IHMT goods
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597804,229.88,IHMT goods
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-23,NORTHGATE VEHICLE HIRE LTD,3597808,235.76,IHMT goods
Harrogate Borough Council,Employees,R,Community,Housing Development,Professional Subscriptions,2019-12-23,RICS,3599303,270.00,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-23,SMD BUILDING SERVICES LIMITED,3599294,926.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-02,SWIFT TIMBER HOMES LTD,3597327,38395.20,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-04,SWIFT TIMBER HOMES LTD,3597332,7401.80,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-04,SWIFT TIMBER HOMES LTD,3597332,2197.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-30,SWIFT TIMBER HOMES LTD,3599290,103034.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2019-12-30,SWIFT TIMBER HOMES LTD,3599290,3605.50,
Harrogate Borough Council,Employees,R,Community,Housing Development,Non Qualification Training,2019-12-02,THE HOUSING & FINANCE INSTITUTE LTD,3597540,600.00,Non Qualification Training
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-02,TRAVIS PERKINS,3597357,453.28,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-04,TRAVIS PERKINS,3597384,732.39,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-04,TRAVIS PERKINS,3597391,306.00,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-04,TRAVIS PERKINS,3597421,480.00,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-11,TRAVIS PERKINS,3597631,244.80,NEW BUILD ACCOUNT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-11,TRAVIS PERKINS,3597635,235.00,NEW BUILD ACCOUNT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-30,TRAVIS PERKINS,3598524,362.62,NEW BUILD ACCOUNT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2019-12-30,TRAVIS PERKINS,3599199,221.10,IHMT goods
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than \x9C5k,2019-12-11,VERITY FREARSON LTD,3598361,915.00,46 ALBERT PLACE
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than \x9C5k,2019-12-04,WARD HADAWAY SOLICITORS,3597960,420.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than \x9C5k,2019-12-23,WARD HADAWAY SOLICITORS,3599536,420.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than \x9C5k,2019-12-30,WARD HADAWAY SOLICITORS,3599542,420.00,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-30,WELFARE UNIT HIRE LTD,3598247,1003.80,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2019-12-30,WELFARE UNIT HIRE LTD,3598248,840.00,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2019-12-23,FURNITURE RESOURCE CENTRE LTD,3599415,312.76,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2019-12-23,FURNITURE RESOURCE CENTRE LTD,3599416,312.76,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Equipment,2019-12-23,FURNITURE RESOURCE CENTRE LTD,3599420,240.82,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2019-12-23,FURNITURE RESOURCE CENTRE LTD,3599422,312.76,KNARESBOROUGH HG5 ODA
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2019-12-23,FURNITURE RESOURCE CENTRE LTD,3599423,312.76,STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2019-12-30,FURNITURE RESOURCE CENTRE LTD,3599425,256.31,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2019-12-18,NPOWER,3598868,386.35,27 Belmont Road Harrogate
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2019-12-02,NPOWER LTD,3597302,403.76,Avondale House 33 Belmont
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2019-12-18,SECTOR SECURITY SERVICE LTD,3598544,2704.80,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,ALTERNATIVE WINDOWS (LEEDS) LTD,1744170,3542.72,308851/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,ALTERNATIVE WINDOWS (LEEDS) LTD,1744171,2454.21,308136/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745798,1980.04,308134/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745799,286.88,309567/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745800,4339.04,315282/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745801,3306.66,313964/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745802,2216.92,307879/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745803,2503.35,307934/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745805,2604.73,311328/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745806,4458.26,313983/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745807,3184.26,315288/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-23,ALTERNATIVE WINDOWS (LEEDS) LTD,1745808,2731.33,314088/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744179,2678.62,309206/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744180,2783.09,310920/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744181,2783.09,309652/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744182,2208.21,309659/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744183,1785.91,311755/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744184,2036.70,307215/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744185,1936.88,311758/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744186,1936.88,311761/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744187,1936.88,311753/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744188,1785.91,311752/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744189,1838.53,311748/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744190,2112.15,312803/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744191,1785.91,312801/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744192,1936.88,313307/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744193,2204.21,313208/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744194,1785.91,313183/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744195,1785.91,313184/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744196,1845.91,313210/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744197,1785.91,313305/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744198,2279.01,310916/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744199,2112.15,311760/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744200,1798.03,313206/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744201,1847.95,313550/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744202,2156.36,313552/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744203,1798.03,313544/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744204,2103.73,313556/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744205,1936.88,314860/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744206,2112.15,315458/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744207,2251.99,315068/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744208,6578.06,314054/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,HELP-LINK UK LTD,1744209,1785.91,316610/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-18,HELP-LINK UK LTD,1745737,2648.81,310919/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-18,HELP-LINK UK LTD,1745738,2648.81,311235/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-11,MCHALE CONTRACTS & PLANT ENVIRONMENTAL LLP,1744242,730.00,314001/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-04,MEARS LIMITED,1743976,3682.80,313229/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2019-12-04,MEARS LIMITED,1743977,1817.50,317518/1
