Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,01/07/2015,MATCHTECH GROUP UK LTD,4632206,"2,124.20",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,ICT Rechargeables,01/07/2015,NETREADY LTD,4631857,"9,450.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,13/07/2015,NIDDFEST LTD,4633812,"5,000.00",NiddFest Year 2 budget 50 final payment,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,01/07/2015,PHILIP DOLPHIN,4632108,"1,308.00",,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Professional Subscriptions,22/07/2015,REDACTED PERSONAL DATA,4634518,310.00,Reimbursement of LI subscription,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Equipment,01/07/2015,SKIPTON HIRE CENTRE LTD,4631729,301.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Equipment,01/07/2015,SKIPTON HIRE CENTRE LTD,4631729,-21.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Equipment,01/07/2015,SKIPTON HIRE CENTRE LTD,4631729,21.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,29/07/2015,STUBBS DESIGN,4634151,990.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,13/07/2015,THE CARDIGAN CENTRE,4633796,"2,642.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,13/07/2015,THE CARDIGAN CENTRE,4633796,210.00,,,,
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,13/07/2015,THE CARDIGAN CENTRE,4633796,80.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Grants/Contribs to Other Bodies,13/07/2015,UNIVERSITY OF YORK,4633686,"4,000.00",Contribution towards Breary Banks Excavation,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Microfilming,22/07/2015,TRANSMEDIA TECHNOLOGY LTD,4633073,"11,081.89",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Microfilming,29/07/2015,TRANSMEDIA TECHNOLOGY LTD,4633989,"13,918.11",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,15/07/2015,AIREDALE INTER AIR CONDITIONING,4633436,"1,202.00",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,27/07/2015,BRITISH GAS BUSINESS,4634059,"7,682.85",Royal Baths,,,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,27/07/2015,BRITISH GAS BUSINESS,4634059,493.57,Royal Baths,,,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,08/07/2015,DALESAUNA LTD,4632948,"2,550.00",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Planned Maintenance,15/07/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Planned Maintenance,15/07/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,375.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2015,A&A VRYLANDT LTD,4633770,294.45,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2015,A&A VRYLANDT LTD,4633770,-14.95,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2015,A&A VRYLANDT LTD,4633770,14.95,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,22/07/2015,AJ PROMOTIONS,4633239,248.90,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,20/07/2015,ARTCARRIER,4634116,580.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Miscellaneous Expenditure,22/07/2015,CHAPTERHOUSE THEATRE COMPANY,4634310,250.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Miscellaneous Expenditure,29/07/2015,CHAPTERHOUSE THEATRE COMPANY,4634976,"1,208.33",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,29/07/2015,HISTORY & HERALDRY,4634187,373.36,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,13/07/2015,JOHNSTON PUBLISHING LTD,4632633,540.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,20/07/2015,N BARKER,4634283,387.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,15/07/2015,N BARKER,4632918,"1,575.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,22/07/2015,OLIVIA HERON,4633996,252.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Payments to Artists,22/07/2015,REDACTED PERSONAL DATA,4634031,"2,030.00",Harrogate Open,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,06/07/2015,RYEDALE CASH REGISTERS,4633009,213.20,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,22/07/2015,TIG,4632995,"4,660.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Payments to Artists,29/07/2015,REDACTED PERSONAL DATA,4635052,339.50,Harrogate Open,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,08/07/2015,4IMPRINT DIRECT LIMITED,4632593,297.90,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,15/07/2015,AROUND AND ABOUT DISTRIBUTION,4633578,400.00, Delivery to Schools June Fundays,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,29/07/2015,BAKER ROSS LTD,4634120,277.91,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,22/07/2015,BERENDSEN UK LTD,4634016,"5,928.45",TURKISH BATH,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,22/07/2015,BISHOP SPORT & LEISURE,4633362,350.75,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,15/07/2015,BRENNTAG UK LIMITED,4633237,305.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,BRENNTAG UK LIMITED,4633420,305.00,CALCIUM CHLORIDE,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,BRENNTAG UK LIMITED,4633419,356.00,CALCIUM CHLORIDE,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,20/07/2015,BRENNTAG UK LIMITED,4633533,708.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,08/07/2015,CRYOSERVICE LTD,4632620,235.42,STARBECK SWIMMING POOL,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,29/07/2015,CRYOSERVICE LTD,4634405,325.14,HARROGATE HYDRO DELY AC,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,CRYOSERVICE LTD,4632505,400.29,HARROGATE HYDRO,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,29/07/2015,CRYOSERVICE LTD,4634404,407.08,KNARESBOROUGH SWIMMING POOL,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,CRYOSERVICE LTD,4632507,410.06,RIPON SPA BATHS,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,CRYOSERVICE LTD,4632511,433.12,STARBECK SWIMMING,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,CRYOSERVICE LTD,4632619,467.15,TURKISH BATHS,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,01/07/2015,CRYOSERVICE LTD,4632509,587.15,KNARESBOROUGH SWIMMING POOL,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,15/07/2015,DAVINES UK LTD,4632416,225.90,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,08/07/2015,DAVINES UK LTD,4632417,267.30,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,22/07/2015,DAVINES UK LTD,4633350,"1,320.30",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,20/07/2015,DODSWORTH COACHES (YORK PULLMAN BUS COMPANY LTD),4634383,250.00,Hire Summer Playschemes,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,20/07/2015,DODSWORTH COACHES (YORK PULLMAN BUS COMPANY LTD),4634425,250.00,Playschemes  Eureka 2682015,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,08/07/2015,GERRARD INTERNATIONAL LTD,4632603,263.50,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,08/07/2015,GYMNOVA (UK) LTD,4632107,256.91,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,08/07/2015,GYMNOVA (UK) LTD,4632107,"1,743.09",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,20/07/2015,HARROGATE HIGH SCHOOL,4634175,564.50,Hire of Theatre,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,20/07/2015,HARROGATE HIGH SCHOOL,4634174,"1,044.50",Hire of Sports Hall,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,22/07/2015,INFLATABLE TESTING & REPAIRING,4633087,234.25,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,22/07/2015,INFLATABLE TESTING & REPAIRING,4633086,514.25,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,15/07/2015,INFLATABLE TESTING & REPAIRING,4633089,413.25,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Aqua Inflateables,08/07/2015,INFLATABLE TESTING & REPAIRING,4633088,660.25,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,06/07/2015,JANE REDFERN,4633505,"2,350.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,08/07/2015,JOHN SMITH & SONS,4632571,250.00,,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,01/07/2015,LEEDS CITY COUNCIL,4633325,310.00,RLSS 8th Edition AED trainer Assessor Course,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,15/07/2015,P P SNACK FOODS LTD,4632675,236.14,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,01/07/2015,P P SNACK FOODS LTD,4631978,459.76,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,01/07/2015,P P SNACK FOODS LTD,4631978,-14.98,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,01/07/2015,P P SNACK FOODS LTD,4631978,14.98,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,01/07/2015,P P SNACK FOODS LTD,4631976,431.90,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,01/07/2015,P P SNACK FOODS LTD,4631976,-41.97,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,01/07/2015,P P SNACK FOODS LTD,4631976,41.97,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,15/07/2015,P P SNACK FOODS LTD,4632676,511.44,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,15/07/2015,P P SNACK FOODS LTD,4632676,-14.99,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,15/07/2015,P P SNACK FOODS LTD,4632676,14.99,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,15/07/2015,PG BRANDING LTD,4633390,"1,397.53",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Cleaning & Hygiene Services,15/07/2015,PHS GROUP PLC,4633115,488.28,Starbeck Swimming,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,01/07/2015,PROFESSIONAL PAPER SUPPLIES LTD,4632220,227.05,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,01/07/2015,PROFESSIONAL PAPER SUPPLIES LTD,4632218,339.80,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,29/07/2015,PROFESSIONAL PAPER SUPPLIES LTD,4634800,399.30,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,29/07/2015,PROSPEC LTD,4631838,220.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Subsistence,20/07/2015,REDFERN TRAVEL LTD,4633696,42.97,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Transport,R,Economy & Culture,Sport & Leisure,Travel,20/07/2015,REDFERN TRAVEL LTD,4633696,46.32,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Transport,R,Economy & Culture,Sport & Leisure,Travel,20/07/2015,REDFERN TRAVEL LTD,4633696,46.32,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,29/07/2015,RIPON COMMUNITY HOUSE LTD,4634965,212.50,,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,15/07/2015,RLSS UK ENTERPRISES LTD,4632883,483.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,22/07/2015,RUNNING IMP INTERNATIONAL SPORTS LTD,4634337,270.08,,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,20/07/2015,SPECTRUM TRAINING & CONSULTANCY SERVICES,4634156,280.00,,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,22/07/2015,SPECTRUM TRAINING & CONSULTANCY SERVICES,4633813,"1,200.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Starbeck Development Fund,29/07/2015,STARBECK IN BLOOM,4634824,"1,700.00",Starbeck grant award to Starbeck in Bloom,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,29/07/2015,STEEL LINE LIMITED,4633594,"6,528.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,29/07/2015,STRAY FM,4633472,216.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,29/07/2015,STRAY FM,4633473,216.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,29/07/2015,STRAY FM,4633468,802.79,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,22/07/2015,TIG,4634216,"2,650.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,13/07/2015,WETHERBY SKIP HIRE SERVICES,4630939,185.00,Claro Road Depot,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,01/07/2015,YORKSHIRE CARE EQUIPMENT LLP,4632200,658.17,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,08/07/2015,ZOGGS,4632242,224.88,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,01/07/2015,ZOGGS,4631941,251.93,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,01/07/2015,ZOGGS,4631941,-28.80,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,01/07/2015,ZOGGS,4631941,28.80,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,22/07/2015,ZOGGS,4632935,267.77,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,22/07/2015,ZOGGS,4632935,-7.88,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,22/07/2015,ZOGGS,4632935,7.88,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,15/07/2015,ZOGGS,4632776,"1,011.07",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,08/07/2015,AJ PROMOTIONS,4632910,348.65,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,01/07/2015,AJ PROMOTIONS,4632415,475.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,01/07/2015,HARROGATE SULPHUR SOAP CO,4633018,268.50,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Other Supplies & Services,22/07/2015,MARCUS HAMMOND,4633780,140.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,22/07/2015,MARCUS HAMMOND,4633780,435.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Misc Expenditure Non-Vatable,27/07/2015,MAYFIELD BOOKS AND GIFTS,4634557,"1,079.65",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Other Supplies & Services,22/07/2015,TOP SCREEN MEDIA LTD,4633984,"1,500.00",,,,
