Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646759,245.00,245211/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646760,245.00,245202/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646761,245.00,244930/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646763,245.00,245626/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647016,245.00,245204/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-28,223128,OCS ENVIRONMENTAL SERVICES LTD,1647594,245.00,247689/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647022,265.00,246081/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646762,280.00,245462/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646764,280.00,245615/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646765,280.00,245616/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647305,280.00,245608/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647306,280.00,245614/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-28,223128,OCS ENVIRONMENTAL SERVICES LTD,1647591,280.00,246629/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-14,223128,OCS ENVIRONMENTAL SERVICES LTD,1646766,350.00,245630/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-28,223128,OCS ENVIRONMENTAL SERVICES LTD,1647593,360.00,245627/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647019,385.00,245633/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647023,437.00,246470/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647018,455.00,245618/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647307,455.00,245617/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,223128,OCS ENVIRONMENTAL SERVICES LTD,1647308,455.00,245619/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-12-28,225235,SWIFT PORTABLE APPLIANCE TESTING LTD,4667018,315.00,Portable Appliance Testing PAT  IHMT Various Vans at The Hydro
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-07,222988,THE TEX SERVICES GROUP,1647309,1120.00,244722/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-14,221478,TUNSTON CONSTRUCTION LTD,1647601,333.52,227930/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-21,221478,TUNSTON CONSTRUCTION LTD,1650060,510.00,240064/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-14,221478,TUNSTON CONSTRUCTION LTD,1647600,800.00,246951/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-14,221478,TUNSTON CONSTRUCTION LTD,1647599,1750.00,243989/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-21,221478,TUNSTON CONSTRUCTION LTD,1650062,3375.00,239613/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,221478,TUNSTON CONSTRUCTION LTD,1650063,490.00,247557/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-07,221478,TUNSTON CONSTRUCTION LTD,1647314,630.00,235675/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-07,204918,WALTER HARTLEY LTD,1647329,240.00,245246/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-14,204918,WALTER HARTLEY LTD,1647602,370.00,242048/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-07,204918,WALTER HARTLEY LTD,1647328,495.00,245644/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-12-07,204918,WALTER HARTLEY LTD,1647323,717.00,237582/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-12-21,207220,WHARFEDALE DECORATIONS LTD,1650064,1564.00,247095/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-12,204528,WOLSELEY UK LTD,4665544,217.90,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-21,204528,WOLSELEY UK LTD,4666882,267.87,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,204528,WOLSELEY UK LTD,4666565,515.47,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-21,204528,WOLSELEY UK LTD,4666559,760.43,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-19,204528,WOLSELEY UK LTD,4666181,1138.30,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-21,204528,WOLSELEY UK LTD,4666560,1658.83,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-12,204528,WOLSELEY UK LTD,4666182,1710.33,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-12,204528,WOLSELEY UK LTD,4664882,2011.35,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-19,204528,WOLSELEY UK LTD,4665943,2048.89,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-19,204528,WOLSELEY UK LTD,4666556,2410.09,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-12-28,204528,WOLSELEY UK LTD,4666563,2593.52,IHMT
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2016-12-21,204630,DUFFIELDS,4665201,1079.94,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2016-12-28,225709,ICE WATCH LTD,4666796,6445.00,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Hort Materials - Direct Purchase,2016-12-28,214640,SHIRE AGGREGATES BULK LTD,4666824,935.55,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2016-12-28,205479,NPOWER LTD,4666398,274.54,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2016-12-28,205479,NPOWER LTD,4666335,337.45,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2016-12-28,205479,NPOWER LTD,4666340,414.20,Elec -Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2016-12-28,205479,NPOWER LTD,4666338,439.19,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,2016-12-28,205479,NPOWER LTD,4666415,925.07,"Elec - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2016-12-28,205479,NPOWER LTD,4666398,14.14,Elec - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2016-12-28,205479,NPOWER LTD,4666335,17.42,Elec - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2016-12-28,205479,NPOWER LTD,4666340,21.69,Elec -Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2016-12-28,205479,NPOWER LTD,4666338,23.15,Elec - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,2016-12-28,205479,NPOWER LTD,4666415,46.95,"Elec - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,2016-12-07,222199,WEALDEN & EASTBOURNE LIFELINE LTD,4666043,2529.80,Monitoring services
Harrogate Borough Council,Premises,R,Community,Wardens Service,Fixtures & Fittings,2016-12-28,204610,YORKSHIRE PURCHASING,4666258,142.50,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Fixtures & Fittings,2016-12-28,204610,YORKSHIRE PURCHASING,4666258,94.00,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Water & Sewerage,2016-12-12,204616,YORKSHIRE WATER PLC,4666032,351.63,Water - Carlton Lodge
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-28,200290,ARCO LTD,4665759,228.89,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-14,200290,ARCO LTD,4664718,265.06,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-19,200290,ARCO LTD,4666566,94.30,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-19,200290,ARCO LTD,4666566,38.34,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-19,200290,ARCO LTD,4666566,38.34,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-19,200290,ARCO LTD,4666566,43.20,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-19,200290,ARCO LTD,4666566,79.44,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Protective Clothing,2016-12-19,200290,ARCO LTD,4666566,39.72,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Marketing/Promotion,2016-12-14,214619,BEYOND DIGITAL,4665238,1568.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2016-12-12,200207,BRENNTAG UK LIMITED,4665245,89.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2016-12-12,200207,BRENNTAG UK LIMITED,4665245,311.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2016-12-12,200207,BRENNTAG UK LIMITED,4665245,22.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,2016-12-12,200207,BRENNTAG UK LIMITED,4665245,133.00,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-14,200591,BROOK STREET (UK) LTD,4666309,237.72,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,200591,BROOK STREET (UK) LTD,4666700,350.92,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-12,200591,BROOK STREET (UK) LTD,4663573,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-12,200591,BROOK STREET (UK) LTD,4663574,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4665790,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4665842,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4665844,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4665845,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4666001,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4666002,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4666003,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-12,200591,BROOK STREET (UK) LTD,4666244,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-12,200591,BROOK STREET (UK) LTD,4666247,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-14,200591,BROOK STREET (UK) LTD,4666274,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-14,200591,BROOK STREET (UK) LTD,4666325,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,200591,BROOK STREET (UK) LTD,4666694,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,200591,BROOK STREET (UK) LTD,4666695,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,200591,BROOK STREET (UK) LTD,4666701,418.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-28,200591,BROOK STREET (UK) LTD,4667114,418.84,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2016-12-07,213227,BULMER & CO,4664283,470.70,LaxfordBin
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2016-12-28,217589,EURO MUNICIPAL LTD,4665937,580.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2016-12-07,217589,EURO MUNICIPAL LTD,4664565,725.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2016-12-19,217589,EURO MUNICIPAL LTD,4665126,725.00,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2016-12-21,217589,EURO MUNICIPAL LTD,4665546,725.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2016-12-14,201390,F D TODD & SONS LTD,4666430,627.57,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2016-12-14,201390,F D TODD & SONS LTD,4666377,8365.85,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2016-12-14,201390,F D TODD & SONS LTD,4665510,10409.62,
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,2016-12-12,206809,LEEDS CITY COUNCIL,4666207,406.00,
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,2016-12-19,206809,LEEDS CITY COUNCIL,4666780,406.00,
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,2016-12-28,218087,LEEDS CITY COUNCIL,4667112,406.00,
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,2016-12-07,206809,LEEDS CITY COUNCIL,4666184,640.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2016-12-07,220730,RB RECYCLING (SCARBOROUGH) LIMITED,4666157,1875.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,2016-12-07,220730,RB RECYCLING (SCARBOROUGH) LIMITED,4666157,400.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2016-12-07,203872,SHERWOOD SERVICES (UK) LTD,4665519,200.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2016-12-28,215115,STORM ENVIRONMENTAL LIMITED,4666441,380.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2016-12-28,215115,STORM ENVIRONMENTAL LIMITED,4666439,2600.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2016-12-28,215115,STORM ENVIRONMENTAL LIMITED,4666439,2940.00,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-12,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666196,483.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666857,604.80,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-19,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666616,483.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-19,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666616,604.80,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-28,204317,TRAVAIL EMPLOYMENT GROUP LTD,4667023,1264.29,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-28,204317,TRAVAIL EMPLOYMENT GROUP LTD,4667023,2038.81,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-19,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666537,1412.36,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-19,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666537,1924.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666742,421.43,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2016-12-21,204317,TRAVAIL EMPLOYMENT GROUP LTD,4666742,990.93,
