Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name(T),Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656937,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656940,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656944,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656945,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656946,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656948,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656949,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656950,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656952,326.3,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656939,334.75,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656935,386.22,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656941,399.06,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656938,440,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,13/07/2016,NORTHGATE VEHICLE HIRE LTD,4656931,506,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656977,480.7,Vehicle Monitoring
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,04/07/2016,NORTHGATE VEHICLE HIRE LTD,4655800,494,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656713,280.98,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656711,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656712,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656714,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656716,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656718,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656722,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656723,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656725,326.3,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656905,326.3,PO14ULK
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656910,326.3,PO14ULP
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656911,326.3,ihmt
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656912,326.3,ihmt
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656913,326.3,ihmt
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656914,326.3,ihmt
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656719,334.75,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656717,483.6,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,20/07/2016,NORTHGATE VEHICLE HIRE LTD,4656917,"1,266.19",ihmt
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,27/07/2016,NORTHGATE VEHICLE HIRE LTD,4656909,"1,410.35",ihmt
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,NORTON INTERIORS LTD,1628608,"2,909.00",235272/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,NORTON INTERIORS LTD,1629284,"3,153.00",233169/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,NORTON INTERIORS LTD,1628910,"3,461.65",235008/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,NORTON INTERIORS LTD,1629556,"3,978.00",235954/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,NORTON INTERIORS LTD,1629555,"5,101.00",235247/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,OCS ENVIRONMENTAL SERVICES LTD,1628609,210,233782/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,OCS ENVIRONMENTAL SERVICES LTD,1628610,280,233215/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,27/07/2016,OCS ENVIRONMENTAL SERVICES LTD,1629559,397,234141/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,OCS ENVIRONMENTAL SERVICES LTD,1625815,652,233046/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/07/2016,ORSIS (UK) LIMITED,4655153,"5,697.80",remote transmission of meter or data logger
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,20/07/2016,SSE CONTRACTING LTD,1629297,302.4,234605/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,20/07/2016,SSE CONTRACTING LTD,1629296,435.78,234543/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,20/07/2016,SSE CONTRACTING LTD,1629298,673.3,235745/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,20/07/2016,SSE CONTRACTING LTD,1629295,972.58,234508/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,20/07/2016,SSE CONTRACTING LTD,1629293,"2,357.40",227992/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,THE TEX SERVICES GROUP,1625824,320,232538/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,THE TEX SERVICES GROUP,1625825,320,232490/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,THE TEX SERVICES GROUP,1628612,660,228876/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,13/07/2016,THE TEX SERVICES GROUP,1628912,380,234620/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,13/07/2016,TUNSTON CONSTRUCTION LTD,1628915,223.6,204821/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,27/07/2016,TUNSTON CONSTRUCTION LTD,1629562,358,227991/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,06/07/2016,TUNSTON CONSTRUCTION LTD,1628616,399.25,218209/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,13/07/2016,TUNSTON CONSTRUCTION LTD,1628916,"1,712.99",235912/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,TUNSTON CONSTRUCTION LTD,1628614,266.84,228069/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,13/07/2016,TUNSTON CONSTRUCTION LTD,1628913,850,235910/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,WALTER HARTLEY LTD,1629575,230,234998/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,WALTER HARTLEY LTD,1628622,247,233603/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,WALTER HARTLEY LTD,1629578,461,235132/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,27/07/2016,WALTER HARTLEY LTD,1629576,550.25,234999/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,WALTER HARTLEY LTD,1628624,"4,355.00",230082/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,06/07/2016,WALTER HARTLEY LTD,1628617,"4,545.00",234877/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,27/07/2016,WALTER HARTLEY LTD,1629579,282.5,234359/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,27/07/2016,WALTER HARTLEY LTD,1629580,325,234358/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,27/07/2016,WALTER HARTLEY LTD,1629569,485,234352/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,27/07/2016,WALTER HARTLEY LTD,1629577,"1,045.00",234360/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,11/07/2016,WETHERBY SKIP HIRE SERVICES,4656697,915,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,04/07/2016,WETHERBY SKIP HIRE SERVICES,4655203,"2,933.33",ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,04/07/2016,WETHERBY SKIP HIRE SERVICES,4655201,"3,150.00",ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,04/07/2016,WETHERBY SKIP HIRE SERVICES,4655202,"3,623.33",ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,18/07/2016,WOLSELEY UK LTD,4656222,920.77,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,18/07/2016,WOLSELEY UK LTD,4656223,"1,031.74",ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,27/07/2016,WOLSELEY UK LTD,4657272,"1,153.89",PROP SRVS
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,27/07/2016,WOLSELEY UK LTD,4657270,"1,182.75",PROP SRVS
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,11/07/2016,WOLSELEY UK LTD,4655244,"3,231.29",ihmt
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,06/07/2016,YORKSHIRE SEAMLESS GUTTERS UK,1628625,"1,350.00",233623/1
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,13/07/2016,BRAMBLEDOWN LANDSCAPES,4656747,"1,970.00",
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,13/07/2016,COLTON SIGNS,4655322,582.5,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,13/07/2016,PROLUDIC LTD,4656399,302.36,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657767,306.76,GAS - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657766,308.19,GAS - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655860,395.2,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657773,427.9,"GAS - MAPLE CREEK, MASHAM (COMMUNAL)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655849,607.92,"GAS - MAPLE CREEK, MASHAM (COMMUNAL)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,27/07/2016,BRITISH GAS TRADING LTD,4657772,611.02,GAS - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655865,766.52,GAS - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,04/07/2016,BRITISH GAS TRADING LTD,4655825,"1,082.06",GAS - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Employees,R,Community,Wardens Service,Other Employee Expenses,18/07/2016,DALESIDE NURSERIES LTD,4655667,285,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,27/07/2016,NPOWER LTD,4656813,244.7,ELEC - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655428,257.7,ELEC - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655467,269.82,ELEC - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,27/07/2016,NPOWER LTD,4656802,305.13,ELEC - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655417,329.4,ELEC - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,27/07/2016,NPOWER LTD,4656804,341.38,ELEC - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655444,346.26,ELEC - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655466,348.73,ELEC - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655473,373.98,ELEC - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,27/07/2016,NPOWER LTD,4656803,459.69,ELEC - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655416,475.83,ELEC - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655465,481.04,ELEC - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Electricity,06/07/2016,NPOWER LTD,4655415,720.86,"ELEC - MAPLE CREEK, MASHAM (COMMUNAL)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,27/07/2016,NPOWER LTD,4656813,12.3,ELEC - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655428,12.99,ELEC - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655467,13.65,ELEC - HEWITSON COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,27/07/2016,NPOWER LTD,4656802,15.3,ELEC - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655417,16.58,ELEC - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,27/07/2016,NPOWER LTD,4656804,17.66,ELEC - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655444,18.3,ELEC - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655466,17.72,ELEC - BLOSSOMGATE COURT
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655473,19.78,ELEC - CARLTON LODGE
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,27/07/2016,NPOWER LTD,4656803,23.92,ELEC - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655416,24.77,ELEC - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655465,25.08,ELEC - BONDGATE COURT COMMUNITY HALL
Harrogate Borough Council,Premises,R,Community,Wardens Service,Climate Change Levy,06/07/2016,NPOWER LTD,4655415,37.11,"ELEC - MAPLE CREEK, MASHAM (COMMUNAL)"
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Dispersed Alarm Equipment,27/07/2016,TUNSTALL HEALTHCARE (UK) LTD,4657048,"4,120.10",
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,06/07/2016,WEALDEN & EASTBOURNE LIFELINE LTD,4656559,"2,549.52",Monitoring services
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,20/07/2016,FG ADAMSON & SON,4655303,540,
