Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071427,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071428,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071429,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071430,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071431,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071432,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071433,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071434,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071435,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071436,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071437,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071438,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071439,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071440,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071441,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071442,1,202202,Barclaycard - Global Commercial Payments,342.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071520,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071521,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071522,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071523,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071524,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071525,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071526,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071527,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-02
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200071754,1,202202,Barclaycard - Global Commercial Payments,277.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072945,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072946,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072947,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072948,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072949,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072950,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072951,1,202202,Barclaycard - Global Commercial Payments,167.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072952,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072953,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072954,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072955,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072956,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072957,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072958,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072959,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072960,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200072961,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200073280,1,202202,Barclaycard - Global Commercial Payments,302.50,2022-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200073281,1,202202,Barclaycard - Global Commercial Payments,292.50,2022-05-11
"Economy, Innovation and Growth",Transport,Public Transport and Taxi Fares,200071461,1,202202,Barclaycard - Global Commercial Payments,22.03,2022-05-02
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200071921,1,202202,Barclaycard - Global Commercial Payments,18.29,2022-05-11
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200071922,1,202202,Barclaycard - Global Commercial Payments,8.58,2022-05-11
Public Health and Wellbeing,Transport,Public Transport and Taxi Fares,200072353,1,202202,Barclaycard - Global Commercial Payments,18.67,2022-05-11
Schools,Transport,Public Transport and Taxi Fares,200073055,1,202202,Barclaycard - Global Commercial Payments,10.00,2022-05-11
Schools,Transport,Public Transport and Taxi Fares,200073276,1,202202,Barclaycard - Global Commercial Payments,20.00,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071307,1,202202,Barclaycard - Global Commercial Payments,84.91,2022-05-02
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071308,1,202202,Barclaycard - Global Commercial Payments,316.06,2022-05-02
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071306,1,202202,Barclaycard - Global Commercial Payments,109.45,2022-05-02
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072158,1,202202,Barclaycard - Global Commercial Payments,120.83,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072352,1,202202,Barclaycard - Global Commercial Payments,8.13,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072416,1,202202,Barclaycard - Global Commercial Payments,22.55,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072755,1,202202,Barclaycard - Global Commercial Payments,10.65,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072137,1,202202,Barclaycard - Global Commercial Payments,39.20,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072547,1,202202,Barclaycard - Global Commercial Payments,21.00,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200067515,1,202202,Barclaycard - Global Commercial Payments,15.00,2022-05-02
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071935,1,202202,Barclaycard - Global Commercial Payments,27.95,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071545,1,202202,Barclaycard - Global Commercial Payments,11.53,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071870,1,202202,Barclaycard - Global Commercial Payments,67.00,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200072605,1,202202,Barclaycard - Global Commercial Payments,31.99,2022-05-11
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200071061,1,202202,Barclaycard - Global Commercial Payments,42.40,2022-05-11
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200072020,1,202202,Barclaycard - Global Commercial Payments,323.32,2022-05-11
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",200071874,1,202202,Barclaycard - Global Commercial Payments,199.00,2022-05-11
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200071063,1,202202,Barclaycard - Global Commercial Payments,360.00,2022-05-11
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",200071065,1,202202,Barclaycard - Global Commercial Payments,346.67,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072730,1,202202,Barclaycard - Global Commercial Payments,137.00,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200066386,1,202202,Barclaycard - Global Commercial Payments,31.74,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200066450,1,202202,Barclaycard - Global Commercial Payments,34.96,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200066589,1,202202,Barclaycard - Global Commercial Payments,37.59,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200066730,1,202202,Barclaycard - Global Commercial Payments,16.48,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067094,1,202202,Barclaycard - Global Commercial Payments,15.07,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067161,1,202202,Barclaycard - Global Commercial Payments,4.20,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067254,1,202202,Barclaycard - Global Commercial Payments,42.50,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067421,1,202202,Barclaycard - Global Commercial Payments,330.25,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067422,1,202202,Barclaycard - Global Commercial Payments,10.31,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067669,1,202202,Barclaycard - Global Commercial Payments,24.92,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067762,1,202202,Barclaycard - Global Commercial Payments,28.78,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067861,1,202202,Barclaycard - Global Commercial Payments,11.08,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067862,1,202202,Barclaycard - Global Commercial Payments,6.04,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200067863,1,202202,Barclaycard - Global Commercial Payments,22.45,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068019,1,202202,Barclaycard - Global Commercial Payments,29.32,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068099,1,202202,Barclaycard - Global Commercial Payments,50.82,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068178,1,202202,Barclaycard - Global Commercial Payments,109.20,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068179,1,202202,Barclaycard - Global Commercial Payments,29.92,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068180,1,202202,Barclaycard - Global Commercial Payments,3.32,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068350,1,202202,Barclaycard - Global Commercial Payments,32.42,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068424,1,202202,Barclaycard - Global Commercial Payments,188.17,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068536,1,202202,Barclaycard - Global Commercial Payments,58.29,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068537,1,202202,Barclaycard - Global Commercial Payments,17.10,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068538,1,202202,Barclaycard - Global Commercial Payments,32.65,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200069044,1,202202,Barclaycard - Global Commercial Payments,232.35,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200069819,1,202202,Barclaycard - Global Commercial Payments,78.96,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200069820,1,202202,Barclaycard - Global Commercial Payments,78.96,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200069911,1,202202,Barclaycard - Global Commercial Payments,99.28,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200069912,1,202202,Barclaycard - Global Commercial Payments,30.05,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070159,1,202202,Barclaycard - Global Commercial Payments,34.06,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070160,1,202202,Barclaycard - Global Commercial Payments,110.55,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070161,1,202202,Barclaycard - Global Commercial Payments,123.95,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070782,1,202202,Barclaycard - Global Commercial Payments,16.65,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070888,1,202202,Barclaycard - Global Commercial Payments,201.42,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071028,1,202202,Barclaycard - Global Commercial Payments,9.98,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071090,1,202202,Barclaycard - Global Commercial Payments,126.15,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071340,1,202202,Barclaycard - Global Commercial Payments,11.66,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071517,1,202202,Barclaycard - Global Commercial Payments,160.60,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071608,1,202202,Barclaycard - Global Commercial Payments,19.58,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071609,1,202202,Barclaycard - Global Commercial Payments,73.37,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071610,1,202202,Barclaycard - Global Commercial Payments,73.37,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071730,1,202202,Barclaycard - Global Commercial Payments,29.40,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071744,1,202202,Barclaycard - Global Commercial Payments,107.12,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071785,1,202202,Barclaycard - Global Commercial Payments,2.91,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071877,1,202202,Barclaycard - Global Commercial Payments,44.82,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071878,1,202202,Barclaycard - Global Commercial Payments,67.02,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071879,1,202202,Barclaycard - Global Commercial Payments,11.39,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071885,1,202202,Barclaycard - Global Commercial Payments,48.26,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071886,1,202202,Barclaycard - Global Commercial Payments,-64.70,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071914,1,202202,Barclaycard - Global Commercial Payments,42.49,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071915,1,202202,Barclaycard - Global Commercial Payments,23.35,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071974,1,202202,Barclaycard - Global Commercial Payments,9.65,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071975,1,202202,Barclaycard - Global Commercial Payments,32.05,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071980,1,202202,Barclaycard - Global Commercial Payments,9.32,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072029,1,202202,Barclaycard - Global Commercial Payments,172.52,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072061,1,202202,Barclaycard - Global Commercial Payments,77.55,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072129,1,202202,Barclaycard - Global Commercial Payments,13.16,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072130,1,202202,Barclaycard - Global Commercial Payments,11.39,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072241,1,202202,Barclaycard - Global Commercial Payments,41.63,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072295,1,202202,Barclaycard - Global Commercial Payments,70.83,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072330,1,202202,Barclaycard - Global Commercial Payments,9.33,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072331,1,202202,Barclaycard - Global Commercial Payments,14.61,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072332,1,202202,Barclaycard - Global Commercial Payments,11.39,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072360,1,202202,Barclaycard - Global Commercial Payments,3.00,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072399,1,202202,Barclaycard - Global Commercial Payments,66.97,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072423,1,202202,Barclaycard - Global Commercial Payments,164.10,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072433,1,202202,Barclaycard - Global Commercial Payments,30.40,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072486,1,202202,Barclaycard - Global Commercial Payments,10.41,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072498,1,202202,Barclaycard - Global Commercial Payments,162.47,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072508,1,202202,Barclaycard - Global Commercial Payments,28.90,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072708,1,202202,Barclaycard - Global Commercial Payments,18.99,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072810,1,202202,Barclaycard - Global Commercial Payments,8.74,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200072917,1,202202,Barclaycard - Global Commercial Payments,16.66,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200073319,1,202202,Barclaycard - Global Commercial Payments,20.83,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200066669,1,202202,Barclaycard - Global Commercial Payments,9.66,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200068024,1,202202,Barclaycard - Global Commercial Payments,75.29,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070573,1,202202,Barclaycard - Global Commercial Payments,28.46,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200070992,1,202202,Barclaycard - Global Commercial Payments,13.42,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071228,1,202202,Barclaycard - Global Commercial Payments,16.58,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071567,1,202202,Barclaycard - Global Commercial Payments,13.16,2022-05-11
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071743,1,202202,Barclaycard - Global Commercial Payments,3.95,2022-05-02
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200071794,1,202202,Barclaycard - Global Commercial Payments,1.15,2022-05-02
