Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000466,4,201712,CLICK TRAVEL LTD,22,2018-03-29
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000466,5,201712,CLICK TRAVEL LTD,23.1,2018-03-29
Office of the Chief Executive,Supplies and Services,Comms & Computing,43987771,0,201712,GOSS INTERACTIVE LIMITED,1368,2018-03-07
Office of the Chief Executive,Supplies and Services,Comms & Computing,43987123,0,201712,NCC SERVICES LTD,875,2018-03-09
Office of the Chief Executive,Supplies and Services,Comms & Computing,43987124,0,201712,NCC SERVICES LTD,630,2018-03-09
Office of the Chief Executive,Supplies and Services,Comms & Computing,43991068,0,201712,GOSS INTERACTIVE LIMITED,15000,2018-03-28
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600013,214,201712,O2 (UK) LTD,10,2018-03-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600014,530,201712,O2 (UK) LTD,10,2018-03-16
Office of the Chief Executive,Supplies and Services,"Grants, Contribs & Subs",43991096,0,201712,GOSS INTERACTIVE LIMITED,900,2018-03-28
Corporate Resources,Employees,Agency Staff,60091260,6,201712,DE POEL MANAGED SERVICES LIMITED,536.86,2018-03-08
Corporate Resources,Employees,Agency Staff,60091261,28,201712,DE POEL MANAGED SERVICES LIMITED,541.74,2018-03-15
Corporate Resources,Employees,Agency Staff,60091263,0,201712,DE POEL MANAGED SERVICES LIMITED,756.49,2018-03-27
Corporate Resources,Employees,Indirect Employee Expenses,41220511,1,201712,LEXIS NEXIS UK,465,2018-03-16
Corporate Resources,Employees,Indirect Employee Expenses,43989003,0,201712,INSTITUTE OF RISK MANAGMENT,750,2018-03-28
Corporate Resources,Transport,Public Transport and Taxi Fares,148027016,5,201712,CLICK TRAVEL LTD,73.2,2018-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,148027016,6,201712,CLICK TRAVEL LTD,106.8,2018-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,9,201712,CLICK TRAVEL LTD,22.42,2018-03-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,11,201712,CLICK TRAVEL LTD,39.19,2018-03-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,39,201712,CLICK TRAVEL LTD,8.89,2018-03-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,47,201712,CLICK TRAVEL LTD,7.49,2018-03-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000442,14,201712,CLICK TRAVEL LTD,49.89,2018-03-13
Corporate Resources,Transport,Public Transport and Taxi Fares,300000442,15,201712,CLICK TRAVEL LTD,49.89,2018-03-13
Corporate Resources,Transport,Public Transport and Taxi Fares,300000465,14,201712,CLICK TRAVEL LTD,108.5,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000465,23,201712,CLICK TRAVEL LTD,108.5,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,9,201712,CLICK TRAVEL LTD,19.7,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,18,201712,CLICK TRAVEL LTD,108.5,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,19,201712,CLICK TRAVEL LTD,108.5,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,22,201712,CLICK TRAVEL LTD,11.9,2018-03-29
Corporate Resources,Supplies and Services,Comms & Computing,60600013,366,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,453,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,517,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,526,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,533,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,536,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,538,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,688,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1364,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1607,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1680,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,2089,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,442,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,452,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,461,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,470,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,473,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,476,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1218,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1418,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1717,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1761,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1776,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1983,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41221398,1,201712,UNIT4 BUSINESS SOFTWARE LTD,500,2018-03-23
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148027161,2,201712,MARSH LTD,6510.19,2018-03-26
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148027162,2,201712,MARSH LTD,6569.97,2018-03-26
Corporate Resources,Transport,Public Transport and Taxi Fares,300000463,20,201712,CLICK TRAVEL LTD,64.84,2018-03-29
Corporate Resources,Supplies and Services,Comms & Computing,60600013,444,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,446,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,447,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,448,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,451,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,489,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,953,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1121,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,130,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,441,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,444,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,445,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,447,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,448,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,455,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1619,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2036,201712,O2 (UK) LTD,11.97,2018-03-16
Corporate Resources,Third Party Payments,Third Party Payments,41221941,1,201712,NEWCASTLE CITY COUNCIL,20000,2018-03-28
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,17,201712,CLICK TRAVEL LTD,32.5,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,25,201712,CLICK TRAVEL LTD,32.6,2018-03-29
Corporate Resources,Supplies and Services,Comms & Computing,60600013,211,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1490,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1796,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1797,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,121,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1887,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2043,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2086,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1922,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1932,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1941,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1947,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1954,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1961,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1964,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1255,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1258,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1264,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1275,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1278,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1299,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1353,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000449,53,201712,CLICK TRAVEL LTD,15.34,2018-03-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000449,66,201712,CLICK TRAVEL LTD,11.64,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,41220060,1,201712,QUICKTHINK CLOUD LIMITED,1296.36,2018-03-09
Corporate Resources,Transport,Public Transport and Taxi Fares,300000465,9,201712,CLICK TRAVEL LTD,153,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000465,10,201712,CLICK TRAVEL LTD,54,2018-03-29
Corporate Resources,Supplies and Services,Comms & Computing,60600013,353,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1895,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,148027010,7,201712,ROYAL MAIL,1439.51,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027060,7,201712,ROYAL MAIL,630.92,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027096,7,201712,ROYAL MAIL,994.03,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027229,7,201712,ROYAL MAIL,1538.97,2018-03-28
Corporate Resources,Supplies and Services,Comms & Computing,41220491,1,201712,VIRGIN MEDIA PAYMENTS LTD,638.18,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1791,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1805,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1815,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1816,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1824,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,642,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,644,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,660,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,672,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,699,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Advertising,43989831,0,201712,TRINITY MIRROR PUBLISHING LTD,813.75,2018-03-22
Corporate Resources,Third Party Payments,Third Party Payments,41221324,1,201712,CALLCREDIT PLC,3250,2018-03-27
Corporate Resources,Third Party Payments,Third Party Payments,147040029,1,201712,CALLCREDIT PLC,880,2018-03-27
Corporate Resources,Supplies and Services,Comms & Computing,60600013,791,201712,O2 (UK) LTD,4.5,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1090,201712,O2 (UK) LTD,4.5,2018-03-16
Corporate Resources,Employees,Indirect Employee Expenses,148027172,1,201712,TYNE & WEAR PENSION FUND,53170,2018-03-26
Corporate Resources,Employees,Indirect Employee Expenses,148027239,1,201712,TYNE & WEAR PENSION FUND,27134,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000466,16,201712,CLICK TRAVEL LTD,14.7,2018-03-29
Corporate Resources,Supplies and Services,Comms & Computing,148027010,1,201712,ROYAL MAIL,145.36,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027010,2,201712,ROYAL MAIL,560.54,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027060,1,201712,ROYAL MAIL,104.59,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027060,2,201712,ROYAL MAIL,883.62,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027096,1,201712,ROYAL MAIL,536.58,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027096,2,201712,ROYAL MAIL,686.91,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027229,1,201712,ROYAL MAIL,62.72,2018-03-28
Corporate Resources,Supplies and Services,Comms & Computing,148027229,2,201712,ROYAL MAIL,917.17,2018-03-28
Corporate Resources,Supplies and Services,Comms & Computing,60600013,790,201712,O2 (UK) LTD,0.03,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1153,201712,O2 (UK) LTD,1.14,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1370,201712,O2 (UK) LTD,0.39,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1508,201712,O2 (UK) LTD,0.75,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1608,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1613,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1617,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1619,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1711,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1735,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1761,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1848,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1884,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1889,201712,O2 (UK) LTD,0.63,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,2079,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,2105,201712,O2 (UK) LTD,0.23,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,2130,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,634,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,639,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,640,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,646,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,647,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,648,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,690,201712,O2 (UK) LTD,0.41,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,886,201712,O2 (UK) LTD,0.95,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,906,201712,O2 (UK) LTD,0.25,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1165,201712,O2 (UK) LTD,0.11,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1527,201712,O2 (UK) LTD,0.8,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2126,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2129,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2137,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2151,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",43987478,0,201712,HBINFO LTD,765,2018-03-06
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41219774,1,201712,TEAM NETSOL,10493,2018-03-06
Corporate Resources,Third Party Payments,Third Party Payments,41217435,1,201712,CITIZENS ADVICE GATESHEAD,120000,2018-03-05
Corporate Resources,Employees,Indirect Employee Expenses,148027069,1,201712,TYNE & WEAR PENSION FUND,50429,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1321,201712,O2 (UK) LTD,1.08,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1378,201712,O2 (UK) LTD,4.78,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1510,201712,O2 (UK) LTD,1.26,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,907,201712,O2 (UK) LTD,1.25,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,912,201712,O2 (UK) LTD,0.39,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,2006,201712,O2 (UK) LTD,0.85,2018-03-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000449,51,201712,CLICK TRAVEL LTD,7.08,2018-03-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000449,52,201712,CLICK TRAVEL LTD,9.68,2018-03-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000449,55,201712,CLICK TRAVEL LTD,9.68,2018-03-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000449,56,201712,CLICK TRAVEL LTD,7.08,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600013,48,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1138,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41221102,1,201712,SERVELEC SYNERGY LIMITED,2374,2018-03-21
Corporate Resources,Employees,Indirect Employee Expenses,43986568,0,201712,LOCAL GOVERNMENT ASSOC.,428,2018-03-06
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,43,201712,CLICK TRAVEL LTD,309.06,2018-03-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000465,19,201712,CLICK TRAVEL LTD,153,2018-03-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300000465,20,201712,CLICK TRAVEL LTD,153,2018-03-29
Corporate Resources,Supplies and Services,Comms & Computing,148027010,6,201712,ROYAL MAIL,65.75,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027060,6,201712,ROYAL MAIL,15.19,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027096,6,201712,ROYAL MAIL,44.05,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027229,6,201712,ROYAL MAIL,57.81,2018-03-28
Corporate Resources,Transport,Public Transport and Taxi Fares,148027015,3,201712,CLICK TRAVEL LTD,288.6,2018-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,148027016,4,201712,CLICK TRAVEL LTD,93.7,2018-03-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,2,201712,CLICK TRAVEL LTD,109.58,2018-03-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000419,30,201712,CLICK TRAVEL LTD,109.58,2018-03-01
Corporate Resources,Supplies and Services,Comms & Computing,148027010,3,201712,ROYAL MAIL,145.9,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027010,4,201712,ROYAL MAIL,164.09,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027060,3,201712,ROYAL MAIL,115.91,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027060,4,201712,ROYAL MAIL,153.73,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027096,3,201712,ROYAL MAIL,177.44,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027096,4,201712,ROYAL MAIL,281.58,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027229,3,201712,ROYAL MAIL,202.24,2018-03-28
Corporate Resources,Supplies and Services,Comms & Computing,148027229,4,201712,ROYAL MAIL,251.12,2018-03-28
Corporate Resources,Supplies and Services,Comms & Computing,60600013,1678,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,60600014,1423,201712,O2 (UK) LTD,10,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,43987289,0,201712,BOTTOMLINE TECHNOLOGIES,1100,2018-03-16
Corporate Resources,Supplies and Services,Comms & Computing,148027010,5,201712,ROYAL MAIL,19.53,2018-03-08
Corporate Resources,Supplies and Services,Comms & Computing,148027060,5,201712,ROYAL MAIL,12.4,2018-03-15
Corporate Resources,Supplies and Services,Comms & Computing,148027096,5,201712,ROYAL MAIL,21.39,2018-03-20
Corporate Resources,Supplies and Services,Comms & Computing,148027229,5,201712,ROYAL MAIL,23.3,2018-03-28
