Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,Comms & Computing,148031848,7,201903,ROYAL MAIL,216.92,2019-06-27
Corporate Resources,Supplies and Services,Comms & Computing,41252738,1,201903,CRITIQOM,1345.33,2019-06-11
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1183,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1206,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1208,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1212,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1213,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44034504,8,201903,CIPFA BUSINESS LIMITED,1870.74,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,41252617,1,201903,PITNEY BOWES SOFTWARE EUROPE LTD,679.83,2019-06-07
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1139,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,148031647,1,201903,ROYAL MAIL,90.04,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031647,2,201903,ROYAL MAIL,187.03,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,1,201903,ROYAL MAIL,471.32,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,2,201903,ROYAL MAIL,163.30,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031802,1,201903,ROYAL MAIL,86.94,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031802,2,201903,ROYAL MAIL,220.76,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031848,1,201903,ROYAL MAIL,222.89,2019-06-27
Corporate Resources,Supplies and Services,Comms & Computing,148031848,2,201903,ROYAL MAIL,220.33,2019-06-27
Corporate Resources,Supplies and Services,Comms & Computing,60600029,440,201903,O2 (UK) LTD,0.30,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1153,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1154,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1155,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1156,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1158,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1162,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1300,201903,O2 (UK) LTD,0.22,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1824,201903,O2 (UK) LTD,0.06,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2034,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2037,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2040,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2041,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2202,201903,O2 (UK) LTD,0.23,2019-06-20
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44034504,9,201903,CIPFA BUSINESS LIMITED,1870.74,2019-06-20
Corporate Resources,Third Party Payments,Third Party Payments,41253451,1,201903,CITIZENS ADVICE GATESHEAD,120000.00,2019-06-26
Corporate Resources,Third Party Payments,Third Party Payments,147044616,1,201903,REDACTED - Personal Information,2000.00,2019-06-11
Corporate Resources,Third Party Payments,Third Party Payments,147044617,1,201903,REDACTED - Personal Information,2000.00,2019-06-11
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1121,201903,O2 (UK) LTD,0.17,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1821,201903,O2 (UK) LTD,0.29,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,217,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41252702,1,201903,PREPAID FINANCIAL SERVICES LTD,3432.73,2019-06-10
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41252702,2,201903,PREPAID FINANCIAL SERVICES LTD,1459.46,2019-06-10
Corporate Resources,Transport,Public Transport and Taxi Fares,300001141,5,201903,CLICK TRAVEL LTD,56.50,2019-06-17
Corporate Resources,Transport,Public Transport and Taxi Fares,300001141,29,201903,CLICK TRAVEL LTD,160.00,2019-06-17
Corporate Resources,Supplies and Services,Comms & Computing,148031735,1,201903,MHR INTERNATIONAL UK LTD,509.50,2019-06-14
Corporate Resources,Supplies and Services,Comms & Computing,148031647,6,201903,ROYAL MAIL,84.97,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,6,201903,ROYAL MAIL,242.92,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031802,6,201903,ROYAL MAIL,20.50,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031848,6,201903,ROYAL MAIL,130.24,2019-06-27
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44041647,4,201903,CIPFA BUSINESS LIMITED,770.00,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031647,3,201903,ROYAL MAIL,160.99,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031647,4,201903,ROYAL MAIL,416.32,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,3,201903,ROYAL MAIL,130.83,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,4,201903,ROYAL MAIL,133.57,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031802,3,201903,ROYAL MAIL,175.50,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031802,4,201903,ROYAL MAIL,410.77,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031848,3,201903,ROYAL MAIL,190.44,2019-06-27
Corporate Resources,Supplies and Services,Comms & Computing,148031848,4,201903,ROYAL MAIL,370.21,2019-06-27
Corporate Resources,Supplies and Services,Comms & Computing,60600029,685,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1173,201903,O2 (UK) LTD,8.40,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1747,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44041647,3,201903,CIPFA BUSINESS LIMITED,1540.00,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031647,5,201903,ROYAL MAIL,20.50,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,5,201903,ROYAL MAIL,20.75,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031802,5,201903,ROYAL MAIL,29.04,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031848,5,201903,ROYAL MAIL,24.77,2019-06-27
Corporate Resources,Employees,Indirect Employee Expenses,44040274,0,201903,TES GLOBAL LIMITED,999.00,2019-06-11
Corporate Resources,Supplies and Services,Comms & Computing,44037699,0,201903,AUTOCLOCK SYSTEMS LTD,9595.00,2019-06-13
Corporate Resources,Supplies and Services,Comms & Computing,148031647,8,201903,ROYAL MAIL,2.53,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031648,8,201903,ROYAL MAIL,8.97,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,148031802,8,201903,ROYAL MAIL,9.16,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,148031848,8,201903,ROYAL MAIL,49.78,2019-06-27
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2012,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300001152,16,201903,CLICK TRAVEL LTD,48.50,2019-06-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001152,27,201903,CLICK TRAVEL LTD,48.50,2019-06-25
Corporate Resources,Supplies and Services,Comms & Computing,41252699,1,201903,VIRGIN MEDIA LTD,1038.98,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,41252700,1,201903,VIRGIN MEDIA LTD,2597.45,2019-06-10
Corporate Resources,Supplies and Services,Comms & Computing,44039577,0,201903,INSIGHT DIRECT UK LTD,8974.56,2019-06-05
Corporate Resources,Supplies and Services,Comms & Computing,44039603,0,201903,INSIGHT DIRECT UK LTD,1111.40,2019-06-05
Corporate Resources,Supplies and Services,Comms & Computing,44041642,0,201903,TRUSTMARQUE SOLUTIONS LTD,1939.97,2019-06-24
Corporate Resources,Supplies and Services,Comms & Computing,41253668,1,201903,VIRGIN MEDIA PAYMENTS LTD,766.87,2019-06-19
Corporate Resources,Supplies and Services,Comms & Computing,60600029,289,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,342,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,383,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,393,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,408,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,409,201903,O2 (UK) LTD,1.50,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,434,201903,O2 (UK) LTD,1.71,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,442,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,445,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,447,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,451,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,454,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,466,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,782,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,840,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,847,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,849,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,947,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1021,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1112,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1268,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1339,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1499,201903,O2 (UK) LTD,0.02,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1627,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1630,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1641,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1775,201903,O2 (UK) LTD,0.08,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1781,201903,O2 (UK) LTD,0.03,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1782,201903,O2 (UK) LTD,0.11,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1840,201903,O2 (UK) LTD,1.50,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1851,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1855,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1912,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1913,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1915,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1919,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,1957,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2108,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2301,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2306,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2329,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2335,201903,O2 (UK) LTD,1.50,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2339,201903,O2 (UK) LTD,1.50,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,44039722,0,201903,PHOENIX SOFTWARE LTD,1063.68,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,60600029,523,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,60600029,2274,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Resources,Supplies and Services,Comms & Computing,44039571,0,201903,GETECH LTD,800.00,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,44041002,0,201903,PCM TECHNOLOGY SOLUTIONS UK LTD,1004.99,2019-06-17
Corporate Resources,Supplies and Services,Comms & Computing,44041570,0,201903,DELL BANK INTERNATIONAL LTD,4972.88,2019-06-21
Corporate Resources,Supplies and Services,Comms & Computing,148031706,1,201903,DELL COMPUTER CORPORATION LTD,4900.00,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,148031707,1,201903,DELL COMPUTER CORPORATION LTD,4900.00,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,148031708,1,201903,DELL COMPUTER CORPORATION LTD,4900.00,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,148031709,1,201903,DELL COMPUTER CORPORATION LTD,4900.00,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,148031710,1,201903,DELL COMPUTER CORPORATION LTD,4900.00,2019-06-12
Corporate Resources,Supplies and Services,Comms & Computing,148031711,1,201903,DELL COMPUTER CORPORATION LTD,4900.00,2019-06-12
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41252211,1,201903,CANON (UK) LTD,40076.61,2019-06-04
Corporate Resources,Supplies and Services,Comms & Computing,41252291,1,201903,VIRGIN MEDIA BUSINESS,417.94,2019-06-05
Corporate Resources,Supplies and Services,Comms & Computing,41253659,1,201903,VIRGIN MEDIA BUSINESS,4209.16,2019-06-19
Corporate Resources,Supplies and Services,Comms & Computing,147044715,1,201903,VIRGIN MEDIA PAYMENTS LTD,555.02,2019-06-19
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41252291,2,201903,VIRGIN MEDIA BUSINESS,80.00,2019-06-05
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1792,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,44039878,0,201903,LOCAL GOVERNMENT ASSOC.,428.00,2019-06-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,810,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,970,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,971,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,972,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,974,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,978,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,987,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,991,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1000,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1003,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1004,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1005,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1007,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1209,201903,O2 (UK) LTD,1.13,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,1210,201903,O2 (UK) LTD,1.47,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2031,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2043,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2045,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2052,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2053,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2056,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2057,201903,O2 (UK) LTD,10.00,2019-06-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600029,2059,201903,O2 (UK) LTD,10.00,2019-06-20
