Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-08,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3084093,2257,Equipment
2016-08,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3084095,13859,Equipment
2016-08,Economic Growth,Regulatory Services,GUARDIAN ELECTRICAL COMPLIANCE LIMITED,3082282,1092.5,Cyclical - Electrical Installation Test
2016-08,Economic Growth,Regulatory Services,HMCTS,3086439,2000,Other Supplies & Services
2016-08,Economic Growth,Regulatory Services,HP GROUNDWORKS,3086098,4250,Carriageway Works
2016-08,Economic Growth,Regulatory Services,HP GROUNDWORKS,3086099,4250,Carriageway Works
2016-08,Economic Growth,Regulatory Services,MIDDLESBROUGH BOROUGH COUNCIL,3084467,2201,Professional Fees & Consultancy
2016-08,Economic Growth,Regulatory Services,NE SECURITY LTD,3072259,1050.38,Security Services
2016-08,Economic Growth,Regulatory Services,NE SECURITY LTD,3072259,1303.92,Security Services
2016-08,Economic Growth,Regulatory Services,NE SECURITY LTD,3072259,1014.16,Security Services
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1270.92,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,864.08,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3450.17,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1422.71,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,2170.79,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3093.06,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,4144.38,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1401.59,Water Charges
2016-08,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3522.64,Water Charges
2016-08,Economic Growth,Regulatory Services,NPOWER,0,700,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1807.27,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1147.21,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,869.64,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,2750.05,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1023.61,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,918.62,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1584.67,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,13713.63,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,538.84,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,19462.64,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,830.12,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1044.04,Electricity
2016-08,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,609.83,Electricity
2016-08,Economic Growth,Regulatory Services,NSL LIMITED,3085996,3217.08,Security Services
2016-08,Economic Growth,Regulatory Services,NSL LIMITED,3083412,3246.96,Security Services
2016-08,Economic Growth,Regulatory Services,PARKEON,3082996,5544,Equipment R&M
2016-08,Economic Growth,Regulatory Services,PATROL,3085645,1310.65,Other Supplies & Services
2016-08,Economic Growth,Regulatory Services,PAY BY PHONE,3086028,943.25,Ict Software Support & Maintenance
2016-08,Economic Growth,Regulatory Services,PAY BY PHONE,3079576,904.12,Ict Software Support & Maintenance
2016-08,Economic Growth,Regulatory Services,PORTABLE APPLIANCE SAFETY SERVICES,3084621,598,Course & Training Fees(Exempt Vat)
2016-08,Economic Growth,Regulatory Services,POWERGEN   (ELECTRICITY ACCOUNTS),0,3819.41,Electricity
2016-08,Economic Growth,Regulatory Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,3076849,789,Repairs - Building Fabric
2016-08,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3086148,1120,Pest Control
2016-08,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3085688,600,Pest Control
2016-08,Economic Growth,Regulatory Services,TAMESIDE M.B.C.,3086110,1000,Other Supplies & Services
2016-08,Economic Growth,Regulatory Services,WATER SYSTEMS 4 U,3085465,520.63,Water Coolers
2016-08,Economic Growth,Regulatory Services,WPS UNITED KINGDOM LTD,3082643,6964,Equipment R&M
2016-08,Economic Growth,Regulatory Services,YESSS ELECTRICAL,3084987,1548.95,Repairs - Emergency Lighting
2016-08,Economic Growth,Transport & Capital Projects,ACCESS HIRE NATIONWIDE LTD,3083791,538.57,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,ACCESS HIRE NATIONWIDE LTD,3083791,1306.43,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,1112.64,Materials
2016-08,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,741.76,Materials
2016-08,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3085849,580,Materials
2016-08,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,578.25,Materials
2016-08,Economic Growth,Transport & Capital Projects,ALAN WADKINS LTD,3084479,2319.5,Equipment
2016-08,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3081946,5049,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3081946,9757,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,AUGEAN PLC,3084998,2000.6,Waste Management
2016-08,Economic Growth,Transport & Capital Projects,BAKER MALLETT LLP,3085632,526.75,Consultancy Fees
2016-08,Economic Growth,Transport & Capital Projects,BAKER MALLETT LLP,3084484,666.5,Consultancy Fees
2016-08,Economic Growth,Transport & Capital Projects,BAKER MALLETT LLP,3084485,913.75,Consultancy Fees
2016-08,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,3400,Professional Fees & Consultancy
2016-08,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,3400,Professional Fees & Consultancy
2016-08,Economic Growth,Transport & Capital Projects,BLUMILK,3084427,855,Marketing & Advertising
2016-08,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,804,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,2371.5,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,1630.5,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,DARLINGTON SCAFFOLDING LTD,3084459,588,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,660.12,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,610,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,547.5,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,547.5,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,941.02,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.6,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,661.39,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,DIVA CREATIVE LIMITED,3084788,9063,Marketing & Advertising
2016-08,Economic Growth,Transport & Capital Projects,DURHAM TEES VALLEY TRAINING SERVICES,3085139,6300,Employee Training Course Costs
2016-08,Economic Growth,Transport & Capital Projects,GROUNDFORCE VP PLC,3079386,3378.4,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,GROUNDFORCE VP PLC,3084873,849.7,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,GROUNDFORCE VP PLC,3084255,1162.77,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,GROUNDWORK NORTH EAST,3085199,3510,Professional Fees & Consultancy
2016-08,Economic Growth,Transport & Capital Projects,HALL CONSTRUCTION SERVICES,3078785,36774.2,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,6860.07,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,6710.86,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3084736,1018.08,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3084736,982.73,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3084736,966.33,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3084736,1013.56,Agency Staff Costs - Non Teaching
2016-08,Economic Growth,Transport & Capital Projects,JEWSON LTD,3084708,668.07,Materials
2016-08,Economic Growth,Transport & Capital Projects,JEWSON LTD,3085771,573.71,Materials
2016-08,Economic Growth,Transport & Capital Projects,JH PARTNERS,3085213,1820,Consultancy Fees
2016-08,Economic Growth,Transport & Capital Projects,JOINT LINE LIMITED,3085347,2568.28,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,JOINT LINE LIMITED,3083815,1930.19,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,LANDSCAPE SOLUTIONS (NORTH EAST) LTD,3085001,9981.68,Ground Maintenance
2016-08,Economic Growth,Transport & Capital Projects,LAPWING,3084889,6510.4,Materials
2016-08,Economic Growth,Transport & Capital Projects,LOVE TO RIDE,3084563,4896,Professional Fees & Consultancy
2016-08,Economic Growth,Transport & Capital Projects,LOVE TO RIDE,3084563,8760,Professional Fees & Consultancy
2016-08,Economic Growth,Transport & Capital Projects,LOVE TO RIDE,3084563,8760,Professional Fees & Consultancy
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,7989.8,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082859,2625.39,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,40250.87,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082859,5054.71,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082859,1693.8,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3083319,4340.82,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,768.25,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,35493.15,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,3587.27,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3081701,1413.96,Materials
2016-08,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082860,2929.08,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080403,3450,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080403,4400,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080633,21342.2,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080403,8280,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3084099,856.98,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080403,2200,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3084657,582.06,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080403,23720,Materials
2016-08,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3080403,1034,Materials
2016-08,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,2890,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,572,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,550,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,704,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,572,Plant Hire
2016-08,Economic Growth,Transport & Capital Projects,MILES MACADAM LTD,3084659,19297.77,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084892,1842.14,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3085497,1163.9,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3085497,897.14,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,799,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084809,1848.55,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084892,4333.89,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084892,3241.2,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084177,827.16,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084343,901.14,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084891,510.6,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3079134,546,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3078789,15490.5,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3085497,766.29,Materials
2016-08,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084979,6833.7,Materials
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085485,4252.78,Traffic Management
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085485,1281,Traffic Management
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085677,3741.35,Signage
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085677,915,Signage
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085677,4073.16,Signage
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085677,1031,Signage
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083884,821.34,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3077021,2546.27,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3077021,725,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083884,7569.43,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083884,551,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083480,1398.55,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083480,742,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083884,2889.37,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083884,574,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3084462,3848.44,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3084462,1181,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,MULTIHOG UK LTD,3085468,597.25,Materials
2016-08,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085934,1186.19,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3079534,564.33,Traffic Management
2016-08,Economic Growth,Transport & Capital Projects,NORTHUMBRIAN WATER,0,638.86,Water Charges
2016-08,Economic Growth,Transport & Capital Projects,NPOWER,0,4230.32,Electricity
2016-08,Economic Growth,Transport & Capital Projects,NPOWER,0,1400,Electricity
2016-08,Economic Growth,Transport & Capital Projects,NPOWER,0,42498.5,Electricity
2016-08,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,1987.76,Electricity
2016-08,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,1047.44,Electricity
2016-08,Economic Growth,Transport & Capital Projects,OWEN PUGH DRAIN SERVICES,3084653,520,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1536.42,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,696.05,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,5798.8,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1602.64,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,2580.41,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,2385.27,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,3212.6,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3084182,4800,Direct Charges - Contractors
2016-08,Economic Growth,Transport & Capital Projects,S & I STRUCTURES,3085276,972,Materials
2016-08,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3084323,903.1,Materials
2016-08,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3084895,701.18,Materials
2016-08,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3085122,624.32,Materials
2016-08,Economic Growth,Transport & Capital Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3085206,9050,Marketing & Advertising
2016-08,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3086082,1671.12,Consultancy Fees
2016-08,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3086081,1095,Consultancy Fees
2016-08,Economic Growth,Transport & Capital Projects,SPEEDY ASSET SERVICES LIMITED (SPEEDY),3084156,2887.5,Equipment
2016-08,Economic Growth,Transport & Capital Projects,SYMOLOGY LTD,3082872,923.62,Statutory Testing
