Body,Organisation Name,Date,Internal Ref Number,Invoice Number,Net Amount,Irrecoverable VAT,Supplier(Beneficiary) Name,Supplier Registered Company Number,Supplier Registered Charity Number,Supplier ID,VAT Registration Number,Expense Area,Procurement Classification: Council's Procurement Category Name,Expense Code,BVACOP,Proclass,Extended Description,Source,Subsource,Definition,Purpose of Spend (Summary),Voluntary Community and Social Enterprise Supplier
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140707,A1ZIGDEC21,220.00,N/A,A1 Ziggys Ltd,,,S380535,,Economy and Environment (obsolete)-Transport Services,Contract Hire And Operating Leases,787032090001,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140704,A1ZIGDEC21,600.00,N/A,A1 Ziggys Ltd,,,S380535,,Economy and Environment (obsolete)-Transport Services,Contract Hire And Operating Leases,787032090001,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140705,A1ZIGDEC21,338.00,N/A,A1 Ziggys Ltd,,,S380535,,Economy and Environment (obsolete)-Transport Services,Contract Hire And Operating Leases,787032090001,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140706,A1ZIGDEC21,806.00,N/A,A1 Ziggys Ltd,,,S380535,,Economy and Environment (obsolete)-Transport Services,Contract Hire And Operating Leases,787032080001,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-17,31127868,15439-16231,279.00,N/A,AAT GB Limited,,,S373474,,Adult Services and Wellbeing-Adult Health & Social Care,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,466720C0,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-17,31127869,15439-16231,279.00,N/A,AAT GB Limited,,,S373474,,Communities & Service Support (obsolete)-Museums & Arts,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,125220C0,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-28,31149125,15855-17014,499.00,N/A,AAT GB Limited,,,S373474,,Adult Services and Wellbeing-Adult Health & Social Care,Repairs Alterations And Maintenance Of Buildings Fixed Plant And Grounds,466720A0,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-19,31136032,28479795,39319.50,N/A,AECOM,,,S211979,,Economy and Environment (obsolete)-Highways & Engineering Services - Capital,Consultant Fees,57012A72,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-19,31136030,111360,1985.00,N/A,AHR Architects Ltd,,,S108214,,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Services,54364411,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-20,31137353,111359,2000.00,N/A,AHR Architects Ltd,,,S108214,,Children and Young People (obsolete)-Education - Capital,Other Fees,23BN0290,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31141046,111379,1795.00,N/A,AHR Building Consultancy Limited,,,S26051,,Economy and Environment (obsolete)-Regeneration - Capital,Construction & Conversion,17OA0520,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-27,31147505,111134,13539.50,N/A,AHR Building Consultancy Limited,,,S26051,,Economy and Environment (obsolete)-Regeneration - Capital,Architects fees,17730260,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-11,31106339,3317,1282.50,N/A,ALS Support,,,S91184,,Adult Services and Wellbeing-Adult Health & Social Care,Voluntary Associations,46445401,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-11,31106341,3328,1501.47,N/A,ALS Support,,,S91184,,Adult Services and Wellbeing-Adult Health & Social Care,Voluntary Associations,46445401,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-11,31106340,3329,1031.13,N/A,ALS Support,,,S91184,,Adult Services and Wellbeing-Adult Health & Social Care,Voluntary Associations,46445401,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-31,31151974,PAY6555,15.00,N/A,ASC Software Ltd,,,S337779,,Economy and Environment (obsolete)-Transport Services,Equipment Furniture And Materials,78544020,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-31,31151973,PAY6555,26438.40,N/A,ASC Software Ltd,,,S337779,,Economy and Environment (obsolete)-Transport Services,Equipment Furniture And Materials,78544020,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-04,31084664,302542,83384.36,N/A,AWM Ltd,,,S183100,,Economy and Environment (obsolete)-Environmental Services,Private Contractors,E2355564,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-25,31142487,307320,82404.87,N/A,AWM Ltd,,,S183100,,Economy and Environment (obsolete)-Environmental Services,Private Contractors,E2355564,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-26,31145131,308149,114832.11,N/A,AWM Ltd,,,S183100,,Economy and Environment (obsolete)-Environmental Services,Private Contractors,E2355564,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-21,31138145,90147446,1599.55,N/A,Abacus Lighting Ltd,8494722,,S114795,,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,Equipment Furniture And Materials,92604006,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-25,31142499,90147551,1754.55,N/A,Abacus Lighting Ltd,8494722,,S114795,,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,Equipment Furniture And Materials,92554006,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107751,CAFM928,53009.98,N/A,About The Build Ltd,,,S383228,,Economy and Environment (obsolete)-Regeneration - Capital,Construction & Conversion,17000020,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-11,31106353,120915,1664.38,N/A,Access Uk Ltd,,,S384955,,Adult Services and Wellbeing-Integrated commissioning - children's,Grants And Subscriptions,42004700,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-06,31088790,451021,2774.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-06,31088792,451608,2210.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-06,31088796,451782,1985.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-06,31088788,452392,1550.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-06,31088794,452455,2360.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107743,450296,9675.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107745,450296,2150.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107744,450296,8600.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-19,31135561,453641,1315.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-19,31135560,453641,11825.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-21,31138204,453732,860.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-21,31138202,453735,860.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-26,31145155,451885,500.00,N/A,Accora Ltd,,,S224849,,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88414090,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-07,31090031,B-32516,1350.00,N/A,Acorn Analytical Services Ltd,,,S206342,,Economy and Environment (obsolete)-Housing Services - Capital,Other Fees,53DC0190,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107825,B-33512/3,10800.00,N/A,Acorn Analytical Services Ltd,,,S206342,,Children and Young People (obsolete)-Education - Capital,Consultant Fees,23NM1372,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31141004,62906,6171.60,N/A,Acorn Care & Education Sales Ledger re Belmont Sch,,,S368,,Children and Young People's Services-Schools and Children's Services - Non-School,Private Contractors,68065510,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31141005,62910,12160.37,N/A,Acorn Care & Education Sales Ledger re Belmont Sch,,,S368,,Children and Young People's Services-Schools and Children's Services - Non-School,Private Contractors,68065510,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31141006,62929,12160.37,N/A,Acorn Care & Education Sales Ledger re Belmont Sch,,,S368,,Children and Young People's Services-Schools and Children's Services - Non-School,Private Contractors,68065510,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-06,31088732,5826,1360.37,N/A,Active Social Care Ltd,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705556,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-07,31089959,04363,540.28,N/A,Active Social Care Ltd,,,S50143,,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Other Committees Of The Council,60655010,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107854,4248,748.00,N/A,Active Social Care Ltd,,,S50143,,Children and Young People's Services-Childrens Care Services,Miscellaneous Expenses,72334855,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-12,31107855,4302,699.03,N/A,Active Social Care Ltd,,,S50143,,Children and Young People's Services-Childrens Care Services,Miscellaneous Expenses,72334855,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140822,5837,1360.37,N/A,Active Social Care Ltd,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705556,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140820,5849,1360.37,N/A,Active Social Care Ltd,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705556,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-24,31140821,5866,1360.37,N/A,Active Social Care Ltd,,,S50143,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88705556,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-01-26,31145090,04567,540.28,N/A,Active Social Care Ltd,,,S50143,,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Other Committees Of The Council,60655010,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
