Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
28-Feb-2017,7003136,6.67,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,2.81,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,7.80,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,99.98,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,14.77,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,15.82,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,3.32,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,18.32,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,121.52,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,30.87,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,34.12,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,10.82,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,EDUC SUPP
28-Feb-2017,7003136,54.98,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,11.07,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,22.37,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,57.22,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,231.66,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,2.81,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,3.75,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,9.16,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,8.99,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,44.91,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,-29.83,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,75.62,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,4.15,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,21.65,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,41.68,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,10.07,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,89.80,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,3.46,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,5.22,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,17.15,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,9.75,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,55.58,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,49.20,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,8.25,AMAZON SVCS EU-UK,375398,Housing Revenue Account,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,15.82,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,14.98,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,135.02,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,1.50,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,10.73,AMAZON SVCS EU-UK,375398,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,17.28,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,9.79,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,28.06,AMAZON SVCS EU-UK,375398,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,93.06,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,75.75,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003136,5.27,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,5.13,AMAZON SVCS EU-UK,375398,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,EDUC SUPP
28-Feb-2017,7003136,22.50,AMAZON SVCS EU-UK,375398,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,EDUC SUPP
28-Feb-2017,7003137,15.00,KAPITEX HEALTHCARE LTD,283967,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,SOCIAL SUPP
28-Feb-2017,7003138,49.99,ARGOS,253446,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003138,166.66,ARGOS,253446,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,10.HOUSEHOLD
28-Feb-2017,7003138,1.65,ARGOS,253446,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,10.HOUSEHOLD
28-Feb-2017,7003138,33.32,ARGOS,253446,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003138,15.03,ARGOS,253446,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,10.HOUSEHOLD
28-Feb-2017,7003138,108.32,ARGOS,253446,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,10.HOUSEHOLD
28-Feb-2017,7003139,4.99,WICKES LTD,366831,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003139,48.12,WICKES LTD,366831,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003139,23.97,WICKES LTD,366831,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003139,6.00,WICKES LTD,366831,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003140,1.43,BOUNDARY MILL STORE,380590,Law & Governance,Central Services,102,Supplies and Services,504,Expenses,5030,Revenue,10.HOUSEHOLD
28-Feb-2017,7003141,59.95,THE HEADSET COMPANY UK LTD,353642,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,15.CONSUMABLES
28-Feb-2017,7003142,62.47,TRAINLINE.COM LTD,378856,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Expenses,5030,Revenue,18.TRAVEL
28-Feb-2017,7003142,127.25,TRAINLINE.COM LTD,378856,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Expenses,5030,Revenue,18.TRAVEL
28-Feb-2017,7003142,251.13,TRAINLINE.COM LTD,378856,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Expenses,5030,Revenue,18.TRAVEL
28-Feb-2017,7003142,299.37,TRAINLINE.COM LTD,378856,Chief Executive Office,Central Services,102,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,18.TRAVEL
28-Feb-2017,7003143,75.83,TRAVELODGE,345558,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,16.EVENTS & PROMOTIONS
28-Feb-2017,7003143,35.83,TRAVELODGE,345558,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Expenses,5030,Revenue,16.EVENTS & PROMOTIONS
28-Feb-2017,7003143,56.67,TRAVELODGE,345558,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,16.EVENTS & PROMOTIONS
28-Feb-2017,7003143,44.17,TRAVELODGE,345558,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,16.EVENTS & PROMOTIONS
28-Feb-2017,7003143,95.00,TRAVELODGE,345558,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,16.EVENTS & PROMOTIONS
28-Feb-2017,7003143,42.50,TRAVELODGE,345558,"Environment, Housing & Leisure",Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,16.EVENTS & PROMOTIONS
28-Feb-2017,7003144,23.31,ARCO LIMITED,322667,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
28-Feb-2017,7003145,26.65,TRADE UK T/A SCREWFIX DIRECT,316725,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003145,101.18,TRADE UK T/A SCREWFIX DIRECT,316725,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003145,15.31,TRADE UK T/A SCREWFIX DIRECT,316725,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003145,23.59,TRADE UK T/A SCREWFIX DIRECT,316725,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003145,53.97,TRADE UK T/A SCREWFIX DIRECT,316725,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003146,25.67,ASDA STORES LIMITED,306530,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,5.83,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,0.57,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,8.09,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,8.75,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,3.33,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,30.36,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,6.52,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,17.96,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,6.08,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,13.87,ASDA STORES LIMITED,306530,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,11.85,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,6.04,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,9.28,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,5.26,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,1.67,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,2.97,ASDA STORES LIMITED,306530,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003146,28.18,ASDA STORES LIMITED,306530,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003147,70.82,CLEARANCE BARGAINS,381945,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
28-Feb-2017,7003148,31.67,SAINSBURY'S SUPERMARKET LIMITED,334326,Law & Governance,Central Services,102,Supplies and Services,504,Expenses,5030,Revenue,03.GROCERIES & PROVISIONS
28-Feb-2017,7003149,9.26,B & Q (205037),205037,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003149,88.33,B & Q (205037),205037,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003149,71.97,B & Q (205037),205037,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Premises-Related Expenditure,502,"Repairs, alterations and maintenance of buildings",5005,Revenue,BUILD GEN
28-Feb-2017,7003149,23.85,B & Q (205037),205037,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003149,62.37,B & Q (205037),205037,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,BUILD GEN
28-Feb-2017,7003150,149.98,NISBETS PLC,102732,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
28-Feb-2017,7003150,476.82,NISBETS PLC,102732,"Environment, Housing & Leisure",Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
28-Feb-2017,7003151,121.25,TV LICENSING,014515,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,SUBSTV
28-Feb-2017,7003151,145.50,TV LICENSING,014515,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,SUBSTV
28-Feb-2017,7003152,1327.60,CITY ELECTRICAL FACTORS LTD,003739,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
28-Feb-2017,7003152,153.34,CITY ELECTRICAL FACTORS LTD,003739,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
28-Feb-2017,7003152,663.80,CITY ELECTRICAL FACTORS LTD,003739,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
28-Feb-2017,7003152,-1327.60,CITY ELECTRICAL FACTORS LTD,003739,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
28-Feb-2017,7003152,-663.80,CITY ELECTRICAL FACTORS LTD,003739,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
28-Feb-2017,7003153,233.78,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,05.CLEANING MATERIALS
28-Feb-2017,7003153,9.32,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,05.CLEANING MATERIALS
