Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-09,9526.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-08,2047.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-01-14,9526.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-01-14,14121.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-01-14,22753.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-04,35617.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-03,14121.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-03,9526.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-03,65651.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-03,2047.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-03,71667.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-04,14121.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-02-02,22753.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,22753.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,2047.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,35617.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,14121.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,65651.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,9526.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-03-01,71667.00,Public Health,Health Authorities and Hospitals
DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,2016-02-22,952.70,Public Health,Health Authorities and Hospitals
DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,2016-02-22,1059.72,Public Health,Health Authorities and Hospitals
DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,2016-02-22,891.65,Public Health,Health Authorities and Hospitals
KINGS MEDICAL PRACTICE,2016-01-06,898.67,Public Health,Doctors
HENRY MOORE CLINIC,2016-01-06,663.79,Public Health,Doctors
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2016-03-03,1036.00,Public Health,Health Authorities and Hospitals
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2016-01-07,764.00,Public Health,Health Authorities and Hospitals
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2016-02-08,1056.00,Public Health,Health Authorities and Hospitals
SPECTRUM COMMUNITY HEALTH CIC,2016-03-01,207176.48,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-01-18,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-01-18,23750.00,Public Health,Sexual Health
CITY OF BRADFORD MDC,2016-01-19,564.00,n/a,N/A
LOCALA COMMUNITY PARTNERSHIPS CIC,2016-03-16,647.00,Public Health,Health & Wellbeing
STANLEY HEALTH CENTRE,2016-01-06,1679.90,Public Health,Doctors
STANLEY HEALTH CENTRE,2016-01-06,680.00,Public Health,Doctors
STANLEY HEALTH CENTRE,2016-02-08,3004.85,Public Health,Doctors
ORCHARD CROFT MEDICAL CENTRE,2016-02-08,1296.83,Public Health,Doctors
ORCHARD CROFT MEDICAL CENTRE,2016-01-06,652.80,Public Health,Doctors
ORCHARD CROFT MEDICAL CENTRE,2016-01-06,939.52,Public Health,Doctors
ASH GROVE MEDICAL PRACTICE,2016-01-06,2379.43,Public Health,Doctors
CHURCH VIEW HEALTH CENTRE,2016-01-06,1005.89,Public Health,Doctors
CASTLEFORD MEDICAL PRACTICE,2016-01-06,857.82,Public Health,Doctors
NHS WAKEFIELD CCG,2016-02-23,5000.00,Public Health,Health Authorities and Hospitals
NHS WAKEFIELD CCG,2016-02-23,25000.00,Public Health,Health Authorities and Hospitals
CHURCH VIEW HEALTH CENTRE (SINGH & PARTNERS),2016-01-06,822.08,Public Health,Doctors
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2016-01-19,1568.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2016-03-03,717.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2016-02-08,1626.00,Public Health,Health Authorities and Hospitals
NHS ENGLAND,2016-02-11,71000.00,Professional Services,Medical
EXTERION MEDIA,2016-03-16,2500.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-02-23,609.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-01-05,633.42,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-02-04,638.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-03-04,638.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-02-04,1665.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-02-01,2109.00,Business Services,Advertising Services
RIDINGS FM,2016-02-16,600.00,Business Services,Advertising - Radio & TV
REGIONAL PUBLICATIONS LTD,2016-02-09,580.00,Business Services,Publications
JOHNSTON PUBLISHING,2016-01-11,3150.00,Business Services,Advertising Services
EXTERION MEDIA,2016-01-07,2513.00,Business Services,Advertising Services
EXTERION MEDIA,2016-01-07,753.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-03-09,777.00,Business Services,Advertising Services
ELONEX DIGITAL MALLS,2016-01-04,2080.00,ICT,Audio Visual
COMMUNITY PARTNERS LIMITED,2016-01-21,4995.00,ICT,Systems & Software
OUR AGENCY IN THE NORTH LTD,2016-01-20,1650.00,Business Services,Advertising Services
TMP (UK) LTD,2016-03-14,515.87,Business Services,Advertising Services
TMP (UK) LTD,2016-03-30,531.59,Business Services,Advertising Services
TMP (UK) LTD,2016-02-26,531.59,Business Services,Advertising Services
TMP (UK) LTD,2016-03-17,578.77,Business Services,Advertising Services
TMP (UK) LTD,2016-03-30,1055.70,Business Services,Advertising Services
WEDDINGVENUES.COM,2016-01-26,570.00,Business Services,Advertising Services
ADOPTION MATTERS NORTHWEST,2016-02-09,750.00,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-03-10,1666.67,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-03-10,750.00,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-02-25,18000.00,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-02-25,40000.00,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-01-13,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-03-10,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-03-10,750.00,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2016-01-22,750.00,Children and Young People,Looked After Children
YORKSHIRE ADOPTION AGENCY LTD,2016-01-07,14333.00,Children and Young People,Looked After Children
BARNARDO´S,2016-01-28,18000.00,Public Health,Health & Wellbeing
BARNARDOS,2016-01-13,9000.00,Children and Young People,Looked After Children
SOUTHAMPTON CITY COUNCIL,2016-01-15,18000.00,n/a,N/A
CARITAS CARE LIMITED,2016-02-09,14333.00,Children and Young People,Looked After Children
CCS ADOPTION,2016-03-22,3583.00,Children and Young People,Looked After Children
DIAGRAMA CHILDRENS SERVICES,2016-03-07,1660.00,Adult Services,Sub Category To Be Classified
A & O IT SERVICES,2016-03-16,2028.00,Business Services,Agency
A & O IT SERVICES,2016-01-20,2433.60,Business Services,Agency
A & O IT SERVICES,2016-01-20,1318.20,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-03-30,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-03-30,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-02-26,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-02-26,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-02-03,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-02-09,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-01-28,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-03-15,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-03-15,1424.26,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-03-15,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-01-18,1484.44,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-01-05,1073.21,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-01-13,1223.66,Business Services,Agency
SANCTUARY PERSONNEL LTD,2016-01-13,1323.96,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-11,6695.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-11,2575.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-11,11330.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,2887.50,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,5160.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,3150.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,7350.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,4000.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,4200.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,750.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,7000.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,7750.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-03-21,4200.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-03-21,4725.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-03-21,5250.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-03-21,9030.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,13867.50,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,4462.50,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-04,10500.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-11,10960.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-01-18,6000.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-01-08,3412.50,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-01-08,4000.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-01-08,8707.50,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-25,6250.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-25,545.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-25,500.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-25,11287.50,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-02-25,2625.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-01-08,12255.00,Business Services,Agency
NAVIGATE RESOURCING LIMITED,2016-01-08,1312.50,Business Services,Agency
A & O IT SERVICES,2016-01-20,1076.40,Business Services,Agency
A & O IT SERVICES,2016-01-20,583.05,Business Services,Agency
A & O IT SERVICES,2016-03-16,897.00,Business Services,Agency
ASSET HEALTH SOLUTIONS,2016-02-26,2417.60,Business Services,Agency
ASSET HEALTH SOLUTIONS,2016-03-18,2030.40,Business Services,Agency
ASSET HEALTH SOLUTIONS,2016-01-05,2050.40,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-08,1149.03,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-08,1149.03,Business Services,Agency
CHEVIOT RECRUITMENT,2016-03-29,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-23,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2016-03-18,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2016-03-18,817.95,Business Services,Agency
CHEVIOT RECRUITMENT,2016-03-18,837.43,Business Services,Agency
CHEVIOT RECRUITMENT,2016-03-18,564.78,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-09,1149.03,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-03,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-03,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-09,856.90,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-09,564.78,Business Services,Agency
CHEVIOT RECRUITMENT,2016-02-09,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2016-01-08,1129.55,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-01-11,533.96,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-02-26,584.25,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-03-08,564.78,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-02-03,584.25,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-02-03,820.01,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-03-18,584.25,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-02-23,876.38,Business Services,Agency
OCCUPATIONAL HEALTH RECRUITMENT,2016-02-23,584.25,Business Services,Agency
