Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
THE FURNISHING SERVICE,2015-02-18,961.12,Property & Asset Management,Furniture
THE FURNISHING SERVICE,2015-02-18,1755.39,Property & Asset Management,Furniture
THE FURNISHING SERVICE,2015-02-18,1999.90,Property & Asset Management,Furniture
THE FURNISHING SERVICE,2015-03-04,1729.82,Property & Asset Management,Furniture
THE FURNISHING SERVICE,2015-01-28,1142.10,Property & Asset Management,Furniture
THE FURNISHING SERVICE,2015-01-28,516.32,Property & Asset Management,Furniture
DETAILS REDACTED,2015-03-30,2361.60,n/a,N/A
CASTLEFORD DOMESTIC APPLIANCES LTD,2015-02-03,1416.66,Adult Services,Sub Category To Be Classified
POSTURITE UK LTD,2015-01-22,721.30,Property & Asset Management,Furniture
YORKSHIRE PURCHASING ORGANISATION,2015-01-06,564.30,YPO,Sub Category To Be Classified
EARLY EXCELLENCE LTD,2015-03-23,3885.00,Business Services,Training
YORKSHIRE PURCHASING ORGANISATION,2015-01-05,23177.26,YPO,Sub Category To Be Classified
YORKSHIRE PURCHASING ORGANISATION,2015-01-05,650.00,YPO,Sub Category To Be Classified
YORKSHIRE PURCHASING ORGANISATION,2015-03-27,712.08,YPO,Sub Category To Be Classified
YORKSHIRE PURCHASING ORGANISATION,2015-03-27,9468.90,YPO,Sub Category To Be Classified
YORKSHIRE PURCHASING ORGANISATION,2015-03-17,1017.00,YPO,Sub Category To Be Classified
YORKSHIRE PURCHASING ORGANISATION,2015-02-17,1581.20,YPO,Sub Category To Be Classified
YORKSHIRE PURCHASING ORGANISATION,2015-01-23,540.40,YPO,Sub Category To Be Classified
POSTURITE UK LTD,2015-02-25,611.15,Property & Asset Management,Furniture
BRITISH GAS BUSINESS,2015-03-20,508.98,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,538.52,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,2340.50,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,1706.07,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,758.46,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,1339.88,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,2176.89,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,1016.04,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,2185.26,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,1900.78,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,2018.63,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-16,1919.64,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,1547.41,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,1441.84,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-31,2119.10,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-05,2063.60,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,617.86,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,1066.23,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,1375.96,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-17,1664.62,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-31,968.29,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-31,671.03,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-20,1141.73,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-20,1551.70,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1581.10,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,1661.57,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,556.95,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,806.72,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-05,5951.40,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,2207.94,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-12,558.67,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-05,2207.94,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-20,613.74,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,537.54,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,722.86,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,520.85,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,583.21,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,1701.04,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,1552.71,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,635.18,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-12,510.13,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,501.53,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,5558.69,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,3903.46,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,1730.45,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,683.35,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,11565.85,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,608.61,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,779.30,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,783.88,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,673.16,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,1951.82,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,2217.47,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,546.44,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,2176.98,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,3272.78,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,1681.81,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,4896.36,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,3099.58,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,3093.19,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-04,518.89,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,4058.09,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,6432.39,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,14975.17,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,3090.41,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,1884.70,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,526.94,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,2002.29,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,2390.57,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,1854.05,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,1604.66,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,1683.15,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,1510.37,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-03,626.18,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-02,897.78,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-02,3772.31,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-30,955.07,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,785.87,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-20,684.31,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-07,710.57,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-07,501.53,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1020.79,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,590.89,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,574.81,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-13,582.74,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-12,636.26,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,539.28,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,797.83,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,1080.04,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-15,566.64,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-17,537.74,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-17,622.10,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,622.52,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-27,554.30,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-20,520.95,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-10,568.06,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-16,524.65,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,631.01,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,506.03,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,657.53,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-05,1066.44,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-05,2490.09,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,1634.31,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,3098.14,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-10,2105.99,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,2326.33,Property & Asset Management,Utilities - Gas
BRITISH GAS TRADING LTD,2015-03-25,683.82,Property & Asset Management,Utilities - Gas
SIMPSONS LANE ACADEMY,2015-03-12,512.62,Children and Young People,Education & Careers
NPOWER LTD,2015-03-18,671.84,Property & Asset Management,Utilities - Electricity
CALOR GAS LTD,2015-03-06,1874.11,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,5942.76,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,699.86,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,669.82,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,9315.94,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,5942.76,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,3107.94,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-26,532.80,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-24,564.68,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,532.23,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-06,710.37,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-09,884.09,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,6973.69,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,896.96,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,610.00,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,730.26,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1402.14,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,679.11,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,1946.34,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,726.01,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,597.86,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,1532.69,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-05,1276.94,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-14,591.29,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,951.15,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,652.15,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,539.84,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,583.51,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,3195.19,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-16,3041.60,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,3006.27,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,7082.16,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-16,7516.34,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-12,4569.74,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,6410.50,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,570.87,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-05,860.16,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-10,728.71,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,1560.77,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,779.31,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1560.77,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,6243.11,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-06,6492.84,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-11,2050.62,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-25,14072.43,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-25,10059.70,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-16,4530.66,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-16,1507.44,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,2906.10,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,1100.22,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,551.33,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,2180.89,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,1596.18,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,2204.88,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,1066.92,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-11,1006.04,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,566.74,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,2443.70,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,2151.24,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1574.38,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,578.85,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,849.59,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,702.61,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-20,547.91,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-14,724.47,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-19,2197.36,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-09,590.51,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-09,700.91,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-20,591.30,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-08,513.44,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-06,942.07,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-04,1319.05,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,528.95,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-20,595.88,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,611.56,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,655.16,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-20,606.74,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,607.64,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-12,1290.99,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,1359.78,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1450.68,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,712.88,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1944.50,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,623.68,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-16,878.01,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-01-21,1560.84,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-02-13,1101.68,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2015-03-06,2059.49,Property & Asset Management,Utilities - Gas
HEMMING GROUP LTD,2015-01-21,500.00,Professional Services,Memberships & Subscriptions
DETAILS REDACTED,2015-02-19,1000.00,Professional Services,Legal Services
DETAILS REDACTED,2015-01-14,1400.00,Professional Services,Legal Services
GRANGE REPORTING LTD,2015-01-14,1500.00,Business Services,Occupational Health - Counselling & Advice
DETAILS REDACTED,2015-01-21,2100.00,Professional Services,Medical
DETAILS REDACTED,2015-02-12,5100.00,Professional Services,Medical
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2015-02-10,23512.50,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2015-01-19,23512.50,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2015-03-30,23512.50,Adult Services,Sub Category To Be Classified
TEACHING PERSONNEL LTD,2015-01-21,1890.00,Business Services,Agency
TEACHING PERSONNEL LTD,2015-02-04,30000.00,Business Services,Agency
WAKEFIELD COLLEGE,2015-03-05,833.33,Children and Young People,Education & Careers
HORBURY CHURCHES TOGETHER,2015-02-13,1500.00,n/a,N/A
THE CONSERVATION VOLUNTEERS,2015-02-12,2255.56,Adult Services,Sub Category To Be Classified
EBUYER UK LTD,2015-03-26,1926.26,Adult Services,Sub Category To Be Classified
EBUYER UK LTD,2015-03-25,1291.60,Adult Services,Sub Category To Be Classified
EBUYER UK LTD,2015-03-25,574.98,Adult Services,Sub Category To Be Classified
EBUYER UK LTD,2015-03-13,1349.90,Adult Services,Sub Category To Be Classified
EBUYER UK LTD,2015-03-17,1796.69,Adult Services,Sub Category To Be Classified
THE OLD QUARRY ADVENTURE PLAYGROUND,2015-02-12,3000.00,Adult Services,Sub Category To Be Classified
KIDZ AWARE,2015-02-10,1920.00,Children and Young People,Education & Careers
SAHARA,2015-02-10,3000.00,"Economic Growth, Culture & Sport",Sport
ALTOFTS CRICKET CLUB,2015-02-16,612.00,"Economic Growth, Culture & Sport",Sport
YORKSHIRE AMATEUR KARATE ASSOCIATION,2015-02-13,1000.00,"Economic Growth, Culture & Sport",Sport
ELITE TRAINING SYSTEMS YORKSHIRE,2015-02-12,1296.96,Business Services,Training
OSSETT TOWN JUNIORS FC,2015-02-12,1495.75,"Economic Growth, Culture & Sport",Sport
NETHERTON YOUTH CREW,2015-02-17,953.00,Children and Young People,Youth Organisation & Centres
HAVERCROFT WHEELS FOR ALL,2015-02-10,1216.98,Children and Young People,N/A
MONKHILL & LADYBALK TENANTS & RES. ASSOC,2015-02-10,3000.00,Adult Services,Sub Category To Be Classified
BOOKTRUST,2015-03-09,13434.63,Children and Young People,Education & Careers
SESKU ACADEMY,2015-02-10,1500.00,Business Services,Training
RYECROFT YOUTH CENTRE,2015-02-10,3000.00,Children and Young People,Youth Organisation & Centres
HEMSWORTH AND DISTRICT PARTNERSHIP,2015-02-13,1480.00,Adult Services,Sub Category To Be Classified
CHRYSALIS YOUTH & COMMUNITY PROJECT,2015-02-10,2200.00,Adult Services,Sub Category To Be Classified
SOUTH HIENDLEY HARRIERS JFC,2015-02-12,2473.94,"Economic Growth, Culture & Sport",Sport
DETAILS REDACTED,2015-02-13,2800.00,Adult Services,Sub Category To Be Classified
THE YOUTH ASSOCIATION,2015-02-19,1836.00,Children and Young People,Youth Organisation & Centres
INSPIRING COMMUNITIES,2015-02-19,1492.68,Children and Young People,Youth Organisation & Centres
SOUTH KIRKBY YOUTH ASSOCIATION,2015-02-13,3000.00,"Economic Growth, Culture & Sport",Sport
SPECTRUM CHILDRENS DRAMA COMPANY,2015-02-10,589.91,Children and Young People,Youth Organisation & Centres
PMA SPORTS CHARITY,2015-03-18,2800.00,"Economic Growth, Culture & Sport",Sport
PMA SPORTS CHARITY,2015-01-15,2450.00,"Economic Growth, Culture & Sport",Sport
PMA SPORTS CHARITY,2015-02-10,1447.00,"Economic Growth, Culture & Sport",Sport
FEATHERSTONE YOUTH & COMMUNITY PARTNERSHIP,2015-02-13,1445.62,Adult Services,Sub Category To Be Classified
WEST END JUNIORS FOOTBALL CLUB,2015-02-12,1199.77,"Economic Growth, Culture & Sport",Sport
SKC MINEROS,2015-03-13,3000.00,"Economic Growth, Culture & Sport",Sport
COMMUNITY ANGLING ASSOCIATION,2015-02-16,2931.52,Adult Services,Sub Category To Be Classified
ACKWORTH JUNIORS FOOTBALL CLUB,2015-02-13,1080.00,"Economic Growth, Culture & Sport",Sport
WAKEFIELD SCHOOLS F A,2015-02-12,1600.00,"Economic Growth, Culture & Sport",Sport
HEMSWORTH TOWN TERRIERS COMMUNITY CLUB,2015-02-12,1554.84,Adult Services,Sub Category To Be Classified
CITY MIX YOUTH & COMMUNITY PROJECT,2015-02-10,2570.00,Adult Services,Sub Category To Be Classified
DEAF EX-MAINSTREAMERS GROUP,2015-02-13,1500.15,Adult Services,Sub Category To Be Classified
CASTLEFORD &  AIREDALE AND FERRYBRIDGE WADO RYU KARATE CLUBS,2015-02-10,1200.00,"Economic Growth, Culture & Sport",Sport
HEMSWORTH LADIES F.C.,2015-02-12,2054.76,"Economic Growth, Culture & Sport",Sport
SOUTH KIRKBY COLLIERY CRICKET CLUB,2015-02-19,980.00,"Economic Growth, Culture & Sport",Sport
DETAILS REDACTED,2015-01-13,500.00,Children and Young People,Education & Careers
SNYDALE RDA GROUP,2015-02-12,2600.00,Children and Young People,Looked After Children
LOVE 2 ACT,2015-02-16,1618.25,Adult Services,Sub Category To Be Classified
TOWNVILLE ALLSTARS AFC,2015-02-16,1140.00,"Economic Growth, Culture & Sport",Sport
DIRECT FABRICATIONS (YORKSHIRE) LTD,2015-01-08,1805.20,Property & Asset Management,Building Services - Metal
POLLOCK LIFTS,2015-01-13,3691.25,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-02-16,1015.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-03-10,2290.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-02-20,2975.00,Adult Services,Sub Category To Be Classified
GBH UTILITIES LTD,2015-01-05,5000.00,Property & Asset Management,Building Services - Plumbing
HANDICARE ACCESSIBILITY LTD,2015-01-05,1865.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-24,3725.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-01-15,3324.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-12,2017.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-01-22,1808.80,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-19,1503.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-23,1805.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-13,1670.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-01-23,1812.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-01-08,1638.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-02-13,1767.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-26,1913.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-27,3100.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-02-26,1575.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-05,1815.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-05,1635.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-02-26,1540.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-10,1706.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-10,1675.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-10,1285.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-01-09,2154.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-01-08,1635.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-16,3565.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-02-27,1578.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-02-27,1695.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2015-03-05,2063.00,Adult Services,Sub Category To Be Classified
