Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
ASD METAL SERVICES,2014-11-13,757.10,Property & Asset Management,Building Services - Metal
WM SMITH & SONS (BARNARD CASTLE) LTD,2014-10-07,1017.36,Property & Asset Management,Building Services - Signage
WM SMITH & SONS (BARNARD CASTLE) LTD,2014-11-18,688.66,Property & Asset Management,Building Services - Signage
WM SMITH & SONS (BARNARD CASTLE) LTD,2014-12-19,1017.36,Property & Asset Management,Building Services - Signage
L B PLASTICS LTD,2014-10-03,6035.31,Property & Asset Management,Building Services - Glazing
L B PLASTICS LTD,2014-10-03,2781.96,Property & Asset Management,Building Services - Glazing
L B PLASTICS LTD,2014-10-07,607.05,Property & Asset Management,Building Services - Glazing
L B PLASTICS LTD,2014-10-10,3871.58,Property & Asset Management,Building Services - Glazing
L B PLASTICS LTD,2014-10-23,4484.54,Property & Asset Management,Building Services - Glazing
L B PLASTICS LTD,2014-11-12,1352.04,Property & Asset Management,Building Services - Glazing
L B PLASTICS LTD,2014-11-17,1382.40,Property & Asset Management,Building Services - Glazing
TIMOTHY WOOD LTD,2014-10-22,885.50,Property & Asset Management,Building Services - Glazing
TIMOTHY WOOD LTD,2014-10-24,593.00,Property & Asset Management,Building Services - Glazing
MACO DOOR & WINDOW HARDWARE UK LTD,2014-10-01,1040.70,Property & Asset Management,Building Services - Glazing
SHEERFRAME LIMITED,2014-12-24,2079.05,Property & Asset Management,Building Services - Glazing
CHEVIN HOUSING ASSOCIATION,2014-10-03,45000.00,Adult Services,to be classified
WALKER MORRIS SOLICITORS,2014-11-24,1555.50,Professional Services,Legal Services
CA TRAFFIC LTD,2014-12-16,1837.00,Highways,Urban Traffic Control
JET AIRE DC LTD,2014-10-30,1800.00,Highways,Drainage
YORKSHIRE PURCHASING,2014-10-15,1260.05,YPO,Sub Category To Be Classified
JOB EARNSHAW & BROS LTD,2014-10-29,19084.00,Property & Asset Management,Building Services - Fencing
S & W DEVELOPMENTS LTD,2014-10-15,7126.50,Property & Asset Management,Building Services - Misc
S & W DEVELOPMENTS LTD,2014-10-15,10168.00,Property & Asset Management,Building Services - Misc
IMTECH TRAFFIC & INFRA UK LIMITED,2014-10-29,27412.74,Highways,Urban Traffic Control
WHARFEDALE CONSTRUCTION LTD,2014-10-20,1666.82,Property & Asset Management,Building Services - Misc
JBA CONSULTING,2014-11-28,45312.00,Highways,Highways Schemes
TUCKER & TUNSTALL,2014-11-19,11034.44,Property & Asset Management,Building Services - Roofing
JENNINGS ROOFING LTD,2014-12-16,3564.50,Property & Asset Management,Building Services - Roofing
WATERSHED ROOFING LTD,2014-10-02,64358.09,Property & Asset Management,Building Services - Roofing
WATERSHED ROOFING LTD,2014-10-20,40770.53,Property & Asset Management,Building Services - Roofing
WATERSHED ROOFING LTD,2014-11-19,43265.85,Property & Asset Management,Building Services - Roofing
WATERSHED ROOFING LTD,2014-12-17,20910.61,Property & Asset Management,Building Services - Roofing
LAUREN JAMES OFFICE INTERIORS LIMITED,2014-11-07,2987.00,Property & Asset Management,Furniture
LAUREN JAMES OFFICE INTERIORS LIMITED,2014-11-18,1660.00,Property & Asset Management,Furniture
LAUREN JAMES OFFICE INTERIORS LIMITED,2014-11-18,28134.50,Property & Asset Management,Furniture
LAUREN JAMES OFFICE INTERIORS LIMITED,2014-11-18,750.00,Property & Asset Management,Furniture
LAUREN JAMES OFFICE INTERIORS LIMITED,2014-12-01,11651.00,Property & Asset Management,Furniture
LAUREN JAMES OFFICE INTERIORS LIMITED,2014-12-03,8216.00,Property & Asset Management,Furniture
NPS NORTH EAST LTD,2014-10-21,7949.55,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-23,1357.50,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-03,748.57,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-06,1661.10,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-10,1800.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-24,1245.82,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-08,725.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,2319.54,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,1217.70,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,2800.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,865.30,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,2324.70,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,11674.64,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,677.35,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,523.06,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,1215.41,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,4355.76,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,1476.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,1830.24,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-27,11575.34,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,8040.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,2109.67,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-27,5764.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-27,12416.67,Property & Asset Management,Architects
JET AIRE DC LTD,2014-12-17,675.00,Highways,Drainage
EARLY EXCELLENCE LTD,2014-11-06,3613.50,Business Services,Training
EARLY EXCELLENCE LTD,2014-11-17,3395.00,Business Services,Training
EARLY EXCELLENCE LTD,2014-11-17,1430.00,Business Services,Training
YORKSHIRE PURCHASING,2014-11-06,1363.80,YPO,Sub Category To Be Classified
T S BOOKER & SON MANUFACTURING LTD,2014-12-15,1211.29,Property & Asset Management,Furniture
T S BOOKER & SON MANUFACTURING LTD,2014-12-15,8004.84,Property & Asset Management,Furniture
MEADOWSPRITE LTD T/A BFP,2014-11-18,4770.00,Property & Asset Management,Building Services - Fencing
F. PARKINSON LTD,2014-12-16,19498.67,Property & Asset Management,Building Services - Misc
MARSHALLS PLC,2014-10-23,2255.00,Highways,Materials
MCP ENVIRONMENTAL SERVICES LLP,2014-10-29,12150.00,Property & Asset Management,Asbestos Services
PLAYGROUND MARKINGS DIRECT,2014-10-24,6792.41,Environment,Playground Equipment
GEORGE HURST & SONS LTD,2014-10-15,253217.03,Property & Asset Management,Building Services - Misc
GEORGE HURST & SONS LTD,2014-11-19,213986.38,Property & Asset Management,Building Services - Misc
GEORGE HURST & SONS LTD,2014-12-16,236139.27,Property & Asset Management,Building Services - Misc
FRAMEWORK BUSINESS INSTALLATIONS LTD,2014-11-28,7500.00,Property & Asset Management,Furniture
R B JOINERY,2014-10-24,985.00,Property & Asset Management,Building Services - Joinery
R B JOINERY,2014-12-18,1090.00,Property & Asset Management,Building Services - Joinery
RJS PROPERTY SOLUTIONS,2014-11-18,2366.00,Property & Asset Management,Building Services - Misc
MAGICAL UK LTD,2014-11-04,3000.00,Environment,Playground Equipment
MAGICAL UK LTD,2014-11-13,3952.00,Environment,Playground Equipment
MAGICAL UK LTD,2014-12-10,3069.00,Environment,Playground Equipment
PALMER & PALMER,2014-11-07,960.00,Property & Asset Management,Furniture
HEAD OFFICE INTERIORS LTD,2014-12-04,12755.00,Property & Asset Management,Furniture
HEAD OFFICE INTERIORS LTD,2014-12-04,1135.00,Property & Asset Management,Furniture
HEAD OFFICE INTERIORS LTD,2014-12-04,5219.20,Property & Asset Management,Furniture
HEAD OFFICE INTERIORS LTD,2014-12-22,7500.00,Property & Asset Management,Furniture
R HAIGH GROUNDWORKS & TARMACADAM LTD,2014-12-10,5950.00,Highways,Surfacing
LEWIS ASHLEY SERVICES LTD,2014-12-16,3960.88,Property & Asset Management,Building Services - Misc
TOUCH AV LTD,2014-11-20,2281.00,ICT,ICT - Hardware - AV
TOUCH AV LTD,2014-12-18,2331.92,ICT,ICT - Hardware - AV
ASPECT CONTRACTS LTD,2014-10-08,925.00,Property & Asset Management,Asbestos Services
ASPECT CONTRACTS LTD,2014-10-30,946.46,Property & Asset Management,Asbestos Services
ASPECT CONTRACTS LTD,2014-10-30,1010.00,Property & Asset Management,Asbestos Services
ASPECT CONTRACTS LTD,2014-11-04,1050.00,Property & Asset Management,Asbestos Services
COMPREHENSIVE ASBESTOS REMOVAL LTD,2014-12-05,6388.00,Property & Asset Management,Asbestos Services
FACULTATIEVE TECHNOLOGIES,2014-12-03,8747.71,Environment,Funeral & Crematoria Supplies / Equipment
FACULTATIEVE TECHNOLOGIES,2014-12-03,12137.34,Environment,Funeral & Crematoria Supplies / Equipment
CASTLEFLOORS RESTORATION LTD,2014-11-28,2560.00,Property & Asset Management,Building Services - Flooring
NRA ROOFING AND FLOORING LTD,2014-10-01,29165.37,Property & Asset Management,Building Services - Roofing
HOBSON & PORTER LTD,2014-10-15,132656.60,Property & Asset Management,Building Services - Misc
HOBSON & PORTER LTD,2014-11-28,44092.14,Property & Asset Management,Building Services - Misc
HOBSON & PORTER LTD,2014-12-16,2166.50,Property & Asset Management,Building Services - Misc
ROBSON LIDDLE LIMITED,2014-11-18,5250.00,Professional Services,Consultancy
DETAILS REDACTED,2014-12-02,1195.00,Property & Asset Management,Building Services - Fencing
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2014-10-02,9099.88,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2014-10-22,3924.01,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2014-12-12,5475.78,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2014-12-16,8197.03,Highways,Highways Schemes
WEST YORKSHIRE COMBINED AUTHORITY,2014-11-05,8000.00,Transport,Passenger Transport
FRANK WILSON LIMITED,2014-10-09,29005.00,Highways,Highways Schemes
CAMBRIDGE GLASSHOUSE COMPANY LIMITED,2014-12-12,14000.00,Property & Asset Management,Construction
HOLLINS CONSTRUCTION,2014-10-02,19369.82,Property & Asset Management,Building Services - Misc
BENDCRETE LEISURE LTD,2014-12-16,36500.00,Environment,Playground Equipment
MOVING DESIGNS LIMITED,2014-11-21,4900.00,Property & Asset Management,Building Services - Misc
COLAS LTD,2014-10-06,370408.60,Highways,Surfacing
COLAS LTD,2014-11-05,36226.77,Highways,Surfacing
COLAS LTD,2014-12-24,32763.64,Highways,Surfacing
TIL-EX LTD,2014-10-30,15280.74,Property & Asset Management,Construction
NORTH MIDLAND CONSTRUCTION PLC,2014-10-24,366653.23,Highways,Highways Schemes
NORTH MIDLAND CONSTRUCTION PLC,2014-11-17,654217.20,Highways,Highways Schemes
NORTH MIDLAND CONSTRUCTION PLC,2014-12-18,251820.57,Highways,Highways Schemes
EUROVIA SPECIALIST TREATMENTS,2014-10-02,429266.83,Highways,Surfacing
EUROVIA SPECIALIST TREATMENTS,2014-10-02,199962.56,Highways,Surfacing
EUROVIA SPECIALIST TREATMENTS,2014-11-25,30238.52,Highways,Surfacing
SANMET LTD,2014-10-01,182503.05,Highways,Surfacing
SANMET LTD,2014-11-13,1848.53,Highways,Surfacing
JOSHUA THOMAS CONSTRUCTION LTD,2014-12-24,5879.83,Property & Asset Management,Building Services - Misc
SPAWFORTH ASSOCIATES,2014-10-23,1415.40,Professional Services,Consultancy
SPAWFORTH ASSOCIATES,2014-10-23,798.00,Professional Services,Consultancy
SPAWFORTH ASSOCIATES,2014-10-23,7904.35,Professional Services,Consultancy
SPAWFORTH ASSOCIATES,2014-10-23,7296.75,Professional Services,Consultancy
SPAWFORTH ASSOCIATES,2014-12-15,8664.50,Professional Services,Consultancy
URS,2014-12-12,2613.07,Professional Services,Consultancy
BWB,2014-10-23,24000.00,Professional Services,Consultancy
BWB,2014-11-26,13930.00,Professional Services,Consultancy
TPM LANDSCAPE LTD,2014-10-23,1565.00,Environment,Parks and Public Spaces Contractors
BARTLES LTD,2014-10-15,6981.25,Professional Services,Consultancy
ASHTEAD PLANT HIRE CO LTD,2014-11-12,750.00,Transport,Vehicle and Plant Hire
ASHTEAD PLANT HIRE CO LTD,2014-11-12,825.00,Transport,Vehicle and Plant Hire
ASHTEAD PLANT HIRE CO LTD,2014-11-12,750.00,Transport,Vehicle and Plant Hire
NETWORK RAIL INFRASTRUCTURE LTD,2014-11-05,3103.69,n/a,n/a
P & T CONTRACTS,2014-10-13,12816.73,Highways,Surfacing
P & T CONTRACTS,2014-11-19,36153.56,Highways,Surfacing
NORTHERN GAS NETWORKS LTD,2014-10-08,9021.86,Property & Asset Management,Utilities - Gas
HAYCOCK AND JAY ASSOCIATES LTD,2014-12-03,813.80,Professional Services,Consultancy
PELL FRISCHMANN CONSULTANTS LTD,2014-11-03,4864.70,Professional Services,Consultancy
PELL FRISCHMANN CONSULTANTS LTD,2014-12-04,5329.79,Professional Services,Consultancy
PELL FRISCHMANN CONSULTANTS LTD,2014-12-18,4958.43,Professional Services,Consultancy
JOSHUA THOMAS CONSTRUCTION LTD,2014-10-23,20000.00,Property & Asset Management,Building Services - Misc
WILSON ACCESS HIRE,2014-11-06,975.00,Transport,Vehicle and Plant Hire
BRITISH TELECOMMUNICATIONS PLC,2014-12-03,1625.04,ICT,Telecommunications
BRITISH TELECOMMUNICATIONS PLC,2014-12-03,5078.25,ICT,Telecommunications
BRITISH TELECOMMUNICATIONS PLC,2014-12-03,2031.30,ICT,Telecommunications
BRITISH TELECOMMUNICATIONS PLC,2014-12-03,2437.56,ICT,Telecommunications
VIRGIN MEDIA LTD,2014-11-26,2037.82,ICT,Telecommunications
NPS NORTH EAST LTD,2014-10-20,780.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-05,3450.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-12,4830.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-24,2070.00,Property & Asset Management,Architects
MIDDLETON ECOLOGICAL CONSULTANCY,2014-12-01,1143.75,Professional Services,Consultancy
MIDDLETON ECOLOGICAL CONSULTANCY,2014-10-15,730.00,Professional Services,Consultancy
NPS NORTH EAST LTD,2014-12-02,1472.30,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-03,2044.80,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-23,1900.01,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,715.89,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,10809.98,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,2020.15,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,678.96,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,1205.40,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,630.60,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,1012.50,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,9130.29,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,2471.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,4061.74,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,13041.60,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,9621.46,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,9169.87,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,1789.80,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,555.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,29007.32,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,2988.90,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,8023.76,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,2675.26,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,2625.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,3714.29,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-01,2479.68,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-08,940.87,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-22,569.16,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-04,1917.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-20,2025.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,8826.10,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,507.99,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,2200.99,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,8973.56,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,4565.17,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-26,10868.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-11-27,512.48,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-01,12828.62,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-01,830.24,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-01,1018.88,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-01,3690.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-02,1522.12,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,7435.75,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,1544.77,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,1521.72,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,987.14,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,7978.05,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,1488.36,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,14943.18,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-16,8056.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-17,7306.20,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-17,10188.75,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-17,622.24,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-17,7380.00,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-12-19,12828.66,Property & Asset Management,Architects
WDH SOLUTIONS LTD,2014-11-17,22646.75,Adult Services,to be classified
WSP UK LTD,2014-12-15,800.00,Highways,Highways Schemes
AECOM LTD,2014-11-18,1065.00,Professional Services,Consultancy
AECOM LTD,2014-12-22,530.00,Professional Services,Consultancy
FORE CONSULTING LIMITED,2014-10-29,1950.00,Professional Services,Consultancy
FORE CONSULTING LIMITED,2014-12-08,1150.00,Professional Services,Consultancy
FORE CONSULTING LIMITED,2014-12-08,650.00,Professional Services,Consultancy
FORE CONSULTING LIMITED,2014-12-08,1450.00,Professional Services,Consultancy
FORE CONSULTING LIMITED,2014-12-08,1450.00,Professional Services,Consultancy
MOUCHEL LTD,2014-11-26,63054.43,Professional Services,Consultancy
BWB,2014-11-25,17100.00,Professional Services,Consultancy
TPM LANDSCAPE LTD,2014-11-26,9228.85,Environment,Parks and Public Spaces Contractors
QUEENSBERRY DESIGN LIMITED,2014-10-23,17387.50,Professional Services,Consultancy
WESSEX ARCHAEOLOGY,2014-11-20,3900.00,"Economic Growth, Culture & Sport",Museums & Culture
NPS NORTH EAST LTD,2014-10-28,1650.85,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-10-31,750.00,Property & Asset Management,Architects
JET AIRE DC LTD,2014-11-14,675.00,Highways,Drainage
BROOKS ECOLOGICAL LTD,2014-10-01,1790.00,Professional Services,Consultancy
CA TRAFFIC LTD,2014-12-04,875.00,Highways,Urban Traffic Control
CENTARA LTD,2014-11-25,1622.40,Professional Services,Consultancy
LOCAL TRANSPORT PROJECTS,2014-11-21,2750.00,Business Services,Post
ENVIRONMENT AGENCY,2014-10-14,1580.00,Professional Services,Government Agencies
D SCOTT T/A R C K GROUNDWORKS,2014-11-04,1379.82,Property & Asset Management,Building Services - Groundwork큦
D SCOTT T/A R C K GROUNDWORKS,2014-11-04,2401.20,Property & Asset Management,Building Services - Groundwork큦
D SCOTT T/A R C K GROUNDWORKS,2014-12-17,1107.22,Property & Asset Management,Building Services - Groundwork큦
D SCOTT T/A R C K GROUNDWORKS,2014-12-17,1088.50,Property & Asset Management,Building Services - Groundwork큦
ICD MACHINERY LTD,2014-12-24,13893.75,Transport,Fleet Consumables
ICD MACHINERY LTD,2014-12-24,500.00,Transport,Fleet Consumables
DENBY CATERING EQUIPMENT LTD,2014-10-10,29962.01,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-10-10,6404.70,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-10-10,561.40,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-10-02,3420.00,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-10-17,2075.00,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-10-30,10164.00,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-12-02,3692.00,Property & Asset Management,Catering - Equipment
DENBY CATERING EQUIPMENT LTD,2014-12-18,7242.00,Property & Asset Management,Catering - Equipment
