Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09136,0.00,-52.40,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09137,0.00,104.80,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09138,0.00,52.40,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09139,0.00,22.24,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09140,0.00,44.61,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09141,0.00,580.37,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09142,0.00,180.75,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,09/06/2020,2006-09143,0.00,42.00,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,11/06/2020,2006-09144,0.00,38.28,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Supplies and Services,Other Hired And Contracted Services,265,12/06/2020,2006-09145,0.00,1462.27,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Supplies and Services,Other Hired And Contracted Services,265,15/06/2020,2006-09146,0.00,2498.62,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,19/06/2020,2006-09147,0.00,109.65,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,22/06/2020,2006-09148,0.00,21.76,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09149,0.00,-277.16,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09150,0.00,277.16,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09151,0.00,38.95,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09152,0.00,22.55,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09153,0.00,38.28,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09154,0.00,11.28,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,24/06/2020,2006-09155,0.00,226.30,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Supplies and Services,Other Hired And Contracted Services,265,24/06/2020,2006-09156,0.00,-176.05,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,25/06/2020,2006-09157,0.00,146.10,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,25/06/2020,2006-09158,0.00,144.15,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,25/06/2020,2006-09159,0.00,94.50,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Supplies and Services,Other Hired And Contracted Services,265,25/06/2020,2006-09160,0.00,176.05,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Supplies and Services,Other Hired And Contracted Services,265,25/06/2020,2006-09161,0.00,170.25,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,26/06/2020,2006-09162,0.00,261.90,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,26/06/2020,2006-09163,0.00,720.75,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,26/06/2020,2006-09164,0.00,70.93,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Supplies and Services,Other Hired And Contracted Services,265,29/06/2020,2006-09165,0.00,764.85,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,30/06/2020,2006-09166,0.00,190.24,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,30/06/2020,2006-09167,0.00,21.81,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,30/06/2020,2006-09168,0.00,46.37,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,30/06/2020,2006-09169,0.00,107.87,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,30/06/2020,2006-09170,0.00,21.81,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,30/06/2020,2006-09171,0.00,318.90,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Third Party Payments,Public Health Commissioned Services,526,18/06/2020,2006-09172,0.00,131.00,R,Northumbria Healthcare Nhs Foundation,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Third Party Payments,Public Health Commissioned Services,526,30/06/2020,2006-09173,0.00,99.00,R,Northumbria Healthcare Nhs Foundation,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Other Hired And Contracted Services,265,21/05/2020,2006-09174,0.00,150.00,R,Notemachine,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-09175,0.00,150.00,R,Nothern Arts Factory Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services  ,Supplies and Services,Operational Materials,205,05/05/2020,2006-09176,0.00,15.63,R,Notonthehighstreet.Com,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services  ,Supplies and Services,Operational Materials,205,05/05/2020,2006-09177,0.00,15.63,R,Notonthehighstreet.Com,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services  ,Supplies and Services,Operational Materials,205,05/05/2020,2006-09178,0.00,21.33,R,Notonthehighstreet.Com,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,01/06/2020,2006-09179,0.00,512.00,R,Nottingham Rehab Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,08/06/2020,2006-09180,0.00,-269.56,R,Nottingham Rehab Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,08/06/2020,2006-09181,0.00,2576.00,R,Nottingham Rehab Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,08/06/2020,2006-09182,0.00,1150.00,R,Nottingham Rehab Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,10/06/2020,2006-09183,0.00,675.50,R,Nottingham Rehab Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,17/06/2020,2006-09184,0.00,1292.96,R,Nottingham Rehab Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Third Party Payments,Public Health Commissioned Services,526,22/06/2020,2006-09185,0.00,29.89,R,Nottingham Uni Hospitals Nhs Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,General External Residential Placements,507,03/06/2020,2006-09186,0.00,12857.14,R,Nottinghamshire YMCA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,General External Residential Placements,507,24/06/2020,2006-09187,0.00,13285.71,R,Nottinghamshire YMCA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside  ,Transport,Fuel (Non LCC Supplies),321,19/05/2020,2006-09188,0.00,57.43,R,Nowell Service Station,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside  ,Transport,Fuel (Non LCC Supplies),321,26/05/2020,2006-09189,0.00,36.89,R,Nowell Service Station,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside  ,Transport,Fuel (Non LCC Supplies),321,27/05/2020,2006-09190,0.00,72.61,R,Nowell Service Station,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Premises,Electricity,124,05/06/2020,2006-09191,0.00,23.49,R,NPOWER,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Markets & City Centre Management,Premises,Electricity,124,09/06/2020,2006-09192,0.00,24.86,R,NPOWER,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Premises,Electricity,124,11/06/2020,2006-09193,0.00,4.97,R,NPOWER,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Premises,Electricity,124,12/06/2020,2006-09194,0.00,27.12,R,NPOWER,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Markets & City Centre Management,Premises,Electricity,124,22/06/2020,2006-09195,0.00,17.05,R,Npower,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Markets & City Centre Management,Premises,Electricity,124,24/06/2020,2006-09196,0.00,18.91,R,Npower,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Operational Furniture And Equipment,203,20/05/2020,2006-09197,0.00,56.74,R,Nrs Healthcare,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Crockery  Cutlery & Utensils,221,21/05/2020,2006-09198,0.00,42.78,R,Nrs Healthcare,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-09199,0.00,22.50,R,Nsenga Tshidibi,No
