Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Placement Support,550,11/06/2020,2006-09020,0.00,30.00,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Food & Drink,231,19/05/2020,2006-09021,0.00,3.07,R,Nisa Local,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Supplies and Services,Schools related grant expenditure,299,12/06/2020,2006-09022,0.00,1025.81,R,NISBETS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Supplies and Services,Schools related grant expenditure,299,12/06/2020,2006-09023,0.00,377.93,R,NISBETS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Supplies and Services,Schools related grant expenditure,299,12/06/2020,2006-09024,0.00,3304.22,R,NISBETS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Supplies and Services,Operational Furniture And Equipment,203,24/06/2020,2006-09025,0.00,489.99,R,NISBETS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Strategic Housing Partnership & Support,Supplies and Services,Other Hired And Contracted Services,265,08/06/2020,2006-09026,0.00,7485.00,R,NITE INN BED & BREAKFAST,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Section 17,551,16/06/2020,2006-09027,0.00,3871.00,R,NITE INN BED & BREAKFAST,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Section 17,551,05/06/2020,2006-09028,0.00,100.00,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Section 17,551,12/06/2020,2006-09029,0.00,100.00,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Section 17,551,19/06/2020,2006-09030,0.00,100.00,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Section 17,551,26/06/2020,2006-09031,0.00,100.00,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,03/06/2020,2006-09032,0.00,380.16,R,Noahs Ark Kindergarden,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-09033,0.00,1734.48,R,Noahs Ark Kindergarden,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Libraries  Arts & Heritage,Transport,Public Transport Expenses,310,19/06/2020,2006-09034,0.00,9.40,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning,Supplies and Services,Bought In Professional Services,277,05/06/2020,2006-09035,0.00,1150.00,R,NonStop Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09036,0.00,2010.06,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09037,0.00,5141.84,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09038,0.00,246.55,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09039,0.00,336.96,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09040,0.00,51.94,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09041,0.00,205.00,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09042,0.00,55.23,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,02/06/2020,2006-09043,0.00,168.48,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,09/06/2020,2006-09044,0.00,928.82,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,09/06/2020,2006-09045,0.00,2116.60,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,09/06/2020,2006-09046,0.00,808.14,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,09/06/2020,2006-09047,0.00,110.46,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,09/06/2020,2006-09048,0.00,1412.74,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,10/06/2020,2006-09049,0.00,330.70,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,10/06/2020,2006-09050,0.00,400.22,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,18/06/2020,2006-09051,0.00,290.00,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,25/06/2020,2006-09052,0.00,6687.04,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,25/06/2020,2006-09053,0.00,498.76,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,25/06/2020,2006-09054,0.00,498.76,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Operational Materials,205,26/06/2020,2006-09055,0.00,1333.77,R,Norbain Holdings Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,25/06/2020,2006-09056,0.00,682.98,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,24/06/2020,2006-09057,0.00,1304.36,R,Norman Hudson Nursing Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Communities,Third Party Payments,Services Provided By Other Las (Non WY),525,12/06/2020,2006-09058,0.00,31481.80,R,North East Lincolnshire Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Service Strategy,Supplies and Services,Conference Meetings,253,19/06/2020,2006-09059,0.00,90.00,R,North East Lincolnshire Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Technology,Supplies and Services,Other Hired And Contracted Services,265,29/06/2020,2006-09060,0.00,15000.00,R,North East Lincolnshire Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,03/06/2020,2006-09061,0.00,760.32,R,NORTH LEEDS COMMUNITY NURSERY,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-09062,0.00,7410.96,R,NORTH LEEDS COMMUNITY NURSERY,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Communities,Third Party Payments,Services Provided By Other Las (Non WY),525,12/06/2020,2006-09063,0.00,13936.61,R,NORTH LINCOLNSHIRE COUNCIL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Car Parking Services,Supplies and Services,Bank Charges,263,19/06/2020,2006-09064,0.00,3.32,R,North Parade Car Park,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Communities,Third Party Payments,Services Provided By Other Las (Non WY),525,12/06/2020,2006-09065,0.00,2680.50,R,NORTH YORKSHIRE COUNTY COUNCIL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management,Supplies and Services,Recycling & Reuse Charges,234,12/06/2020,2006-09066,0.00,646.20,R,North Yorkshire County Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management,Supplies and Services,Waste Disposal Charges,236,12/06/2020,2006-09067,0.00,5061.84,R,North Yorkshire County Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management,Supplies and Services,Recycling & Reuse Charges,234,12/06/2020,2006-09068,0.00,4430.60,R,North Yorkshire County Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management,Supplies and Services,Recycling & Reuse Charges,234,19/06/2020,2006-09069,0.00,1294.00,R,North Yorkshire County Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management,Supplies and Services,Recycling & Reuse Charges,234,29/06/2020,2006-09070,0.00,1782.00,R,North Yorkshire County Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Support Services,Legal Disbursements,411,01/06/2020,2006-09071,0.00,243.00,R,Northeast Psychology Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Support Services,Legal Disbursements,411,04/06/2020,2006-09072,0.00,292.24,R,Northeast Psychology Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Support Services,Legal Disbursements,411,05/06/2020,2006-09073,0.00,198.48,R,Northeast Psychology Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Support Services,Legal Disbursements,411,08/06/2020,2006-09074,0.00,220.97,R,Northeast Psychology Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Support Services,Legal Disbursements,411,15/06/2020,2006-09075,0.00,162.12,R,Northeast Psychology Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Insurance,Insurance,Supplies and Services,Other Hired And Contracted Services,265,29/06/2020,2006-09076,0.00,185.00,R,Northern Assessors Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,04/06/2020,2006-09077,0.00,225.00,R,Northern Ballet Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,04/06/2020,2006-09078,0.00,225.00,R,Northern Ballet Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,18/06/2020,2006-09079,0.00,225.00,R,Northern Ballet Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,18/06/2020,2006-09080,0.00,225.00,R,Northern Ballet Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,11/06/2020,2006-09081,0.00,20.27,R,NORTHERN COMMERCIALS (MIRFIELD) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Semi-Supported Independent Living,529,29/06/2020,2006-09082,0.00,2251.42,R,Northern Community Pathways,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Transport,Hire Of Movable Plant & Machinery,315,09/06/2020,2006-09083,0.00,51.30,R,NORTHERN CONTAINERS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Supplies and Services,Publication And Promotion,267,01/06/2020,2006-09084,0.00,1260.76,R,NORTHERN FLAGS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Economic Development,Supplies and Services,Grants To Businesses,243,29/06/2020,2006-09085,0.00,10000.00,R,NORTHERN FLAGS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,01/06/2020,2006-09086,0.00,4110.00,C,NORTHERN GAS NETWORKS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,HRA Housing Leeds,Capital,CONSTRUCTION,3,19/06/2020,2006-09087,0.00,1775.84,C,NORTHERN GAS NETWORKS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,HRA Housing Leeds,Capital,CONSTRUCTION,3,23/06/2020,2006-09088,0.00,702.00,C,NORTHERN GAS NETWORKS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,29/06/2020,2006-09089,0.00,115485.27,C,NORTHERN GAS NETWORKS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Strategic Landlord,Housing Management,Supplies and Services,Memberships,226,11/06/2020,2006-09090,0.00,11300.00,R,Northern Housing Consortium Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,03/06/2020,2006-09091,0.00,466.80,R,Northern Life Care,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,24/06/2020,2006-09092,0.00,5148.64,R,NORTHERN LIFE CARE LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,24/06/2020,2006-09093,0.00,285569.40,R,NORTHERN LIFE CARE LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,24/06/2020,2006-09094,0.00,30382.24,R,NORTHERN LIFE CARE LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,04/06/2020,2006-09095,0.00,30.00,C,Northern Powergrid (Northeast) Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,03/06/2020,2006-09096,0.00,2889.38,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,03/06/2020,2006-09097,0.00,464.00,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Strategic Landlord,Property and Contracts,Premises,General Maintenance,104,08/06/2020,2006-09098,0.00,350.00,R,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,08/06/2020,2006-09099,0.00,10965.52,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,12/06/2020,2006-09100,0.00,1626.90,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,15/06/2020,2006-09101,0.00,17800.98,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Civic Enterprise Leeds,Capital,FURNITURE AND EQUIPMENT,5,18/06/2020,2006-09102,0.00,330.00,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Learning Places,Capital,CONSTRUCTION,3,24/06/2020,2006-09103,0.00,24190.50,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,26/06/2020,2006-09104,0.00,43834.50,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,30/06/2020,2006-09105,0.00,26765.05,C,Northern Powergrid (Yorkshire) Plc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,22/06/2020,2006-09106,0.00,598.00,R,NORTHERN RADIATORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,22/06/2020,2006-09107,0.00,240.00,R,NORTHERN RADIATORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,23/06/2020,2006-09108,0.00,240.00,R,NORTHERN RADIATORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Economic Development,Supplies and Services,Grants To Businesses,243,16/06/2020,2006-09109,0.00,4481.00,R,Northerntrack Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Benefits  Wlefare and Poverty,Supplies and Services,Other Hired And Contracted Services,265,12/06/2020,2006-09110,0.00,7723.17,R,Northgate Public Services Uk Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Strategic Landlord,Property and Contracts,Supplies and Services,Insurance Claims,248,03/06/2020,2006-09111,0.00,7425.00,R,Northone Solicitors (Leeds) Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Strategic Landlord,Property and Contracts,Supplies and Services,Insurance Claims,248,23/06/2020,2006-09112,0.00,12500.00,R,Northone Solicitors (Leeds) Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Strategic Landlord,Property and Contracts,Support Services,Legal Disbursements,411,23/06/2020,2006-09113,0.00,5000.00,R,Northone Solicitors (Leeds) Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Strategic Landlord,Property and Contracts,Supplies and Services,Insurance Claims,248,25/06/2020,2006-09114,0.00,12000.00,R,Northone Solicitors (Leeds) Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,01/06/2020,2006-09115,0.00,240.26,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,01/06/2020,2006-09116,0.00,8.92,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,01/06/2020,2006-09117,0.00,1160.74,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,01/06/2020,2006-09118,0.00,144.15,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,04/06/2020,2006-09119,0.00,213.38,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,04/06/2020,2006-09120,0.00,133.66,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,04/06/2020,2006-09121,0.00,273.88,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,04/06/2020,2006-09122,0.00,71.69,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,04/06/2020,2006-09123,0.00,78.80,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09124,0.00,-696.30,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09125,0.00,-696.30,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09126,0.00,990.68,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09127,0.00,990.68,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09128,0.00,580.37,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09129,0.00,718.72,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09130,0.00,27.45,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09131,0.00,516.80,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,05/06/2020,2006-09132,0.00,61.51,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,08/06/2020,2006-09133,0.00,56.58,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Plant Hire - By Directorate,305,08/06/2020,2006-09134,0.00,8.32,R,NORTHSIDE TRUCK & VAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Vehicle Spares,345,08/06/2020,2006-09135,0.00,1095.79,R,NORTHSIDE TRUCK & VAN LTD,No
