Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038981,1,201709,ESPA LTD,6438.48,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038981,2,201709,ESPA LTD,99.6,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038982,1,201709,ESPA LTD,9609.96,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038982,2,201709,ESPA LTD,99.6,2017-12-14,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,657,201709,LANCHESTER COURT,354.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,726,201709,CLIFFORD HOUSE HOMES LTD,284.23,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,737,201709,CLIFFORD HOUSE HOMES LTD,323,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,742,201709,CLIFFORD HOUSE HOMES LTD,57.68,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,748,201709,THE OAKS,725.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,767,201709,LIFEWAYS COMMUNITY CARE,1308.45,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,768,201709,POSITIVE APPROACH SERVICES LTD,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,770,201709,POSITIVE APPROACH SERVICES LTD,646,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,773,201709,S E L F LTD,337.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,774,201709,HEATHER HOUSE,805.2,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,775,201709,THREE PIPS,383.88,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,776,201709,LIFEWAYS COMMUNITY CARE,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,779,201709,BROOKVALE,337.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,781,201709,POSITIVE APPROACH SERVICES LTD,323,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,810,201709,GAINFORD CARE HOMES,2566.48,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,824,201709,CITY OF SUNDERLAND,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,825,201709,ASPIRE HEALTHCARE LIMITED,323,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,843,201709,ASHDOWN CARE HOMES LTD,725.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,860,201709,ASPIRE HEALTHCARE LIMITED,1017,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,861,201709,ASHDOWN CARE HOMES LTD,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,863,201709,ASHDOWN CARE HOMES LTD,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,866,201709,JANE PERCY HOUSE COMPANY,341.28,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,873,201709,ASHDOWN CARE HOMES LTD,940.4,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,890,201709,UNITED RESPONSE,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,891,201709,PERCY HEDLEY FOUNDATION,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,901,201709,MILBURY CARE SERVICES LTD,410.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,906,201709,THE ROPERY PARAMOUNT CARE GATESHEAD LTD,740.2,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,933,201709,YAD VOEZER LTD,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,952,201709,ASHDOWN PLUS LLP,323,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,958,201709,ASHDOWN PLUS LLP,402.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1042,201709,PATHWAYS CARE GROUP,940.4,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1047,201709,NORTH EAST AUTISM SOCIETY,343.8,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1049,201709,AKARI CARE LIMITED,529.8,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1062,201709,NORTH EAST AUTISM SOCIETY,348.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1065,201709,NORTH EAST AUTISM SOCIETY,371,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,1066,201709,WILKINSON PARK CARELINE LIFESTYLES (UK) LTD,323,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147038981,3,201709,ESPA LTD,344.6,2017-12-14,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147038982,3,201709,ESPA LTD,402.6,2017-12-14,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147039004,2,201709,PATHWAYS CARE GROUP,445.74,2017-12-14,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147039006,2,201709,PATHWAYS CARE GROUP,357.61,2017-12-14,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",147039007,2,201709,PATHWAYS CARE GROUP,357.61,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,347,201709,BARCHESTER HEALTHCARE,2152,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,797,201709,BARCHESTER HEALTHCARE,402.6,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,293,201709,ST CUTHBERTS HOUSE LTD,2280,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,870,201709,ST CUTHBERTS HOUSE LTD,339,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,264,201709,THE ROPERY PARAMOUNT CARE GATESHEAD LTD,20290.24,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,905,201709,THE ROPERY PARAMOUNT CARE GATESHEAD LTD,587.6,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,219,201709,UNITED RESPONSE,3294.88,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,312,201709,ASHDOWN CARE HOMES LTD,17998.14,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,340,201709,THE OAKS,2400,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,345,201709,COMMUNITY INTEGRATED CARE,1442.32,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,377,201709,HEATHER HOUSE,24066.44,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,491,201709,CLIFFORD HOUSE HOMES LTD,362.36,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,591,201709,YAD VOEZER LTD,1449.44,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,594,201709,FORESIGHT RESIDENTIAL LTD,1449.44,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020283,642,201709,GAINFORD CARE HOMES,2064.52,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,739,201709,CLIFFORD HOUSE HOMES LTD,80.75,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,772,201709,HEATHER HOUSE,2738.6,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,809,201709,GAINFORD CARE HOMES,625.8,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,812,201709,COMMUNITY INTEGRATED CARE,323,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,817,201709,THE OAKS,537.8,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,864,201709,ASHDOWN CARE HOMES LTD,1610.4,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,884,201709,UNITED RESPONSE,805.2,2017-12-22,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020283,927,201709,FORESIGHT RESIDENTIAL LTD,323,2017-12-22,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,91,201709,O2 (UK) LTD,0.14,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,148026277,13,201709,DO NOT USE - PLASE CONTACT CORPORATE ICT EXT 3761,15.03,2017-12-08,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,12,201709,O2 (UK) LTD,1.16,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,22,201709,O2 (UK) LTD,1.07,2017-12-20,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213248,1,201709,KEYFORT GROUP LTD,1636.75,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213528,4,201709,CLECE CARE SERVICES LTD,550.4,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213530,4,201709,DALE CARE LTD,811.84,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213533,3,201709,COMFORT CALL LTD,5534.96,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213542,2,201709,NURTURED CARE,715.52,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213806,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,999,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213873,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,1174.5,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213874,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,729,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41213875,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,729,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214468,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,702,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214470,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,1377,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214471,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,1053,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214476,1,201709,CARERS TRUST TYNE & WEAR CROSSROADS CARER SERVICES,1296,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214488,1,201709,KEYFORT GROUP LTD,806,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214490,1,201709,KEYFORT GROUP LTD,1631.75,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214670,1,201709,CAREWATCH CARE SERVICES LTD,728.56,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214673,1,201709,CAREWATCH CARE SERVICES LTD,728.56,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038852,1,201709,MENCAP,51934.6,2017-12-06,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038895,1,201709,COQUET TRUST,9295,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038900,1,201709,PROSPECTS FOR PEOPLE WITH LEARNING DISABILITIES,1986.94,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038990,1,201709,UNITED RESPONSE,5054,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,1,201709,MENCAP,52336.6,2017-12-14,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147039005,6,201709,MENCAP,224,2017-12-14,
"Care, Wellbeing & Learning",Premises,Miscellaneous Premises,41214499,1,201709,KNIGHT FRANK LLP,71.25,2017-12-21,
"Care, Wellbeing & Learning",Premises,Miscellaneous Premises,41214499,2,201709,KNIGHT FRANK LLP,4837.5,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026301,20,201709,CENTRAL TAXIS GATESHEAD LIMITED,1596,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026301,21,201709,CENTRAL TAXIS GATESHEAD LIMITED,2184,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026434,1,201709,NIGHTINGALE COACHES,2583,2017-12-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026225,1,201709,REDACTED - Personal Information,840,2017-12-05,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026225,2,201709,REDACTED - Personal Information,490,2017-12-05,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026225,4,201709,REDACTED - Personal Information,2002,2017-12-05,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026227,11,201709,STREETCARS,934,2017-12-05,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026229,7,201709,REDACTED - Personal Information,2200,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026229,8,201709,REDACTED - Personal Information,935,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026240,9,201709,REDACTED - Personal Information,1540,2017-12-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026240,11,201709,REDACTED - Personal Information,680,2017-12-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026255,1,201709,NORTH EAST ACCESSIBLE TRANSPORT,1003.2,2017-12-08,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026255,21,201709,NORTH EAST ACCESSIBLE TRANSPORT,1658.7,2017-12-08,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026258,1,201709,REDACTED - Personal Information,1430,2017-12-08,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,1,201709,CENTRAL TAXIS GATESHEAD LIMITED,660,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,2,201709,CENTRAL TAXIS GATESHEAD LIMITED,1362,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,3,201709,CENTRAL TAXIS GATESHEAD LIMITED,1456,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,4,201709,CENTRAL TAXIS GATESHEAD LIMITED,840,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,5,201709,CENTRAL TAXIS GATESHEAD LIMITED,840,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,14,201709,CENTRAL TAXIS GATESHEAD LIMITED,498,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,15,201709,CENTRAL TAXIS GATESHEAD LIMITED,2376,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,16,201709,CENTRAL TAXIS GATESHEAD LIMITED,1260,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026301,17,201709,CENTRAL TAXIS GATESHEAD LIMITED,1008,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026302,1,201709,GO CARS,60,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026302,4,201709,GO CARS,16,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026302,5,201709,GO CARS,1295,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026302,7,201709,GO CARS,606.67,2017-12-12,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026315,1,201709,BURNOPFIELD TAXIS,2305,2017-12-13,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026321,2,201709,RICHIE TAXIS,306,2017-12-13,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,1,201709,DEAN TAXIS LTD,1254,2017-12-20,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,6,201709,DEAN TAXIS LTD,588,2017-12-20,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,7,201709,DEAN TAXIS LTD,448,2017-12-20,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,8,201709,DEAN TAXIS LTD,351,2017-12-20,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,9,201709,DEAN TAXIS LTD,80,2017-12-20,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,10,201709,DEAN TAXIS LTD,1242.5,2017-12-20,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148026396,16,201709,DEAN TAXIS LTD,922,2017-12-20,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214483,1,201709,EBONEY HOME CARE LTD,1490.2,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214481,1,201709,EBONEY HOME CARE LTD,561.6,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41214727,1,201709,CITY OF SUNDERLAND,1421,2017-12-28,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147038901,2,201709,PERCY HEDLEY FOUNDATION,16227.92,2017-12-07,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,185,201709,O2 (UK) LTD,0.05,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,978,201709,O2 (UK) LTD,0.18,2017-12-20,
