Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600020,2189,201807,O2 (UK) LTD,10,2018-10-08
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600020,2193,201807,O2 (UK) LTD,10,2018-10-08
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,462,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,564,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,1546,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,2065,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,2195,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,2266,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,2347,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,2378,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,44011608,0,201807,SITEIMPROVE LTD,5078.32,2018-10-02
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600019,1004,201807,O2 (UK) LTD,10,2018-10-02
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600020,159,201807,O2 (UK) LTD,10,2018-10-08
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600021,198,201807,O2 (UK) LTD,10,2018-10-16
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",44012407,0,201807,GOSS INTERACTIVE LIMITED,15000,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1485,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,475,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,147,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Employees,Indirect Employee Expenses,41234656,1,201807,CIPFA,1940,2018-10-03
Corporate Resources,Employees,Indirect Employee Expenses,41234659,1,201807,CIPFA,1585,2018-10-03
Corporate Resources,Employees,Indirect Employee Expenses,41234662,1,201807,CIPFA,3525,2018-10-03
Corporate Resources,Employees,Indirect Employee Expenses,41234664,1,201807,CIPFA,3525,2018-10-03
Corporate Resources,Employees,Indirect Employee Expenses,41234666,1,201807,CIPFA,1488,2018-10-03
Corporate Resources,Employees,Indirect Employee Expenses,44013244,0,201807,INTUITION PUBLISHING LTD,550,2018-10-22
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1199,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1505,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1508,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1509,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1512,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1514,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1623,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1883,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3169,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3496,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3880,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4158,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,346,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,454,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,469,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,472,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,515,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,521,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,845,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1445,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1669,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1844,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1929,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1945,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,430,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,474,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,493,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,496,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,499,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,500,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,598,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,798,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1535,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1765,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1967,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2024,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148028784,2,201807,MARSH LTD,6314.27,2018-10-09
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1571,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1609,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1611,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1618,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1619,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1622,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,2177,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3188,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3607,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,464,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,465,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,474,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,477,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,478,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,481,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,921,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1317,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1703,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,479,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,483,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,491,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,494,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,503,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,508,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,942,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1294,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1810,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1013,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3428,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3989,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4052,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,233,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1591,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1796,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1989,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1990,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,228,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1674,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1928,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2092,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2095,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4085,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4120,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4133,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4149,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4153,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4159,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4164,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2118,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2149,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2153,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2165,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2169,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2173,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2177,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1438,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2301,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2339,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2346,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2356,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2365,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2396,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,41235446,1,201807,QUICKTHINK CLOUD LIMITED,3038.8,2018-10-11
Corporate Resources,Supplies and Services,Comms & Computing,41235447,1,201807,QUICKTHINK CLOUD LIMITED,1310.29,2018-10-11
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1287,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,386,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,469,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41236357,1,201807,CUSTOM CARD IBS,1615,2018-10-29
Corporate Resources,Supplies and Services,Comms & Computing,41235876,1,201807,CRITIQOM,956.51,2018-10-18
Corporate Resources,Supplies and Services,Comms & Computing,41235877,1,201807,CRITIQOM,950.62,2018-10-18
Corporate Resources,Supplies and Services,Comms & Computing,41235880,1,201807,CRITIQOM,1103.75,2018-10-18
Corporate Resources,Supplies and Services,Comms & Computing,41235882,1,201807,CRITIQOM,604.53,2018-10-18
Corporate Resources,Supplies and Services,Comms & Computing,41235884,1,201807,CRITIQOM,964.94,2018-10-18
Corporate Resources,Supplies and Services,Comms & Computing,148028861,7,201807,ROYAL MAIL,604.65,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028862,7,201807,ROYAL MAIL,257.5,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028863,7,201807,ROYAL MAIL,176.4,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028863,8,201807,ROYAL MAIL,32.06,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028921,7,201807,ROYAL MAIL,198.18,2018-10-25
Corporate Resources,Supplies and Services,Comms & Computing,41235441,1,201807,VIRGIN MEDIA PAYMENTS LTD,793.16,2018-10-11
Corporate Resources,Supplies and Services,Comms & Computing,60600019,19,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4282,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4296,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4311,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4391,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2081,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2088,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2192,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2230,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2240,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1939,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1959,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1965,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2332,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2352,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Other Running Costs,148028822,1,201807,ROSSENDALES COLLECT LTD,75,2018-10-12
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1723,201807,O2 (UK) LTD,4.5,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,831,201807,O2 (UK) LTD,4.5,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,684,201807,O2 (UK) LTD,4.5,2018-10-16
Corporate Resources,Supplies and Services,"Clothing, Uniforms & Laundry",44004920,0,201807,JAMES BOYLAN SAFETY (NI) LTD T/A JBS GROUP,97.68,2018-10-01
Corporate Resources,Supplies and Services,"Clothing, Uniforms & Laundry",44004920,1,201807,JAMES BOYLAN SAFETY (NI) LTD T/A JBS GROUP,575.15,2018-10-01
Corporate Resources,Supplies and Services,Comms & Computing,148028861,1,201807,ROYAL MAIL,460.99,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028861,2,201807,ROYAL MAIL,699.96,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028862,1,201807,ROYAL MAIL,167.61,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028862,2,201807,ROYAL MAIL,583.73,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028863,1,201807,ROYAL MAIL,94.54,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028863,2,201807,ROYAL MAIL,709.2,2018-10-17
Corporate Resources,Supplies and Services,Comms & Computing,148028921,1,201807,ROYAL MAIL,90.56,2018-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148028921,2,201807,ROYAL MAIL,692.2,2018-10-25
Corporate Resources,Supplies and Services,Comms & Computing,60600019,1104,201807,O2 (UK) LTD,0.1,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3127,201807,O2 (UK) LTD,0.97,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3473,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3494,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3495,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3498,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3514,201807,O2 (UK) LTD,0.32,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3819,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3834,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4274,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4330,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4363,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,4372,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,361,201807,O2 (UK) LTD,0.13,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,829,201807,O2 (UK) LTD,0.06,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1213,201807,O2 (UK) LTD,1.16,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1609,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1614,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1615,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1616,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2191,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2216,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2221,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2222,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2229,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,2254,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,697,201807,O2 (UK) LTD,0.03,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,890,201807,O2 (UK) LTD,0.53,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1305,201807,O2 (UK) LTD,1.14,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1357,201807,O2 (UK) LTD,0.18,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1667,201807,O2 (UK) LTD,0.04,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1709,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1711,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1721,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1723,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1947,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1964,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1980,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1988,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1995,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,2006,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3400,201807,O2 (UK) LTD,0.39,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3513,201807,O2 (UK) LTD,2.94,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600019,3656,201807,O2 (UK) LTD,1.14,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1573,201807,O2 (UK) LTD,0.13,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1731,201807,O2 (UK) LTD,1.69,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600020,1746,201807,O2 (UK) LTD,1.31,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1340,201807,O2 (UK) LTD,4.48,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1552,201807,O2 (UK) LTD,0.37,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600021,1693,201807,O2 (UK) LTD,0.68,2018-10-16
Corporate Resources,Supplies and Services,Comms & Computing,60600019,659,201807,O2 (UK) LTD,10,2018-10-02
Corporate Resources,Supplies and Services,Comms & Computing,60600020,493,201807,O2 (UK) LTD,10,2018-10-08
Corporate Resources,Supplies and Services,Comms & Computing,60600021,149,201807,O2 (UK) LTD,10,2018-10-16
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41236085,1,201807,PREPAID FINANCIAL SERVICES LTD,2419.3,2018-10-19
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41236085,2,201807,PREPAID FINANCIAL SERVICES LTD,1033.51,2018-10-19
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41236085,3,201807,PREPAID FINANCIAL SERVICES LTD,1754.06,2018-10-19
