Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,497,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,498,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,500,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,502,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,514,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,521,201902,O2 (UK) LTD,0.08,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,582,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,585,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,634,201902,O2 (UK) LTD,1.66,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,647,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,665,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,668,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,750,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,857,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1052,201902,O2 (UK) LTD,5.15,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1059,201902,O2 (UK) LTD,0.69,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1150,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1197,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1215,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1218,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1223,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1276,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1356,201902,O2 (UK) LTD,8.35,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1369,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1432,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1439,201902,O2 (UK) LTD,2.42,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1449,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1475,201902,O2 (UK) LTD,1.09,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1489,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1528,201902,O2 (UK) LTD,1.81,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1529,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1530,201902,O2 (UK) LTD,0.23,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1532,201902,O2 (UK) LTD,6.95,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1535,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1597,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1620,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1628,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1631,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1653,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1655,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1686,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1688,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1689,201902,O2 (UK) LTD,10.1,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1693,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1700,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1897,201902,O2 (UK) LTD,5.13,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2016,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2101,201902,O2 (UK) LTD,0.39,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2136,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2144,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2154,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2157,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2352,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2426,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2440,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148031455,20,201902,CENTRAL TAXIS GATESHEAD LIMITED,336,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,59,201902,O2 (UK) LTD,0.38,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,96,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,194,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,307,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,332,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,338,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,435,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,657,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1101,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1536,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1762,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1921,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2294,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2321,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2430,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,41250517,2,201902,NATIONAL OPEN COLLEGENETWORK,3271.17,2019-05-13,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,309,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,589,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,984,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1079,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1500,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1630,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1792,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1803,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1806,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1824,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1847,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1946,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1961,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2275,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2284,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2407,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,44036296,0,201902,NEW LEAF ASP,800,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,44036298,0,201902,NEW LEAF ASP,700,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,44036301,0,201902,NEW LEAF ASP,1075,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,44036303,0,201902,NEW LEAF ASP,525,2019-05-09,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,235,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,238,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,252,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,436,201902,O2 (UK) LTD,0.12,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,448,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,489,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,815,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1041,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1042,201902,O2 (UK) LTD,1.24,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1364,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2145,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2150,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,104,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,118,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1325,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1988,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2013,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41249852,2,201902,CITY & GUILDS,424.5,2019-05-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001079,20,201902,CLICK TRAVEL LTD,122.6,2019-05-01,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001079,28,201902,CLICK TRAVEL LTD,114.45,2019-05-01,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,715,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,726,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1000,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1219,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1238,201902,O2 (UK) LTD,13.29,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1240,201902,O2 (UK) LTD,13.29,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1245,201902,O2 (UK) LTD,13.29,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1247,201902,O2 (UK) LTD,13.29,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1249,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1250,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1251,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1253,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1254,201902,O2 (UK) LTD,13.29,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1257,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1278,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1281,201902,O2 (UK) LTD,13.75,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1309,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1509,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1521,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1558,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2018,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2295,201902,O2 (UK) LTD,0.13,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2365,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251408,1,201902,REDACTED - Personal Information,1050,2019-05-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251409,1,201902,REDACTED - Personal Information,4200,2019-05-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251410,1,201902,REDACTED - Personal Information,2100,2019-05-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251437,1,201902,IAN DOUGLAS MITCHELL,810,2019-05-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251438,1,201902,TARA PETERS,1050,2019-05-23,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,646,201902,O2 (UK) LTD,11.63,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1862,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,371,201902,O2 (UK) LTD,0.24,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,374,201902,O2 (UK) LTD,0.18,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,379,201902,O2 (UK) LTD,4.61,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,644,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1105,201902,O2 (UK) LTD,1.62,2019-05-21,
"Care, Wellbeing & Learning",Employees,Indirect Employee Expenses,44038169,0,201902,ASSOC OF DIRECTORS OF CHILDRENS SERVICES,780,2019-05-22,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,157,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2179,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2331,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2332,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001108,16,201902,CLICK TRAVEL LTD,11,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001108,52,201902,CLICK TRAVEL LTD,12.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,812,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,819,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1211,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1774,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2070,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2388,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41249205,1,201902,NEWCASTLE CITY COUNCIL,728.95,2019-05-03,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1171,201902,O2 (UK) LTD,10,2019-05-21,
