Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1745,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1759,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1768,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1782,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1783,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1796,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600007,1822,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,41,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,44,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,48,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,160,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,195,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,204,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,212,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,220,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,234,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,237,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,239,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,341,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,344,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,374,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,405,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,514,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,611,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,661,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1198,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1284,201706,O2 (UK) LTD,19.21,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1298,201706,O2 (UK) LTD,19.21,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1302,201706,O2 (UK) LTD,19.21,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1341,201706,O2 (UK) LTD,19.21,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1377,201706,O2 (UK) LTD,19.21,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1401,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1535,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1538,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1542,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1696,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600008,1698,201706,O2 (UK) LTD,10,2017-09-26
Office of the Chief Executive,Supplies and Services,Comms & Computing,41207294,1,201706,SITEIMPROVE LTD,4940,2017-09-22
Corporate Resources,Employees,Agency Staff,60091239,21,201706,DE POEL MANAGED SERVICES LIMITED,470.88,2017-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,300000176,12,201706,CLICK TRAVEL LTD,6.97,2017-09-27
Corporate Resources,Supplies and Services,Comms & Computing,60600007,384,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,403,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,418,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,421,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,422,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,424,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1032,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1203,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1513,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1697,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1851,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1928,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,408,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,475,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,485,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,487,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,488,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,495,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,853,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1244,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1301,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1607,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1675,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1695,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148025545,2,201706,MARSH LTD,6566.54,2017-09-28
Corporate Resources,Transport,Car Allowances,148025354,2,201706,CO - WHEELS CARCLUB CIC,0.52,2017-09-07
Corporate Resources,Supplies and Services,Comms & Computing,60600007,393,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,395,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,397,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,398,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,408,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,409,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,470,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1601,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,134,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,402,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,404,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,406,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,417,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,481,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,494,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1125,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,300000176,4,201706,CLICK TRAVEL LTD,18.21,2017-09-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000176,10,201706,CLICK TRAVEL LTD,18.21,2017-09-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000176,13,201706,CLICK TRAVEL LTD,24.21,2017-09-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000176,15,201706,CLICK TRAVEL LTD,24.21,2017-09-27
Corporate Resources,Supplies and Services,Comms & Computing,60600007,81,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1480,201706,O2 (UK) LTD,12.96,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1698,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1702,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,430,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1388,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1533,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1543,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1181,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1184,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1189,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1270,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1358,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1361,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1363,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1838,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1849,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1854,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1855,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1867,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1873,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1968,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,148025426,3,201706,CLICK TRAVEL LTD,104.1,2017-09-14
Corporate Resources,Supplies and Services,Comms & Computing,43966777,0,201706,QUICKTHINK CLOUD LIMITED,1293.36,2017-09-18
Corporate Resources,Supplies and Services,Comms & Computing,43966443,0,201706,ARYANE COMPUTERS,428,2017-09-13
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1774,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,371,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,148025365,7,201706,ROYAL MAIL,1191.31,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,7,201706,ROYAL MAIL,1694.05,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025389,7,201706,ROYAL MAIL,699.67,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025468,7,201706,ROYAL MAIL,1296.11,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,41206662,1,201706,VIRGIN MEDIA PAYMENTS LTD,805.8,2017-09-13
Corporate Resources,Supplies and Services,Comms & Computing,60600007,695,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,699,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,700,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,705,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,706,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,388,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,395,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,412,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,486,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,493,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",147038095,1,201706,HMCS,3024,2017-09-27
Corporate Resources,Supplies and Services,Other Running Costs,148025473,1,201706,ROSSENDALES COLLECT LTD,293.48,2017-09-20
Corporate Resources,Supplies and Services,Other Running Costs,148025535,2,201706,ROSSENDALES COLLECT LTD,75,2017-09-27
Corporate Resources,Supplies and Services,Comms & Computing,60600007,207,201706,O2 (UK) LTD,4.5,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,627,201706,O2 (UK) LTD,4.62,2017-09-26
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",147038095,2,201706,HMCS,174,2017-09-27
Corporate Resources,Transport,Car Allowances,148025354,3,201706,CO - WHEELS CARCLUB CIC,2.34,2017-09-07
Corporate Resources,Transport,Car Allowances,148025354,1,201706,CO - WHEELS CARCLUB CIC,2.47,2017-09-07
Corporate Resources,Transport,Car Allowances,148025354,4,201706,CO - WHEELS CARCLUB CIC,1.95,2017-09-07
Corporate Resources,Supplies and Services,Comms & Computing,148025365,1,201706,ROYAL MAIL,67.37,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025365,2,201706,ROYAL MAIL,970.88,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,1,201706,ROYAL MAIL,389.98,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,2,201706,ROYAL MAIL,906.98,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025389,1,201706,ROYAL MAIL,52.4,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025389,2,201706,ROYAL MAIL,738.7,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025468,1,201706,ROYAL MAIL,155.6,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,148025468,2,201706,ROYAL MAIL,951.56,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,60600007,652,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,654,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,655,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,659,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,675,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,678,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,685,201706,O2 (UK) LTD,0.27,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,697,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,724,201706,O2 (UK) LTD,0.17,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,824,201706,O2 (UK) LTD,1.61,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1485,201706,O2 (UK) LTD,0.1,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1544,201706,O2 (UK) LTD,1.63,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,82,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,83,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,133,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,419,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,424,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,425,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,442,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,489,201706,O2 (UK) LTD,0.35,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,624,201706,O2 (UK) LTD,0.03,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1049,201706,O2 (UK) LTD,1.85,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1216,201706,O2 (UK) LTD,0.79,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1466,201706,O2 (UK) LTD,0.21,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1622,201706,O2 (UK) LTD,0.92,2017-09-26
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41206905,1,201706,TEAM NETSOL,1600,2017-09-18
Corporate Resources,Third Party Payments,Third Party Payments,147037853,2,201706,PAYPOINT PLC,568,2017-09-08
Corporate Resources,Third Party Payments,Third Party Payments,147037884,2,201706,PAYPOINT PLC,197,2017-09-08
Corporate Resources,Third Party Payments,Third Party Payments,147037965,2,201706,PAYPOINT PLC,170,2017-09-16
Corporate Resources,Third Party Payments,Third Party Payments,147038032,2,201706,PAYPOINT PLC,89,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,60600007,614,201706,O2 (UK) LTD,0.49,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1486,201706,O2 (UK) LTD,0.82,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1393,201706,O2 (UK) LTD,0.09,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1616,201706,O2 (UK) LTD,0.41,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1645,201706,O2 (UK) LTD,0.48,2017-09-26
Corporate Resources,Employees,Indirect Employee Expenses,148025320,1,201706,TYNE & WEAR PENSION FUND,41823,2017-09-04
Corporate Resources,Employees,Indirect Employee Expenses,148025383,1,201706,TYNE & WEAR PENSION FUND,38566,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1004,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,809,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Employees,Indirect Employee Expenses,148025482,1,201706,TYNE & WEAR PENSION FUND,91166,2017-09-20
Corporate Resources,Transport,Public Transport and Taxi Fares,148025426,1,201706,CLICK TRAVEL LTD,133.1,2017-09-14
Corporate Resources,Supplies and Services,Comms & Computing,148025405,1,201706,MIDLAND SOFTWARE LTD,3959,2017-09-13
Corporate Resources,Supplies and Services,Comms & Computing,148025365,6,201706,ROYAL MAIL,116.29,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,6,201706,ROYAL MAIL,182.73,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025389,6,201706,ROYAL MAIL,25.87,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025468,6,201706,ROYAL MAIL,38.08,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,148025365,3,201706,ROYAL MAIL,94.98,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025365,4,201706,ROYAL MAIL,173.12,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,3,201706,ROYAL MAIL,127.28,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,4,201706,ROYAL MAIL,142.23,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025389,3,201706,ROYAL MAIL,108.12,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025389,4,201706,ROYAL MAIL,92.73,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025468,3,201706,ROYAL MAIL,178.44,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,148025468,4,201706,ROYAL MAIL,282.52,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1848,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Supplies and Services,Comms & Computing,60600008,1610,201706,O2 (UK) LTD,10,2017-09-26
Corporate Resources,Transport,Car Allowances,148025354,57,201706,CO - WHEELS CARCLUB CIC,860.71,2017-09-07
Corporate Resources,Supplies and Services,Comms & Computing,148025365,5,201706,ROYAL MAIL,13.84,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025382,5,201706,ROYAL MAIL,7.47,2017-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148025389,5,201706,ROYAL MAIL,8.62,2017-09-12
Corporate Resources,Supplies and Services,Comms & Computing,148025468,5,201706,ROYAL MAIL,8.21,2017-09-20
Corporate Resources,Supplies and Services,Comms & Computing,60600007,1850,201706,O2 (UK) LTD,2.56,2017-09-26
