Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627152,397.51,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627154,696.53,SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627501,747.13,ACCR14/15-EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627504,829.43,ACCR14/15-SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627153,1057.94,EXHIBITION HALLS G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627151,2025.37,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-13,BRITISH GAS TRADING LTD,4627502,13.58,ACCR14/15-HIC(INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-01,BRITISH GAS TRADING LTD,4627152,25.05,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-01,BRITISH GAS TRADING LTD,4627154,40.91,SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-13,BRITISH GAS TRADING LTD,4627501,47.09,ACCR14/15-EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-13,BRITISH GAS TRADING LTD,4627504,48.71,ACCR14/15-SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-01,BRITISH GAS TRADING LTD,4627153,62.14,EXHIBITION HALLS G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,2015-04-01,BRITISH GAS TRADING LTD,4627151,127.65,EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Security Systems-Inst & Maint,2015-04-27,CARELINE SECURITY LTD,4628766,235.00,SPRINGFIELD HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-04-15,ECOLAB LTD,4627132,2372.51,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,GARBUTT SERVICES,4627912,304.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,2015-04-29,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4628408,225.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,2015-04-15,HARROGATE SCAFFOLDING,4626990,980.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-27,KONE PLC,4627251,1235.04,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Painting,2015-04-22,MITIE PROPERTY SERVICES (UK) LTD,4627105,295.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Painting,2015-04-15,MITIE PROPERTY SERVICES (UK) LTD,4626905,11975.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,2015-04-27,NEO PROPERTY SOLUTIONS LTD,4629007,1218.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,2015-04-27,NEO PROPERTY SOLUTIONS LTD,4629007,780.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,2015-04-27,NEO PROPERTY SOLUTIONS LTD,4629005,71239.10,Phase 2  toilet refurbishments
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-04-29,NPOWER LTD,4628525,219.59,ELEC - SUN PAVILLION
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-04-29,NPOWER LTD,4628524,361.54,ELEC - EXHIBITION HALLS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,2015-04-22,NPOWER LTD,4628092,33201.01,ELEC - HIC (INC QUEENS SUITE)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Fire Systems-Inst & Maint,2015-04-29,ROSSE SYSTEMS,4628293,3040.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-27,SCOTTON PARK ELECTRICAL CONTRACTORS,4628309,1738.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-27,SCOTTON PARK ELECTRICAL CONTRACTORS,4628309,1738.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-27,SCOTTON PARK ELECTRICAL CONTRACTORS,4628309,2114.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SILCOCK LEEDHAM CONSULTING ENGINEERS LTD,4628329,2912.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,98.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,72.33,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,244.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,27.08,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,83.08,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,77.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,84.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,151.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,25.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,27.92,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Water & Sewerage,2015-04-27,YORKSHIRE WATER PLC,4628659,7778.90,WATER - HIC (INC QUEENS SUITE)
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2015-04-29,TEAM (ENERGY AUDITING AGENCY LTD),4628257,2031.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Protective Clothing,2015-04-01,ARCO LTD,4625796,320.17,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-29,BROOK STREET (UK) LTD,4629115,358.78,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-29,BROOK STREET (UK) LTD,4629124,422.10,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-29,BROOK STREET (UK) LTD,4629121,440.19,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-29,MATCHTECH GROUP UK LTD,4628335,687.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-08,MATCHTECH GROUP UK LTD,4625836,907.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-08,MATCHTECH GROUP UK LTD,4625838,907.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-15,MATCHTECH GROUP UK LTD,4626902,907.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-08,MATCHTECH GROUP UK LTD,4625837,912.00,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-29,MATCHTECH GROUP UK LTD,4628336,935.00,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-15,MATCHTECH GROUP UK LTD,4626901,1278.70,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-27,MATCHTECH GROUP UK LTD,4628343,1415.50,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-01,MATCHTECH GROUP UK LTD,4625835,1425.00,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-15,MATCHTECH GROUP UK LTD,4627235,2000.70,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2015-04-15,MATCHTECH GROUP UK LTD,4627239,2050.10,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2015-04-15,PENNINE DRAWING OFFICE SUPPLIES,4626101,453.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2015-04-15,TMP (UK) LTD,4626377,368.80,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2015-04-15,TMP (UK) LTD,4626378,626.96,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2015-04-01,TMP (UK) LTD,4625328,774.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Internal Drainage Board Levies,2015-04-27,AINSTY (2008) INTERNAL DRAINAGE BOARD,4628217,17833.40,Special Levy 1st installment
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Other Premises Related Costs,2015-04-27,MULBRAND LTD,4628704,790.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Other Premises Related Costs,2015-04-27,MULBRAND LTD,4628705,1045.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Internal Drainage Board Levies,2015-04-27,SWALE & URE DRAINAGE BOARD,4628216,34612.55,Special levy 1st installment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Other Supplies & Services,2015-04-29,CPA GLOBAL LIMITED,4628911,424.00,Trademark renewal Harrogate Water
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Grants/Contribs to Other Bodies,2015-04-22,MXB T/A WRENS LTD,4628624,1171.72,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Grants/Contribs to Other Bodies,2015-04-01,REDACTED - PERSONAL DATA,4627141,2000.00,ACCR1415 Business Booster Grant Scheme  Sept 14 Panel
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Other Consultants Fees,2015-04-20,THE ENERGY SAVING TRUST LTD,4628301,8863.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Supplies & Services,2015-04-29,HARROGATE & DISTRICT TRAVEL LTD,4629173,424.44,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,ICT Rechargeables,2015-04-01,IDOX SOFTWARE LTD,4625065,5000.00,credit trans 4618191
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,ICT Rechargeables,2015-04-01,IDOX SOFTWARE LTD,4625064,1125.00,credit trans 4618191
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Consultants Fees,2015-04-22,VALUATION OFFICE AGENCY,4627628,1826.99,Valuation work
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-15,AB ECOLOGY,4626516,650.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-29,COMMUNITY ARCHAEOLOGY LTD,4629280,500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Materials,2015-04-15,GRANTLEY SAW MILLS LTD,4627850,245.90,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Non Qualification Training,2015-04-27,HIGHLANDER LTD,4628700,295.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,ICT Rechargeables,2015-04-01,IDOX SOFTWARE LTD,4623283,950.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Staff Advertising,2015-04-29,LANDSCAPE SERVICES,4628157,750.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-22,MICHELLE PILKINGTON,4626903,390.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Catering - Direct Purchases,2015-04-13,MRS CJ PRINCE,4627242,400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,ICT Rechargeables,2015-04-22,NETREADY LTD,4628462,9450.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Grants/Contribs to Other Bodies,2015-04-27,NORTH YORKSHIRE COUNTY COUNCIL,4628489,40000.00,Grant site delivery
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2015-04-29,OBJECTIVE CORPORATION UK LTD,4628313,1425.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-22,PETER BRETT ASSOCIATES LLP,4627878,1154.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-01,THE CYBER MILL LIMITED,4626911,7800.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Grants/Contribs to Other Bodies,2015-04-29,THE NATIONAL ASSOCIATION FOR AONBs,4628195,2500.00,ANNUAL FUNDING 2015
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2015-04-15,THORPE TREES,4626909,3111.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-20,YORKSHIRE FARMING AND WILDLIFE LLP,4628223,2700.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2015-04-15,YORKSHIRE FARMING AND WILDLIFE LLP,4627848,5175.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2015-04-01,YORKSHIRE WILDLIFE TRUST,4626559,988.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2015-04-01,YORKSHIRE WILDLIFE TRUST,4626559,9324.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2015-04-01,YORKSHIRE WILDLIFE TRUST,4626559,276.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Holiday Tourism,Grants/Contribs to Other Bodies,2015-04-27,WELCOME TO HARROGATE LTD,4628928,50000.00,Grant to Visit Harrogate
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,ICT Rechargeables,2015-04-22,IDOX SOFTWARE LTD,4627037,950.00,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2015-04-08,AIRE VALLEY REWINDS,4625580,1123.60,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2015-04-20,BRITISH GAS BUSINESS,4624083,267.92,credit trans 4621982
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627479,2862.13,ACCR14/15-ROYAL BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627494,5114.39,ACCR1415 ROYAL BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627475,8170.56,ACCR14/15-ROYAL BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2015-04-13,BRITISH GAS TRADING LTD,4627479,180.38,ACCR14/15-ROYAL BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2015-04-13,BRITISH GAS TRADING LTD,4627494,322.33,ACCR1415 ROYAL BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2015-04-13,BRITISH GAS TRADING LTD,4627475,514.94,ACCR14/15-ROYAL BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2015-04-20,DUNPHY COMBUSTION LTD,4626991,2739.22,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,375.00,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4626980,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Planned Maintenance,2015-04-29,SPIE MATTHEW HALL LTD,4628276,131.50,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Planned Maintenance,2015-04-29,SPIE MATTHEW HALL LTD,4628276,92.92,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2015-04-29,SPIE MATTHEW HALL LTD,4628276,244.08,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2015-04-08,TEAM (ENERGY AUDITING AGENCY LTD),4626363,950.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2015-04-01,ARJ CRE8 LTD,4625477,2134.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2015-04-22,ARTSTAT,4628437,281.22,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Hire of Museum Exhibits,2015-04-22,CHAPTERHOUSE THEATRE COMPANY,4628598,600.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2015-04-29,CONTEMPORARY ART SOCIETY,4629152,1000.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2015-04-22,D HARE,4626858,569.40,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Advertising,2015-04-22,INFO DISPLAY LTD,4626961,320.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Advertising,2015-04-22,INFO DISPLAY LTD,4626958,332.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Advertising,2015-04-22,INFO DISPLAY LTD,4626962,341.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2015-04-29,L GOODBAND,4629072,2608.80,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2015-04-29,N BARKER,4629182,227.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2015-04-20,OLIVIA HERON,4628160,504.00,
Harrogate Borough Council,Transport,R,Economy & Culture,Museums,Travel,2015-04-22,REDFERN TRAVEL LTD,4627563,78.23,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2015-04-29,THE HARROGATE ARTS & MERCER GALLERY DEVELOPMENT TRUST,4629154,481.00,Mercer Friends
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Advertising,2015-04-01,TIG,4625091,1100.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2015-04-22,WHARFEDALE DECORATIONS LTD,4626959,846.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-27,AIR LIQUIDE UK LTD,4628792,260.60,NIDDERDALE POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-27,AIR LIQUIDE UK LTD,4628793,271.10,NIDDERDALE POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2015-04-01,AROUND AND ABOUT DISTRIBUTION,4626442,350.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,2015-04-20,ASA AWARDING BODY,4627919,720.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Swimming Awards,2015-04-20,ASA AWARDS,4627920,605.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,2015-04-20,BERENDSEN UK LTD,4628173,288.00,Turkish Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,2015-04-22,BERENDSEN UK LTD,4627245,6239.40,TURKISH BATH AND HEALTH SPA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2015-04-27,BEYOND DIGITAL,4628452,377.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-27,BRENNTAG UK LIMITED,4628446,397.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Miscellaneous Expenditure,2015-04-08,CMS VOCATIONAL TRAINING LIMITED,4627254,208.33,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-08,CRYOSERVICE LTD,4626503,213.25,HARROGATE HYDRO
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-29,CRYOSERVICE LTD,4629223,213.91,TURKISH BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-29,CRYOSERVICE LTD,4629228,404.74,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2015-04-29,CRYOSERVICE LTD,4628781,543.25,HARROGATE HYDRO
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2015-04-08,DAVINES UK LTD,4625799,365.40,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2015-04-01,DAVINES UK LTD,4625590,598.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2015-04-08,DAVINES UK LTD,4625801,1295.10,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-01,DIRECT PARTS SUPPLY LTD,4625486,255.52,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2015-04-15,DISCLOSURE AND BARRING SERVICE,4627612,44.00,accr1415 March checks
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-22,F B JESPER & SON LTD,4627081,291.98,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2015-04-29,GERRARD INTERNATIONAL LTD,4628411,222.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4627130,333.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4627130,111.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4627130,666.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4627130,111.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4627130,111.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4627130,222.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2015-04-15,IQL UK LTD,4626489,328.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2015-04-29,JAKE ANTHONY LTD,4629059,379.10,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,2015-04-20,LEEDS CITY COUNCIL,4627868,600.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Uniforms,2015-04-15,MOVILLE CLOTHING CO LTD,4627949,362.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2015-04-29,P P SNACK FOODS LTD,4628162,260.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2015-04-01,P P SNACK FOODS LTD,4625848,34.85,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2015-04-01,P P SNACK FOODS LTD,4625848,309.19,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2015-04-01,P P SNACK FOODS LTD,4625848,34.85,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2015-04-15,P P SNACK FOODS LTD,4626488,26.97,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2015-04-15,P P SNACK FOODS LTD,4626488,26.97,
