Body Name,Expenditure Category(T),Capital/ Revenue,Service Label(T),Service Code(T),Expenditure Code,Expenditure Code(T),Payment Date,Supplier Name,Supplier Name(T),Transaction No.,Net Amount,Narrative
O8,Supplies and Services,A,Community,Bereavement Services,202,Hort Materials - Direct Purchase,2022-03-16,219645,PEACOCK BROTHERS,3643861,289.92,
O8,Premises,A,Community,Bereavement Services,087,Payments to Ext Contractors,2022-03-14,230802,STEPHEN WATEFIELD,3644413,500.00,
O8,Supplies and Services,A,Community,Bereavement Services,171,Equipment,2022-03-16,204114,TELESHORE UK LTD,3643467,877.80,
O8,Supplies and Services,A,Community,Bereavement Services,171,Equipment,2022-03-21,204114,TELESHORE UK LTD,3645091,877.80,Equipment
O8,Supplies and Services,A,Community,Bereavement Services,171,Equipment,2022-03-23,204114,TELESHORE UK LTD,3645092,1362.00,
O8,Supplies and Services,A,Community,Bereavement Services,440,Miscellaneous Expenditure,2022-03-02,227509,VIVEDIA LTD T/A OBITUS,3643124,3181.00,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-30,229249,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3645623,299.60,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-07,229249,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3643956,516.81,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-07,229249,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3643647,599.20,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-16,229249,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3644807,704.06,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-07,230068,JANGRO NETWORK LIMITED,3642918,256.31,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-28,230068,JANGRO NETWORK LIMITED,3643814,316.00,Ripon Town Hall
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-23,230068,JANGRO NETWORK LIMITED,3643815,747.15,Claro Road
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2022-03-14,200249,NORTHGATE VEHICLE HIRE LTD,3643612,215.88,
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2022-03-21,200249,NORTHGATE VEHICLE HIRE LTD,3643605,233.80,IHMT
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2022-03-14,200249,NORTHGATE VEHICLE HIRE LTD,3643606,233.80,IHMT
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2022-03-14,200249,NORTHGATE VEHICLE HIRE LTD,3643607,233.80,IHMT
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2022-03-14,200249,NORTHGATE VEHICLE HIRE LTD,3643609,233.80,IHMT
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-16,204317,TRAVAIL EMPLOYMENT GROUP LTD,3644931,384.21,Temporary Staff
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-21,204317,TRAVAIL EMPLOYMENT GROUP LTD,3644955,665.29,Temporary Staff
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2022-03-28,204317,TRAVAIL EMPLOYMENT GROUP LTD,3645578,761.36,Temporary Staff
O8,Supplies and Services,A,Community,Business Development,440,Miscellaneous Expenditure,2022-03-09,204635,BOB COWELL,3644248,268.00,
O8,Supplies and Services,A,Community,Business Development,440,Miscellaneous Expenditure,2022-03-09,204635,BOB COWELL,3644246,370.00,
O8,Supplies and Services,A,Community,Business Development,230,Catering - Vending Purchases,2022-03-16,230574,FCN FROZEN FOODS,3644397,305.30,
O8,Supplies and Services,A,Community,Business Development,230,Catering - Vending Purchases,2022-03-02,230574,FCN FROZEN FOODS,3643189,401.80,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2022-03-16,203024,NORTH YORKSHIRE COUNTY COUNCIL,3643943,59194.22,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2022-03-09,203024,NORTH YORKSHIRE COUNTY COUNCIL,3643941,59322.05,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2022-03-09,203024,NORTH YORKSHIRE COUNTY COUNCIL,3643940,59574.42,
O8,Premises,A,Community,Business Development,154,Cleaning & Hygiene Services,2022-03-02,221836,PAUL WHITAKER,3642742,456.00,
O8,Premises,A,Community,Business Development,154,Cleaning & Hygiene Services,2022-03-30,221836,PAUL WHITAKER,3644179,456.00,
O8,Supplies and Services,A,Community,Business Development,440,Miscellaneous Expenditure,2022-03-09,204025,STREETMASTER (SOUTH WALES) LTD,3644352,77.00,
O8,Supplies and Services,A,Community,Business Development,440,Miscellaneous Expenditure,2022-03-09,204025,STREETMASTER (SOUTH WALES) LTD,3644352,868.00,
O8,Supplies and Services,A,Community,Business Development,440,Miscellaneous Expenditure,2022-03-02,204025,STREETMASTER (SOUTH WALES) LTD,3643446,77.00,
O8,Supplies and Services,A,Community,Business Development,440,Miscellaneous Expenditure,2022-03-02,204025,STREETMASTER (SOUTH WALES) LTD,3643446,998.20,
O8,Income,A,Community,Business Development,841,Pest Control-Comm Contracts,2022-03-16,230951,THE YORKSHIRE PARTY COMPANY,3644922,344.40,PQ Refund of overpayment
O8,Premises,B,Community,Car Parking,098,Planned Repairs,2022-03-23,204630,A. E. DUFFIELD & SONS LIMITED,3644139,34609.90,
O8,Premises,B,Community,Car Parking,098,Planned Repairs,2022-03-09,204630,A. E. DUFFIELD & SONS LIMITED,3644143,114289.47,
O8,Premises,A,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2022-03-16,204630,A. E. DUFFIELD & SONS LIMITED,3643373,2600.00,
O8,Supplies and Services,A,Community,Car Parking,283,Credit Card Fees,2022-03-30,227049,ADVAM (UK) LTD,3642860,1127.88,
O8,Supplies and Services,A,Community,Car Parking,283,Credit Card Fees,2022-03-30,227049,ADVAM (UK) LTD,3644571,1400.82,
O8,Transport,M,Community,Car Parking,451,Fuel/Oil,2022-03-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3645641,130.44,AS60046921
O8,Transport,M,Community,Car Parking,451,Fuel/Oil,2022-03-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3644277,64.80,AS60046921
O8,Transport,M,Community,Car Parking,451,Fuel/Oil,2022-03-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3643436,182.84,AS60046921
O8,Supplies and Services,A,Community,Car Parking,292,Credit Card Services,2022-03-28,230271,GO2SIM LTD,3642513,132.00,
O8,Supplies and Services,A,Community,Car Parking,292,Credit Card Services,2022-03-30,230271,GO2SIM LTD,3645397,132.00,
O8,Supplies and Services,A,Community,Car Parking,292,Credit Card Services,2022-03-28,230271,GO2SIM LTD,3645410,132.00,Off street SIMS
O8,Supplies and Services,M,Community,Car Parking,251,External Printing/Typesetting,2022-03-02,227188,INTEGRITY PRINT LTD,3642864,1567.80,
O8,Supplies and Services,M,Community,Car Parking,251,External Printing/Typesetting,2022-03-30,227188,INTEGRITY PRINT LTD,3644259,3197.50,
O8,Supplies and Services,A,Community,Car Parking,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,341.96,Car Parking Adjudication Serv
O8,Supplies and Services,M,Community,Car Parking,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,-1932.00,Car Parking Adjudication Serv
O8,Supplies and Services,M,Community,Car Parking,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,1932.00,Car Parking Adjudication Serv
O8,Premises,A,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2022-03-28,226383,SCHEIDT & BACHMANN (UK) LTD,3642467,6726.69,
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,221350,AEBI SCHMIDT UK LTD,3644836,252.90,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,221350,AEBI SCHMIDT UK LTD,3644837,936.16,Claro Road
O8,Transport,K,Community,Central Transport,451,Fuel/Oil,2022-03-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3645641,32.69,AS60046921
O8,Transport,K,Community,Central Transport,451,Fuel/Oil,2022-03-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3644277,37.45,AS60046921
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-09,202281,BUCHER MUNICIPAL LTD,3643387,502.22,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,201012,CROSSROADS TRUCK & BUS,3645022,827.66,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-09,201056,DENNIS EAGLE LTD,3643081,246.18,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,201056,DENNIS EAGLE LTD,3644585,252.37,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-21,201056,DENNIS EAGLE LTD,3643813,277.95,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-09,201056,DENNIS EAGLE LTD,3643083,388.38,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-28,201056,DENNIS EAGLE LTD,3645563,420.86,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,201056,DENNIS EAGLE LTD,3645694,476.06,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,201056,DENNIS EAGLE LTD,3644819,488.75,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,201056,DENNIS EAGLE LTD,3645686,570.57,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-14,201056,DENNIS EAGLE LTD,3644584,811.74,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,201056,DENNIS EAGLE LTD,3644411,1225.42,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,201056,DENNIS EAGLE LTD,3644412,2373.46,Claro Road
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-09,227388,DIGRAPH TRANSPORT SERVICES LTD,3643264,900.00,Claro Road
O8,Transport,M,Community,Central Transport,452,Tyres/Tubes,2022-03-02,226519,DIRECT TYRE MANAGEMENT LTD,3642976,1209.46,CONTRACT TYRE AND SERVICE COSTS
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-02,200832,EVANS HALSHAW DAF LEEDS,3642786,320.20,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,201599,GIBSONS GARDEN MACHINERY LTD,3643637,298.64,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,201599,GIBSONS GARDEN MACHINERY LTD,3643638,384.66,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-02,201599,GIBSONS GARDEN MACHINERY LTD,3643145,549.38,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-14,223069,JC PAYNE SPECIALIST SERVICES LTD,3644360,209.80,
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,213683,NORTHERN RADIATORS LTD,3643840,1058.00,Claro Road
O8,Premises,M,Community,Central Transport,113,Heating Oil,2022-03-30,203275,PAUL YATES TOOL HIRE,3645000,816.00,
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-14,203607,RIPON FARM SERVICES LTD,3644586,368.50,Claro Road
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-30,224546,RIX PETROLEUM (HULL) LIMITED,3644266,-100.00,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-30,224546,RIX PETROLEUM (HULL) LIMITED,3644266,100.00,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-30,224546,RIX PETROLEUM (HULL) LIMITED,3644266,329.37,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-16,224546,RIX PETROLEUM (HULL) LIMITED,3643520,387.20,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-09,224546,RIX PETROLEUM (HULL) LIMITED,3643208,436.96,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-23,224546,RIX PETROLEUM (HULL) LIMITED,3643955,459.91,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-02,224546,RIX PETROLEUM (HULL) LIMITED,3642725,674.34,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-30,224546,RIX PETROLEUM (HULL) LIMITED,3644265,10150.80,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-02,224546,RIX PETROLEUM (HULL) LIMITED,3642726,11769.00,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-23,224546,RIX PETROLEUM (HULL) LIMITED,3643954,13887.86,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-09,224546,RIX PETROLEUM (HULL) LIMITED,3643207,14302.80,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2022-03-16,224546,RIX PETROLEUM (HULL) LIMITED,3643519,14404.70,
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,216424,S & W SERVICES (YORKSHIRE) LTD,3644339,238.00,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-16,216424,S & W SERVICES (YORKSHIRE) LTD,3643388,348.00,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,216424,S & W SERVICES (YORKSHIRE) LTD,3644340,359.00,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,216424,S & W SERVICES (YORKSHIRE) LTD,3644341,508.00,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-09,216424,S & W SERVICES (YORKSHIRE) LTD,3643154,1088.95,Claro Road
O8,Supplies and Services,M,Community,Central Transport,171,Equipment,2022-03-21,203786,SAFETYKLEEN UK LTD,3643864,227.95,Claro Road
O8,Supplies and Services,M,Community,Central Transport,171,Equipment,2022-03-23,203939,SPALDINGS (UK) LTD,3644589,144.70,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,203939,SPALDINGS (UK) LTD,3644589,8.95,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,203939,SPALDINGS (UK) LTD,3644589,109.99,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,204118,TERBERG MATEC UK,3644828,265.32,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,204118,TERBERG MATEC UK,3643873,282.24,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-30,204118,TERBERG MATEC UK,3644830,560.87,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-09,204118,TERBERG MATEC UK,3643370,2152.88,Claro Road
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2022-03-23,204118,TERBERG MATEC UK,3643865,5977.55,Claro Road
O8,Supplies and Services,M,Community,Central Transport,383,Subscriptions,2022-03-07,204289,TIMEPLAN FUEL SOLUTIONS LTD,3644190,85.00,
O8,Supplies and Services,M,Community,Central Transport,383,Subscriptions,2022-03-07,204289,TIMEPLAN FUEL SOLUTIONS LTD,3644190,635.00,
O8,Supplies and Services,A,Community,Civil Contingencies,242,Protective Clothing,2022-03-30,200290,ARCO LTD,3644238,393.66,
O8,Supplies and Services,A,Community,Civil Contingencies,433,Other Supplies & Services,2022-03-30,230145,LAURENCE WATERHOUSE CHARTERED SURVEYOR,3645806,299.00,
O8,Supplies and Services,A,Community,Civil Contingencies,433,Other Supplies & Services,2022-03-23,230567,SUSAN BRIGGS & ELIAS MOUBAYED,3645244,4736.00,PQ Payment under DEFRA FRS 2020 scheme
O8,Employees,A,Community,Commercial Services,019,Temporary Staff,2022-03-09,227245,4 PLANNING DELIVERY LIMITED,3643203,2400.00,Temporary Staff
O8,Supplies and Services,A,Community,Commercial Services,383,Subscriptions,2022-03-30,200822,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,3646085,128.75,
O8,Supplies and Services,A,Community,Commercial Services,383,Subscriptions,2022-03-30,200822,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,3646085,128.75,
O8,Supplies and Services,A,Community,Community Safety,433,Other Supplies & Services,2022-03-09,230824,K DESIGN & PRINT,3643414,225.00,
O8,Supplies and Services,A,Community,Community Safety,298,Surveys & Information,2022-03-16,202024,TIG,3643450,163.33,THEFT A1 Waterproof Posters
O8,Supplies and Services,A,Community,Community Safety,433,Other Supplies & Services,2022-03-16,202024,TIG,3643450,81.67,THEFT A1 Waterproof Posters
O8,Premises,A,Community,Community Safety,072,Planned Maintenance,2022-03-21,227085,VIZSEC (UK) LTD T/A VISUAL SECURITY SYSTEMS,3644812,1980.83,Maintenance of CCTV System
O8,Premises,A,Community,Community Safety,072,Planned Maintenance,2022-03-30,227085,VIZSEC (UK) LTD T/A VISUAL SECURITY SYSTEMS,3645560,1980.83,Maintenance of CCTV System
O8,Supplies and Services,A,Community,Enviromental Protection,383,Subscriptions,2022-03-30,200822,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,3646085,128.75,
O8,Premises,A,Community,Enviromental Protection,087,Payments to Ext Contractors,2022-03-30,230691,PERFORMANCE IN EDUCATION LLP,3646162,3200.00,
O8,Premises,A,Community,Enviromental Protection,087,Payments to Ext Contractors,2022-03-02,218339,R H ENVIRONMENTAL LTD,3642734,2515.50,
O8,Premises,A,Community,Enviromental Protection,087,Payments to Ext Contractors,2022-03-23,218339,R H ENVIRONMENTAL LTD,3644406,2531.50,
O8,Premises,A,Community,Footway Lighting,118,Harrogate & Ripon Xmas Lights,2022-03-28,226635,HARROGATE BID LIMITED,3645243,10500.00,PQ Match Grant Harrogate BID Christmas Lights 2122
O8,Premises,A,Community,Footway Lighting,118,Harrogate & Ripon Xmas Lights,2022-03-23,203600,RIPON CITY COUNCIL,3645242,6500.00,PQ Match Grant Ripon Christmas Lights 2122
O8,Premises,A,Community,Footway Lighting,102,Reactive Repairs & Maint - F&F,2022-03-28,221925,ROBINSONS LIGHTING LTD,3645787,285.00,
O8,Supplies and Services,L,Community,Highways,292,Credit Card Services,2022-03-28,230271,GO2SIM LTD,3642513,12.00,
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2022-03-28,230271,GO2SIM LTD,3642513,234.00,
O8,Supplies and Services,L,Community,Highways,292,Credit Card Services,2022-03-30,230271,GO2SIM LTD,3645397,12.00,
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2022-03-30,230271,GO2SIM LTD,3645397,234.00,
O8,Supplies and Services,L,Community,Highways,292,Credit Card Services,2022-03-28,230271,GO2SIM LTD,3645410,12.00,Booths SIMS
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2022-03-28,230271,GO2SIM LTD,3645410,234.00,On Street SIMS
O8,Supplies and Services,M,Community,Highways,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,48.30,Car Parking Adjudication Serv
O8,Supplies and Services,M,Community,Highways,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,57.77,Car Parking Adjudication Serv
O8,Supplies and Services,M,Community,Highways,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,67.23,Car Parking Adjudication Serv
O8,Supplies and Services,M,Community,Highways,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,78.25,Car Parking Adjudication Serv
O8,Supplies and Services,M,Community,Highways,300,Car Parking Adjudication Serv,2022-03-30,202734,PATROL,3643962,1338.49,Car Parking Adjudication Serv
O8,Supplies and Services,A,Community,Homelessness,327,Security services/costs,2022-03-14,230361,4 SITE SECURITY SERVICES LTD,3644774,736.30,Security Services/Costs
O8,Employees,A,Community,Homelessness,054,Non Qualification Training,2022-03-21,200822,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,3644995,495.00,
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2022-03-28,228674,DAVIS LUND LETTING AGENTS,3645729,865.00,PQ Rent In Advance
O8,Supplies and Services,A,Community,Homelessness,297,Bed & Breakfast Payments,2022-03-23,229250,EBOR MOUNT GUEST HOUSE,3645191,520.00,
O8,Supplies and Services,A,Community,Homelessness,297,Bed & Breakfast Payments,2022-03-30,229250,EBOR MOUNT GUEST HOUSE,3646000,950.00,
O8,Supplies and Services,A,Community,Homelessness,297,Bed & Breakfast Payments,2022-03-23,229250,EBOR MOUNT GUEST HOUSE,3645190,1460.00,
O8,Supplies and Services,A,Community,Homelessness,297,Bed & Breakfast Payments,2022-03-23,229250,EBOR MOUNT GUEST HOUSE,3645189,1680.00,
O8,Supplies and Services,A,Community,Homelessness,297,Bed & Breakfast Payments,2022-03-23,229250,EBOR MOUNT GUEST HOUSE,3645234,2100.00,
O8,Supplies and Services,A,Community,Homelessness,395,Prevention Fund Arrears Private Renters,2022-03-28,230988,GEORGE F WHITE,3645637,635.34,
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2022-03-30,201783,HARROGATE HOMELESS PROJECT,3644695,35000.00,
O8,Supplies and Services,A,Community,Homelessness,395,Prevention Fund Arrears Private Renters,2022-03-30,230725,HOMEGROUP,3646037,412.61,PQ Tenancy Hardship Fund
O8,Supplies and Services,A,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-03-16,230725,HOMEGROUP,3644917,1938.09,PQ AFO funding
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-28,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3644019,421.12,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-14,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3644613,421.12,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-23,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3645405,447.44,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-23,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3645407,601.24,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-07,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3644176,653.13,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-14,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3644615,773.30,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-21,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3645033,773.30,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-14,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3644614,810.30,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-21,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3645024,810.30,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-23,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3645406,826.28,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-07,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3644175,854.10,Temporary Staff
O8,Employees,A,Community,Homelessness,019,Temporary Staff,2022-03-02,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3643628,862.28,Temporary Staff
O8,Supplies and Services,A,Community,Homelessness,297,Bed & Breakfast Payments,2022-03-16,230899,KIRKSTALL SERVICED APARTMENTS LEEDS,3644326,910.00,
O8,Supplies and Services,A,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-03-09,202516,LEEDS CITY COUNCIL,3644407,873.60,AFO funding
