Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635152,333.16,Royal Hall  Maint HVAC Systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635146,558.7,Turkish Baths HVAC Systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635131,650,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635127,798.18,HCC  Preplanned Maintenance of AHU Systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635129,809.7,Nidderdale Pool LC  Maint AHUs  and  Gas Equip
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635135,1075.33,HCC Hall Q  HVAC systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635128,1176.82,Hydro  Maintenance HVAC Systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635130,1233.16,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635136,1381.65,HCC Hall QHVAC Systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-22,200199,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3635147,2095.98,HCC Studio 1   and  2  Maint HVAC Systems
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-06,215893,AIRE VALLEY REWINDS,3634180,433.6,3CRM100N
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-22,215893,AIRE VALLEY REWINDS,3635165,620.4,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,215893,AIRE VALLEY REWINDS,3634179,818,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,215893,AIRE VALLEY REWINDS,3634181,875,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,73,Electrical Repairs & Maint,2021-09-08,215893,AIRE VALLEY REWINDS,3634718,2695.00,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,73,Electrical Repairs & Maint,2021-09-22,215893,AIRE VALLEY REWINDS,3635164,8503.00,
Harrogate Borough Council,Supplies and Services,R,Community,Commercial Services,433,Other Supplies & Services,2021-09-08,221800,AIREWORTH VETS,3634485,245,
Harrogate Borough Council,Supplies and Services,R,Community,Commercial Services,433,Other Supplies & Services,2021-09-27,221800,AIREWORTH VETS,3635603,343,
Harrogate Borough Council,Supplies and Services,R,Community,Commercial Services,433,Other Supplies & Services,2021-09-27,221800,AIREWORTH VETS,3635755,343,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,268,Other Consultants Fees,2021-09-20,200201,AIREY CONSULTANCY SERVICES LTD,3634953,650,Council Reduction Scheme Annual Update
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,171,Equipment,2021-09-01,200202,AIRQUEE LTD,3634214,300,Equipment
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-01,200220,ALLANSOUND COMMUNICATIONS,3634215,255,Compliance Works
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,87,Payments to Ext Contractors,2021-09-29,207072,ALLIANCE LEISURE SERVICES LTD,3635786,141523.00,
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,87,Payments to Ext Contractors,2021-09-22,207072,ALLIANCE LEISURE SERVICES LTD,3635344,182495.80,
Harrogate Borough Council,Supplies and Services,C,Economy & Culture,Sport & Leisure,268,Other Consultants Fees,2021-09-15,207072,ALLIANCE LEISURE SERVICES LTD,3634752,11253.50,Harrogate PSDS
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,451,Fuel/Oil,2021-09-27,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3635269,204.39,AS60046921
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,451,Fuel/Oil,2021-09-27,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3635269,949.18,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,451,Fuel/Oil,2021-09-27,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3635269,37.51,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,451,Fuel/Oil,2021-09-27,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3635269,260.91,AS60046921
Harrogate Borough Council,Transport,R,Community,Central Transport,451,Fuel/Oil,2021-09-27,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3635269,28.57,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,451,Fuel/Oil,2021-09-27,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3635269,54.29,AS60046921
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2021-09-01,224805,ALTERNATIVE WINDOWS (LEEDS) LTD,3634217,575,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-06,230396,ALTUS TECHNICAL SERVICES LTD T/A ALTUS SAFETY,3632445,745,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-13,230396,ALTUS TECHNICAL SERVICES LTD T/A ALTUS SAFETY,3634161,46.23,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-13,230396,ALTUS TECHNICAL SERVICES LTD T/A ALTUS SAFETY,3634161,138.69,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-13,230396,ALTUS TECHNICAL SERVICES LTD T/A ALTUS SAFETY,3634161,138.76,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-13,230396,ALTUS TECHNICAL SERVICES LTD T/A ALTUS SAFETY,3634161,231.15,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-13,230396,ALTUS TECHNICAL SERVICES LTD T/A ALTUS SAFETY,3634161,1960.21,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,271,Counsels Fees,2021-09-29,229848,ANTHONY COLLINS SOLICITORS LLP,3635800,650,Harrogate Convention Centre
Harrogate Borough Council,Premises,R,Community,Wardens Service,164,Other Premises Related Costs,2021-09-20,230296,ARBORTECH TREE SPECIALISTS LTD,3634962,2050.00,Sunny Bank  Shaw Mills
Harrogate Borough Council,Premises,C,HCC,HIC Capital,87,Payments to Ext Contractors,2021-09-27,230299,ARCADIS LLP,3635756,76279.00,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,242,Protective Clothing,2021-09-01,200290,ARCO LTD,3634219,5.81,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,242,Protective Clothing,2021-09-01,200290,ARCO LTD,3634219,11.62,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,242,Protective Clothing,2021-09-01,200290,ARCO LTD,3634219,25.08,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,242,Protective Clothing,2021-09-01,200290,ARCO LTD,3634219,42.84,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,242,Protective Clothing,2021-09-01,200290,ARCO LTD,3634219,73.62,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,242,Protective Clothing,2021-09-01,200290,ARCO LTD,3634219,86.48,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,254,Photocopiers,2021-09-08,200293,ARENA GROUP LTD,3634575,212.08,Serial NoCNFJ54541
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,254,Photocopiers,2021-09-20,200293,ARENA GROUP LTD,3635014,482.03,CIGF10236
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,254,Photocopiers,2021-09-08,200293,ARENA GROUP LTD,3634601,925.68,Serial NoC1EJ15253
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-29,230253,ARK ELECTRICAL PROJECT LTD,3635785,3435.00,
Harrogate Borough Council,Supplies and Services,R,HCC,Operations,184,Technical Services Costs (Facia boards to 31/03/15),2021-09-06,217118,AV MATRIX LTD,3633974,275,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,339,Fixed Assets greater than 5k,2021-09-22,204227,AVOIRA LIMITED,3635212,20120.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-29,223604,AWARD ENERGY CONSULTANTS,3635806,250,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),55,Corporate Training,2021-09-15,227889,AZURE CONSULTING LTD,3634732,995,Corporate Training
Harrogate Borough Council,Supplies and Services,R,Community,Private Sector Housing,171,Equipment,2021-09-13,227600,BANNER GROUP LTD,3634347,15.72,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,209,Paper,2021-09-13,227600,BANNER GROUP LTD,3634347,223.6,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,246,Stationery/Office Consumables,2021-09-13,227600,BANNER GROUP LTD,3634347,42.15,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,246,Stationery/Office Consumables,2021-09-13,227600,BANNER GROUP LTD,3634347,28.66,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,246,Stationery/Office Consumables,2021-09-13,227600,BANNER GROUP LTD,3634347,603.67,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Technical,246,Stationery/Office Consumables,2021-09-13,227600,BANNER GROUP LTD,3634347,11.5,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,171,Equipment,2021-09-27,200446,BARRY CARTER MOTOR PRODUCTS LTD,3635759,281.8,Claro Road
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,428,Econ Development Initiatives,2021-09-01,230235,BAUMAN LYONS ARCHITECTS LTD,3634284,6330.00,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-01,230000,BEACON CONSTRUCTION (UK) LTD,1792937,872.98,348602/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-29,230000,BEACON CONSTRUCTION (UK) LTD,1794798,995,356357/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-01,230000,BEACON CONSTRUCTION (UK) LTD,1792936,1038.49,349553/3
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-27,229992,BEACON CONSTRUCTION (UK) LTD,3635631,1135.49,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,87,Payments to Ext Contractors,2021-09-08,230000,BEACON CONSTRUCTION (UK) LTD,1793136,2275.00,357015/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,87,Payments to Ext Contractors,2021-09-08,230000,BEACON CONSTRUCTION (UK) LTD,1793138,2364.95,355987/1
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-27,229992,BEACON CONSTRUCTION (UK) LTD,3635345,6335.05,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,87,Payments to Ext Contractors,2021-09-29,230000,BEACON CONSTRUCTION (UK) LTD,1794797,10851.32,355536/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,98,Planned Repairs,2021-09-08,230000,BEACON CONSTRUCTION (UK) LTD,1793137,1670.08,350466/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,98,Planned Repairs,2021-09-08,230000,BEACON CONSTRUCTION (UK) LTD,1793139,1693.98,350515/3
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,251,External Printing/Typesetting,2021-09-01,205946,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3634189,1281.60,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,251,External Printing/Typesetting,2021-09-01,205946,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3634188,3081.80,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,251,External Printing/Typesetting,2021-09-01,205946,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3634191,3112.20,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,251,External Printing/Typesetting,2021-09-01,205946,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3634191,45,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,153,Refuse Collection/Removal,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634811,200,Waste Management
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,153,Refuse Collection/Removal,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634811,200,Waste Management
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,153,Refuse Collection/Removal,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634811,200,Waste Management
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,295,Waste Disposal Charges,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634819,225,LARK HILL CEMETERY
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,295,Waste Disposal Charges,2021-09-13,219840,BIFFA WASTE SERVICES LTD,3634822,225,1 SPRINGFIELD DRIVE
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,295,Waste Disposal Charges,2021-09-13,219840,BIFFA WASTE SERVICES LTD,3634823,225,42 GASCOIGNE CRESCENT
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,295,Waste Disposal Charges,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634821,230,WHITCLIFFE HALL
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,295,Waste Disposal Charges,2021-09-08,219840,BIFFA WASTE SERVICES LTD,3634670,585,STONEFALL CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,295,Waste Disposal Charges,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634816,800,ALLERTON PARK
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,295,Waste Disposal Charges,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634817,1125.00,STONEFALL CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,295,Waste Disposal Charges,2021-09-15,219840,BIFFA WASTE SERVICES LTD,3634820,1600.00,ACUMEN
Harrogate Borough Council,Premises,C,Community,Parks,87,Payments to Ext Contractors,2021-09-15,221842,BISHOP MONKTON VILLAGE HALL,3634833,414.57,PQ Village hall doors
Harrogate Borough Council,Premises,C,Community,Parks,87,Payments to Ext Contractors,2021-09-15,221842,BISHOP MONKTON VILLAGE HALL,3634833,14225.43,PQ Village hall doors
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,48,Staff Advertising,2021-09-27,226270,BLUETOWNONLINE LTD,3635579,324,
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,48,Staff Advertising,2021-09-27,226270,BLUETOWNONLINE LTD,3635580,324,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),48,Staff Advertising,2021-09-27,226270,BLUETOWNONLINE LTD,3635581,324,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,48,Staff Advertising,2021-09-27,226270,BLUETOWNONLINE LTD,3635578,373,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),48,Staff Advertising,2021-09-27,226270,BLUETOWNONLINE LTD,3635577,324,
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),48,Staff Advertising,2021-09-27,226270,BLUETOWNONLINE LTD,3635577,324,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,87,Payments to Ext Contractors,2021-09-29,204635,BOB COWELL,3635907,1033.00,
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,152,Street Cleansing Other,2021-09-13,204635,BOB COWELL,3634483,8515.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,440,Miscellaneous Expenditure,2021-09-15,204635,BOB COWELL,3634497,1200.00,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-22,205565,BOSA CONTRACTS LTD,3635169,16940.00,Tanking Works  Harlow Park Drive
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,87,Payments to Ext Contractors,2021-09-20,230609,BOWMAN RILEY ARCHITECTS LIMITED,3635132,18725.51,
Harrogate Borough Council,Premises,R,Community,Housing Other,87,Payments to Ext Contractors,2021-09-20,230609,BOWMAN RILEY ARCHITECTS LIMITED,3635132,3024.49,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,212,Purchase of Chemicals,2021-09-27,200207,BRENNTAG UK LIMITED,3632528,252.2,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,112,Electricity,2021-09-29,200571,BRITISH GAS TRADING LTD,3635242,371.52,Unit 8 Cathedral workshops
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,55.5,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,93,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,109.5,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,123,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,139.8,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,173.55,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,243,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,305,Telephone Rental and Calls,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,526.8,VP04921370
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,332,Terminals-Communications,2021-09-08,200582,BRITISH TELECOMMUNICATIONS PLC,3634393,74,VP04921370
