Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,438,Recycling Payments,2021-09-29,224558,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3635980,12614.64,Greenwaste
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,438,Recycling Payments,2021-09-29,224558,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3635979,18369.89,Greenwaste
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,438,Recycling Payments,2021-09-29,224558,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3635989,39610.73,Greenwaste
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,438,Recycling Payments,2021-09-27,224558,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3635669,86972.76,Greenwaste
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-08,202945,NORTHERN POWERGRID (NORTHEAST) LTD,3634480,240,Car Park St Marygate
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635083,215.88,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-01,200249,NORTHGATE VEHICLE HIRE LTD,3634350,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635047,233.8,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635050,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635072,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Property Services (DCS),461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635073,233.8,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635074,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635075,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Property Services (DCS),461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635076,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635077,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635079,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635080,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635082,233.8,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635006,281.9,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635078,240.24,IHMT
Harrogate Borough Council,Transport,R,Community,Highways,461,Hire of Vehicles/Plant,2021-09-01,200249,NORTHGATE VEHICLE HIRE LTD,3632954,129.08,DAY
Harrogate Borough Council,Transport,R,Community,Highways,461,Hire of Vehicles/Plant,2021-09-01,200249,NORTHGATE VEHICLE HIRE LTD,3632954,129.08,DAY
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635036,258.16,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635048,258.16,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635049,258.16,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635071,258.16,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-01,200249,NORTHGATE VEHICLE HIRE LTD,3634255,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635041,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635042,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635043,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635044,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635051,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635052,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635053,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635054,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635055,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635056,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635057,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635058,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635059,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635060,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635061,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635062,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635063,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635064,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635065,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635066,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635067,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635068,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635069,262.36,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635070,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635081,262.36,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635046,425.32,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-01,200249,NORTHGATE VEHICLE HIRE LTD,3634252,442.96,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635039,442.96,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2021-09-20,200249,NORTHGATE VEHICLE HIRE LTD,3635040,442.96,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-15,230435,NORTHUMBRIAN ICE CREAM COMPANY LIMITED,3634606,330,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,268,Other Consultants Fees,2021-09-08,227242,NPS LEEDS LTD,3634738,237.69,
Harrogate Borough Council,Supplies and Services,R,HCC,Operations,205,Floral Decorations,2021-09-13,230329,NURTURE LANDSCAPES LTD,3634719,454.99,Monthly rental of plant displays at the above site
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,313,Mobile Telephony,2021-09-08,203109,O2,3634543,1725.16,5807565
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,313,Mobile Telephony,2021-09-29,203109,O2,3635815,2137.19,5807565
Harrogate Borough Council,Premises,R,Community,Car Parking,121,Rents & Wayleaves,2021-09-27,203116,ODEON CINEMAS LTD,3635270,4625.00,Quarterly rent in advance 2909202124122021
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,72,Planned Maintenance,2021-09-01,229091,ORBIK ELECTRONICS LTD,3634183,779.2,Planned Maintenance
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,429,Misc Expenditure Non-Vatable,2021-09-27,226255,OUTSTANDING MAP DISTRIBUTORS LTD,3635722,593.63,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-01,203217,P P SNACK FOODS LTD,3634204,284.78,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-01,203217,P P SNACK FOODS LTD,3634206,483.78,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,203217,P P SNACK FOODS LTD,3635471,68.91,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,230,Catering - Vending Purchases,2021-09-27,203217,P P SNACK FOODS LTD,3635471,676.64,
Harrogate Borough Council,Supplies and Services,R,HCC,Operations,186,Service Maintenance Contracts,2021-09-29,225203,PAKAWASTE ENGINEERING SERVICES LIMITED,3635899,330,
Harrogate Borough Council,Employees,R,Community,Homelessness,19,Temporary Staff,2021-09-08,229294,PARK AVENUE RECRUITMENT LTD,3634669,962,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,19,Temporary Staff,2021-09-08,229294,PARK AVENUE RECRUITMENT LTD,3634656,975,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,19,Temporary Staff,2021-09-20,229294,PARK AVENUE RECRUITMENT LTD,3635193,975,Temporary Staff
Harrogate Borough Council,Premises,R,Community,Technical,87,Payments to Ext Contractors,2021-09-27,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3635672,510,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,87,Payments to Ext Contractors,2021-09-15,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3634917,615,
Harrogate Borough Council,Premises,R,Community,Technical,87,Payments to Ext Contractors,2021-09-13,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3634652,1140.00,
Harrogate Borough Council,Premises,R,Community,Technical,87,Payments to Ext Contractors,2021-09-27,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3635673,1290.00,
Harrogate Borough Council,Premises,R,Community,Technical,87,Payments to Ext Contractors,2021-09-08,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3634489,1660.00,
Harrogate Borough Council,Premises,R,Community,Technical,87,Payments to Ext Contractors,2021-09-27,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3635675,1795.86,
Harrogate Borough Council,Premises,R,Community,Technical,87,Payments to Ext Contractors,2021-09-15,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3634899,3040.00,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,A03,Debits,2021-09-08,209888,PARK RETAIL LTD,3634663,4600.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,121,Rents & Wayleaves,2021-09-27,209084,PARK SQUARE PROPERTY MANAGEMENT LTD,3634654,14375.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-13,203804,PARTS ALLIANCE GROUP LTD T/A SAS AUTOPARTS,3634758,235.13,Claro Road
Harrogate Borough Council,Premises,R,Community,Business Development,154,Cleaning & Hygiene Services,2021-09-13,221836,PAUL WHITAKER,3634730,420,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,202,Hort Materials - Direct Purchase,2021-09-29,208587,PENTLAND PLANTS,3635685,103.25,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,202,Hort Materials - Direct Purchase,2021-09-29,208587,PENTLAND PLANTS,3635685,165.2,
Harrogate Borough Council,Premises,C,Economy & Culture,Economic Development,87,Payments to Ext Contractors,2021-09-29,226455,PERFECT CIRCLE JV LTD,3635821,2400.00,
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,87,Payments to Ext Contractors,2021-09-13,226455,PERFECT CIRCLE JV LTD,3634200,12831.56,
Harrogate Borough Council,Supplies and Services,R,HCC,Commercial (HIC General to 31/3/14),268,Other Consultants Fees,2021-09-08,226455,PERFECT CIRCLE JV LTD,3634546,1667.00,
Harrogate Borough Council,Supplies and Services,R,HCC,Operations,171,Equipment,2021-09-27,201427,PREMIER FARNELL UK LTD,3635715,880.8,Equipment
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,57,Professional Subscriptions,2021-09-08,204936,PROFESSIONAL CONFERENCES,3634545,285,
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,57,Professional Subscriptions,2021-09-08,204936,PROFESSIONAL CONFERENCES,3634545,804,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,301,Postage,2021-09-13,220141,PURCHASE POWER,3634634,8,Number2075023
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,301,Postage,2021-09-13,220141,PURCHASE POWER,3634634,300,Number2075023
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,54,Non Qualification Training,2021-09-08,218334,QA LIMITED,3634520,14745.40,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,352,Computer Investment spending from Reserves,2021-09-08,218334,QA LIMITED,3634520,5254.60,
Harrogate Borough Council,Transport,R,Community,Central Transport,447,Spares/Consumables Direct Purchase,2021-09-08,203403,QPS PLASTICS LTD,3634547,224,Claro Road
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-13,227507,R H FULLWOOD & CO LTD,3634490,68992.04,
Harrogate Borough Council,Premises,C,Community,Housing Development,87,Payments to Ext Contractors,2021-09-13,227507,R H FULLWOOD & CO LTD,3634491,79096.31,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634322,248,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,73,Electrical Repairs & Maint,2021-09-08,229269,R J LIFT SERVICES LTD,1793187,55,357081/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,73,Electrical Repairs & Maint,2021-09-08,229269,R J LIFT SERVICES LTD,1793187,55,357082/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,73,Electrical Repairs & Maint,2021-09-08,229269,R J LIFT SERVICES LTD,1793187,55,357083/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,73,Electrical Repairs & Maint,2021-09-08,229269,R J LIFT SERVICES LTD,1793187,55,357084/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,73,Electrical Repairs & Maint,2021-09-08,229269,R J LIFT SERVICES LTD,1793187,55,357085/1
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634328,296,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634323,308,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634331,315,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634330,345,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634333,370,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634329,482,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634335,485,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-29,229267,R J LIFT SERVICES LTD,3635741,505,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634336,559,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-27,229267,R J LIFT SERVICES LTD,3635660,606.8,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634339,615,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-29,229267,R J LIFT SERVICES LTD,3635727,648,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634337,680,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-27,229267,R J LIFT SERVICES LTD,3635310,693.84,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-27,229267,R J LIFT SERVICES LTD,3635312,756,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-27,229267,R J LIFT SERVICES LTD,3635329,756,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-01,229267,R J LIFT SERVICES LTD,3634325,922.5,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,73,Electrical Repairs & Maint,2021-09-27,229267,R J LIFT SERVICES LTD,3635671,2824.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-29,229267,R J LIFT SERVICES LTD,3635805,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-29,229267,R J LIFT SERVICES LTD,3635805,275,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-08,229267,R J LIFT SERVICES LTD,3634327,220,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,55,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,110,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,165,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,75,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2021-09-15,229267,R J LIFT SERVICES LTD,3634662,220,
