Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633821,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633882,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634290,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634291,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634811,418.84,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634812,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634813,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633888,418.84,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633888,1913.08,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-15,BROOK STREET (UK) LTD,4633888,837.68,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634285,1528.20,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634285,418.84,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634285,509.40,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,BROOK STREET (UK) LTD,4634285,769.76,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634814,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634814,837.68,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634814,1584.80,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-29,BROOK STREET (UK) LTD,4634814,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-01,BROOK STREET (UK) LTD,4633278,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-01,BROOK STREET (UK) LTD,4633278,1165.96,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-01,BROOK STREET (UK) LTD,4633278,837.68,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-01,BROOK STREET (UK) LTD,4633278,1256.52,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,BROOK STREET (UK) LTD,4633579,1675.36,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,BROOK STREET (UK) LTD,4633579,418.84,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,BROOK STREET (UK) LTD,4633579,837.68,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,BROOK STREET (UK) LTD,4633579,837.68,REDACTED PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Hire of Vehicles/Plant,2015-07-29,D & S KITCHING LTD,4634433,550.00,
Harrogate Borough Council,Transport,R,Community,Waste & Environmental Services Unit,Hire of Vehicles/Plant,2015-07-29,D & S KITCHING LTD,4633899,1347.95,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,F D TODD & SONS LTD,4632585,788.66,credit trans 4632576
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,F D TODD & SONS LTD,4632584,201.97,credit trans 4632577
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-29,F D TODD & SONS LTD,4633943,238.42,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,F D TODD & SONS LTD,4632577,8261.14,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,F D TODD & SONS LTD,4632576,9013.12,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-29,F D TODD & SONS LTD,4633942,9341.15,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,2015-07-15,HAZCHEM SAFETY LLP,4632650,228.67,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,2015-07-01,HAZCHEM SAFETY LLP,4631869,72.50,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,2015-07-01,HAZCHEM SAFETY LLP,4631869,72.50,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,2015-07-01,HAZCHEM SAFETY LLP,4631869,72.50,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,2015-07-01,HAZCHEM SAFETY LLP,4631869,35.70,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Waste & Environmental Services Unit,Stock Purchases,2015-07-22,HAZCHEM SAFETY LLP,4633322,258.53,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,2015-07-01,NORTH YORKSHIRE COUNTY COUNCIL,4633003,39359.56,COMMERCIAL WASTE
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,2015-07-01,NORTH YORKSHIRE COUNTY COUNCIL,4633005,42951.67,COMMERCIAL WASTE
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-08,ONE WORLD RECYCLING,4633680,3501.56,MIXED GLASS
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Other Services,2015-07-08,RB RECYCLING (SCARBOROUGH) LIMITED,4633663,1475.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Equipment,2015-07-08,S & W SERVICES (YORKSHIRE) LTD,4632859,395.00,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,TRAVAIL EMPLOYMENT GROUP LTD,4633747,421.43,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,TRAVAIL EMPLOYMENT GROUP LTD,4633747,2528.58,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-13,TRAVAIL EMPLOYMENT GROUP LTD,4633747,842.86,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,TRAVAIL EMPLOYMENT GROUP LTD,4634305,842.86,
Harrogate Borough Council,Employees,R,Community,Waste & Environmental Services Unit,Temporary Staff,2015-07-22,TRAVAIL EMPLOYMENT GROUP LTD,4634305,3006.96,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Equipment,2015-07-01,UK CONTAINER MAINTENANCE LTD,4631885,2100.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,2015-07-13,WETHERBY SKIP HIRE SERVICES,4632446,368.78,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,2015-07-13,WETHERBY SKIP HIRE SERVICES,4630939,543.36,Claro Road Depot
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Waste Disposal Charges,2015-07-29,WETHERBY SKIP HIRE SERVICES,4634021,640.46,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,YORWASTE LTD,4632198,3124.48,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,YORWASTE LTD,4632197,3213.12,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,YORWASTE LTD,4632194,3322.24,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,YORWASTE LTD,4632521,3461.12,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-13,YORWASTE LTD,4632196,3524.48,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-29,YORWASTE LTD,4634971,3566.72,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-22,YORWASTE LTD,4630591,3894.40,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-29,YORWASTE LTD,4634970,4098.24,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Environmental Services Unit,Recycling Payments,2015-07-29,YORWASTE LTD,4634974,4407.04,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Non Qualification Training,2015-07-22,CIPFA BUSINESS LTD,4633231,325.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Other Supplies & Services,2015-07-29,JOHNSTON PUBLISHING LTD,4634856,701.12,re credit note claimed in error
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Audit Fees,2015-07-20,MAZARS LLP,4634351,6736.00,ninth instalment of external audit
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Other Consultants Fees,2015-07-22,MIDLAND SOFTWARE LIMITED,4634546,2588.61,
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Other Employee Expenses,2015-07-20,PARK RETAIL LTD,4634114,425.00,
Harrogate Borough Council,Transport,R,Corporate Affairs,Accountancy,Travel,2015-07-20,REDFERN TRAVEL LTD,4633696,14.95,REDACTED PERSONAL DATA
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Balance Sheet,Insurance Provision,2015-07-06,TRAVELERS INSURANCE CO LTD,4633585,1570.00,PL0765
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-22,EDEN BROWN  LTD,4634053,354.38,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-08,EDEN BROWN  LTD,4633193,860.63,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-22,EDEN BROWN  LTD,4633799,877.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-29,EDEN BROWN  LTD,4634354,894.38,Housing Benefit Officer
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-06,SYNERGY RECRUITMENT CONSULTANCY LTD,4633446,832.50,Benefit Officer
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-22,SYNERGY RECRUITMENT CONSULTANCY LTD,4634038,832.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Consultants Fees,2015-07-22,SYNERGY RECRUITMENT CONSULTANCY LTD,4634052,832.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,External Printing/Typesetting,2015-07-29,TIG,4634217,410.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Subscriptions,2015-07-15,CIPFA BUSINESS LTD,4632612,1385.50,
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,2015-07-20,REDFERN TRAVEL LTD,4633696,129.06,REDACTED PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Marketing,Marketing/Promotion,2015-07-20,MELTWATER (UK) LTD,4634345,1320.00,mNews Archive
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Photocopiers,2015-07-01,ARENA GROUP LTD,4633138,273.61,C7GD73323
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Photocopiers,2015-07-01,ARENA GROUP LTD,4633121,513.45,C7FD70228
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Photocopiers,2015-07-01,ARENA GROUP LTD,4633129,1222.72,C7CD51452
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,2015-07-13,COMPUTERSHARE VOUCHER SERVICES,4633774,8788.71,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,2015-07-13,COMPUTERSHARE VOUCHER SERVICES,4633774,219.72,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,2015-07-29,LYRECO,4634109,376.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,2015-07-29,PRINT ON SOLUTIONS LTD,4633536,419.80,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,2015-07-15,PRINT ON SOLUTIONS LTD,4632928,476.10,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Miscellaneous Expenditure,2015-07-20,REDFERN TRAVEL LTD,4633696,2.47,Admin Fee
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-15,ROYAL MAIL GROUP LTD,4632831,323.90,0358796000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-15,ROYAL MAIL GROUP LTD,4632832,1655.16,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-15,ROYAL MAIL GROUP LTD,4632832,4.63,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-29,ROYAL MAIL GROUP LTD,4633994,1664.23,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-29,ROYAL MAIL GROUP LTD,4633994,18.86,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-29,ROYAL MAIL GROUP LTD,4633994,22.80,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4631853,1815.29,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4631907,24.35,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4631907,20.47,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4631907,1840.24,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-22,ROYAL MAIL GROUP LTD,4633077,2124.91,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,2015-07-29,ROYAL MAIL GROUP LTD,4633432,3224.99,0258393000
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-07-01,PRIME TIME RECRUITMENT LTD,4633353,501.35,REDACTED PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2015-07-20,PRIME TIME RECRUITMENT LTD,4634341,501.35,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),External Printing/Typesetting,2015-07-15,TEMPLETON PRINT SOLUTIONS LTD,4633169,1980.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Electoral Registration Fees,2015-07-20,ELECTORAL REFORM SERVICES,4634306,214.96,Individual Electoral Registration 2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2015-07-22,KUDOS CATERING (UK) LTD,4634344,196.55,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2015-07-22,KUDOS CATERING (UK) LTD,4634344,196.55,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,2015-07-29,OPP LTD,4633815,343.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4632202,815.24,0645219015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4632202,38.25,0645219015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,2015-07-01,ROYAL MAIL GROUP LTD,4632202,16.24,0645219015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Advertising,2015-07-22,TMP (UK) LTD,4633274,230.92,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Paper,2015-07-15,PREMIER PAPER GROUP LTD,4633389,234.42,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,2015-07-20,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4634014,481.00,OCCUPATION HEALTH SERVICES JUNE 15
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,2015-07-20,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4634014,20.00,OCCUPATION HEALTH SERVICES JUNE 15
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,2015-07-01,INSIGHT HEALTHCARE LTD,4633444,2337.30,Quarterly EAP capitated fee
