Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4692046,30.29,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2018-03-28,HER MAJESTYÔS COURTS SERVICE,4695250,3464,PQ  ACCR1718  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2018-03-28,HER MAJESTYÔS COURTS SERVICE,4695250,174,PQ  ACCR1718  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2018-03-28,HER MAJESTYÔS COURTS SERVICE,4695250,149.5,PQ  ACCR1718  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2018-03-28,HER MAJESTYÔS COURTS SERVICE,4695250,202.5,PQ  ACCR1718  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2018-03-28,HER MAJESTYÔS COURTS SERVICE,4695250,125,PQ  ACCR1718  To register debts at TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,External Printing/Typesetting,2018-03-05,LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,4692892,185.9,4x4 Permit Holder
Harrogate Borough Council,Supplies and Services,R,Community,Highways,External Printing/Typesetting,2018-03-05,LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,4692890,418.1,Letterhead Permit  No laminate
Harrogate Borough Council,Premises,R,Community,Highways,Reactive Repairs & Maint - F&F,2018-03-28,MARLBOROUGH RADIO SERVICES,4694102,92.75,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2018-03-28,NORTHGATE VEHICLE HIRE LTD,4693688,9.5,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2018-03-28,NORTHGATE VEHICLE HIRE LTD,4693688,9.5,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2018-03-19,NORTHGATE VEHICLE HIRE LTD,4694225,9.5,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2018-03-19,NORTHGATE VEHICLE HIRE LTD,4694225,9.5,Vehicle Monitoring
Harrogate Borough Council,Employees,R,Community,Homelessness,Non Qualification Training,2018-03-28,ARCH RESOLUTION,4695483,800,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-14,BRIDGE PROPERTIES,4694335,525,PQ  Rent in advance and cash bond
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2018-03-14,BRIDGE PROPERTIES,4694335,785,PQ  Rent in advance and cash bond
Harrogate Borough Council,Employees,R,Community,Homelessness,Non Qualification Training,2018-03-14,CRAVEN DISTRICT COUNCIL,4693534,304.2,
Harrogate Borough Council,Employees,R,Community,Homelessness,Non Qualification Training,2018-03-07,CRAVEN DISTRICT COUNCIL,4693217,428.3,NYHTG Course  Rogue Landlords 9th January 20185
Harrogate Borough Council,Employees,R,Community,Homelessness,Non Qualification Training,2018-03-07,CRAVEN DISTRICT COUNCIL,4693215,471.55,NYHTG Course  Hoarding Course 26th January 201 8  1 1
Harrogate Borough Council,Premises,R,Community,Homelessness,Rents & Wayleaves,2018-03-14,ECLIPSE PROPERTIES LIMITED,4694288,1151.01,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2018-03-19,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4694383,623.82,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2018-03-14,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4694260,794.26,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2018-03-26,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4695026,859.86,REDACTED-PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-14,JAMES WAITE,4694226,337,Rent in advance payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-14,KARL HANOVER PROPERTIES LTD,4694320,595,PQ  RIA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-14,KARL HANOVER PROPERTIES LTD,4694334,625,PQ  Rent in advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-12,KARL HANOVER PROPERTIES LTD,4694140,595,Rent and bond payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2018-03-12,KARL HANOVER PROPERTIES LTD,4694140,595,Rent and bond payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-19,MR M J HASSALL,4694832,440,PQ  Rent in advance payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-14,MR M J HASSALL,4694374,498.33,PQ  rent in advance payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-26,NEIL AND MARY ANSLOW,4695205,495,PQ  ACC1718  Rent and bond in advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2018-03-26,NEIL AND MARY ANSLOW,4695205,595,PQ  ACC1718  Rent and bond in advance
Harrogate Borough Council,Transfer Payments,R,Community,Homelessness,Preventing Repossession Fund,2018-03-21,NICHOLLS TYREMAN ESTATE AGENTS,4694833,789,PQ  PRLF  REDACTED PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-26,NIGEL RUDD,4695204,500,PQ  ACCR1718  Rent in advance and bond payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2018-03-26,NIGEL RUDD,4695204,500,PQ  ACCR1718  Rent in advance and bond payment
Harrogate Borough Council,Transfer Payments,R,Community,Homelessness,Preventing Repossession Fund,2018-03-14,T J NODDINGS,4694230,2653,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2018-03-05,THE WHITE HORSE,4693819,315,Accommodation
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2018-03-14,THE WHITE HORSE,4694253,315,Accommodation
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2018-03-19,THE WHITE HORSE,4694441,315,Accommodation
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2018-03-26,THE WHITE HORSE,4694989,315,Accommodation
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2018-03-28,WINDSOR COURT PROPERTIES,4695507,426,PQ Studio Flat
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2018-03-12,YORKSHIRE HOUSING LTD,4694141,441.35,Rent in advance payment
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4693833,15.5,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4693833,510.27,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2018-03-05,ALLSTAR BUSINESS SOLUTIONS LTD,4693431,492.54,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2018-03-26,ALLSTAR BUSINESS SOLUTIONS LTD,4694981,612.69,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4692046,695.63,AS60046921
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-21,ALTERNATIVE WINDOWS (LEEDS) LTD,4693305,659.39,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-19,AWARD ENERGY CONSULTANTS,4694595,220,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-14,AWARD ENERGY CONSULTANTS,4694257,250,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-12,DUFTON PLUMBING AND HEATING,4692068,293.2,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-21,DUFTON PLUMBING AND HEATING,4693947,538.52,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-21,DUFTON PLUMBING AND HEATING,4693949,538.52,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-21,DUFTON PLUMBING AND HEATING,4693950,538.52,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-12,DUFTON PLUMBING AND HEATING,4692066,2047.99,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4694394,843.26,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4695510,267.07,ACCR1718 IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692851,353.99,Stockwell Grove
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693908,381.59,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692850,407.2,St John Way Project
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4693098,465.35,Stockwell Grove
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-14,GRAFTON MERCHANTING GB LTD,4693168,227.85,Peckfield Close
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-14,GRAFTON MERCHANTING GB LTD,4693168,549.72,Peckfield Close
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692852,785.77,Old Garage Site
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693888,848.2,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693890,1890.64,Stockwell Grove
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693899,2132.15,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693889,11025.31,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-07,GRAFTON MERCHANTING GB LTD,4692796,214.58,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-28,GRAFTON MERCHANTING GB LTD,4693890,61.6,Stockwell Grove
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-28,GRAFTON MERCHANTING GB LTD,4693889,302.67,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-28,GRAFTON MERCHANTING GB LTD,4693889,36.53,St John Way Project
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-14,HOWARTH TIMBER & BUILDING SUPPLIES LTD (HARROGATE),4694179,241.49,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-05,HOWARTH TIMBER & BUILDING SUPPLIES LTD (HARROGATE),4693566,302.4,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-12,HOWARTH TIMBER & BUILDING SUPPLIES LTD (HARROGATE),4694142,319.62,GTEC STANDARD WALLBOARD
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2018-03-14,HOWARTH TIMBER & BUILDING SUPPLIES LTD (HARROGATE),4694216,757.48,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,HUNT & SYKES SAFETY SERVICES LTD,4693756,360,Health and Safety Management Services Monthly Management Agreement
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-05,NORTHERN POWERGRID (NORTHEAST) LTD,4693658,7259,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693870,212,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693871,212,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693872,239.9,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-26,NORTHGATE VEHICLE HIRE LTD,4693876,240,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2018-03-19,NORTHGATE VEHICLE HIRE LTD,4694225,38,Vehicle Monitoring
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695242,1921.5,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695242,650,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695242,650,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695243,1921.5,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695243,650,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695243,650,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695244,650,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695244,650,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,NORTON INTERIORS LTD,4695244,1921.5,
Harrogate Borough Council,Employees,R,Community,Housing Development,Qualification Training,2018-03-21,RICS,4694941,754,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-21,SOLMEK LIMITED,4694466,27175,Allhallowgate Ripon
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,STROMA TECHNOLOGY LTD,4693970,350,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-07,SWIFT TIMBER HOMES LTD,4693795,2375,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,SWIFT TIMBER HOMES LTD,4695040,18922,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-26,TUNSTON CONSTRUCTION LTD,4695021,6120,Bishop Monkton
Harrogate Borough Council,Employees,R,Community,Housing Development,Qualification Training,2018-03-19,UNIVERSITY COLLEGE OF ESTATE MANAGEMENT,4694686,1624,MSc Real Estate
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2018-03-05,WETHERBY SKIP HIRE SERVICES,4693475,420,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2018-03-05,WETHERBY SKIP HIRE SERVICES,4693475,600,IHMT supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2018-03-05,WETHERBY SKIP HIRE SERVICES,4693475,208.33,IHMT supplies
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-05,WM SAUNDERS PARTNERSHIP LLP,4692399,575,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-28,YORKSHIRE WATER PLC,4695377,638.45,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2018-03-07,YORKSHIRE WATER PLC,4694048,2140.7,Inman Walk Blind Lane site Yorkshire Water install
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693377,297.13,GAS - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693426,580.75,GAS - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2018-03-21,CORONA ENERGY RETAIL 4 LTD,4693424,587.11,GAS - AVONDALE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2018-03-14,FURNITURE RESOURCE CENTRE LTD,4692961,11.25,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2018-03-14,FURNITURE RESOURCE CENTRE LTD,4692961,288.63,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2018-03-28,NPOWER LTD,4694524,233.09,ELEC - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2018-03-28,NPOWER LTD,4694828,338.3,Avondale House 33 Belmont
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2018-03-28,NPOWER LTD,4694525,284.91,ELEC - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2018-03-28,NPOWER LTD,4694500,386.2,ELEC - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2018-03-28,NPOWER LTD,4694524,10.91,ELEC - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2018-03-28,NPOWER LTD,4694525,13.36,ELEC - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2018-03-28,NPOWER LTD,4694500,18.02,ELEC - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2018-03-28,SECTOR SECURITY SERVICE LTD,4695399,1174.38,CONTRACT GUARDING
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2018-03-14,SECTOR SECURITY SERVICE LTD,4694250,1184.96,CONTRACT GUARDING
