Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685469,356.4,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685470,475.82,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685474,498.37,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685473,505.53,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685468,772,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685477,4614.89,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685476,353.23,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685475,208.2,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685470,15.27,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685474,16.53,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685473,18.58,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685477,490.68,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685303,262.5,Harrogate Spa Baths  October Service
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Water & Sewerage,2017-11-06,YORKSHIRE WATER PLC,4685979,1105.28,Water - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2017-11-08,BEV ASHBY ASSOCIATES LTD,4686505,756.5,Mediation Services as agreed
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2017-11-01,HARROGATE SULPHUR SOAP CO,4685700,310.8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Hire of Museum Exhibits,2017-11-08,HISTORY WARDROBE,4684858,390,Costumed presentation
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2017-11-29,JANE REDFERN,4687691,800,Katharine Holmes Exhibition
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2017-11-22,KATHARINE HOLMES,4687409,1830.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,129.16,
Harrogate Borough Council,Transport,R,Economy & Culture,Museums,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,33.2,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Museums,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,132.1,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2017-11-08,TIG,4686390,3695.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Planning Overheads,Subsistence,2017-11-27,REDFERN TRAVEL LTD,4686503,73.04,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Planning Overheads,Subsistence,2017-11-27,REDFERN TRAVEL LTD,4686503,135.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Planning Overheads,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,17.8,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Economy & Culture,Public Halls,Reactive Repairs & Maint - Bldgs,2017-11-20,HALLS APPLICATIONS LIMITED,4684723,1500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Public Halls,Reactive Repairs & Maint - Bldgs,2017-11-20,HALLS APPLICATIONS LIMITED,4684723,2460.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Public Halls,Reactive Repairs & Maint - Bldgs,2017-11-01,HARROGATE SCAFFOLDING,4684455,1000.00,RE KNARESBOROUGH HOUSE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,ACTIVE IN TIME LTD,4687896,360,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-01,AIR LIQUIDE UK LTD,4684685,247.35,NIDDERDALE POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2017-11-08,ALLAN SMYTH AUDIO VISUAL,4684775,261,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,2017-11-20,APSE,4687036,350,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Uniforms,2017-11-29,ARCO LTD,4685948,244.06,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-06,ASA AWARDS,4686203,452.63,Cancelled order 2070168
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Swimming Awards,2017-11-06,ASA AWARDS,4684351,754.54,LTS 1 Award
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,2017-11-15,BERENDSEN UK LTD,4685949,6392.85,TURKISH BATH AND HEALTH SPA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,BIOCHEMICA WATER LTD,4685957,33.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,BIOCHEMICA WATER LTD,4685957,67.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,BIOCHEMICA WATER LTD,4685957,33.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,BIOCHEMICA WATER LTD,4685957,202.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,BIOCHEMICA WATER LTD,4685957,101.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,BIOCHEMICA WATER LTD,4685957,33.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-08,CONTINENTAL SPORTS LTD,4685330,396.3,TRAMPOLINE MAINTENANCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-29,CRYOSERVICE LTD,4685942,245.19,HARROGATE HYDRO DELY AC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-29,CRYOSERVICE LTD,4685941,251.41,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-08,DAVINES UK LTD,4684713,552.6,Turkish Baths  and  Health Spa Royal Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-08,DAVINES UK LTD,4684850,1150.50,Turkish Baths  and  Health Spa Royal Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-08,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4686511,148,Water Management  Microbiological Testing
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-08,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4686511,222,Water Management  Microbiological Testing
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-08,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4686511,444,Water Management  Microbiological Testing
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-08,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4686511,74,Water Management  Microbiological Testing
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-08,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4686511,74,Water Management  Microbiological Testing
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Staff Advertising,2017-11-29,HIRING WIZARD LTD,4686638,339,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2017-11-29,INDULGE DELI BAR,4687148,742.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-06,INDUSTRIAL CHEMICALS LTD,4684668,391.65,Knaresborough Pools
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-22,INDUSTRIAL CHEMICALS LTD,4686753,525.01,Ripon Spa Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2017-11-22,INDUSTRIAL CHEMICALS LTD,4686274,561.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2017-11-29,MOETTE,4687192,254.5,Starbeck Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2017-11-13,MOVILLE CLOTHING CO LTD,4686691,246.3,Turkish Baths  Polo
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2017-11-15,P P SNACK FOODS LTD,4685334,15.98,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2017-11-15,P P SNACK FOODS LTD,4685334,319.97,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2017-11-15,P P SNACK FOODS LTD,4685334,15.98,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2017-11-06,P P SNACK FOODS LTD,4684617,34.47,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2017-11-06,P P SNACK FOODS LTD,4684617,34.47,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2017-11-06,P P SNACK FOODS LTD,4684617,668.1,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2017-11-27,PERFECT CIRCLE JV LTD,4687571,16000.00,
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2017-11-27,PERFECT CIRCLE JV LTD,4687572,63361.23,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-08,PERFORMANCE HEALTH SYSTEMS UK LTD,4685115,150,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-08,PERFORMANCE HEALTH SYSTEMS UK LTD,4685115,375,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,943.44,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,5660.68,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,262.43,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,422.53,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,2165.03,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,624.99,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,220.46,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,496.48,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,141.94,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Performing Rights Fees,2017-11-15,PHONOGRAPHIC PERFORMANCE LTD,4686668,126.53,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,2017-11-22,PROFESSIONAL PAPER SUPPLIES LTD,4686115,414.9,Turkish Baths
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2017-11-29,RLSS UK ENTERPRISES LTD,4686302,324,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2017-11-22,S A WHITEHEAD,4687367,2480.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-29,SOLUTIONS FOR LEISURE LTD,4686846,210,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2017-11-29,STRAY FM,4686307,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-01,THE ROCOM GROUP,4684463,81.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-01,TRIHARD EVENTS,4685954,263.05,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2017-11-20,YORKMIX MEDIA LTD,4687241,660,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2017-11-08,YORKSHIRE CARE EQUIPMENT LLP,4685089,700.86,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-08,ZOGGS INTERNATIONAL LIMITED,4684763,297.84,Nidderdale Leisure Centre
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-08,ZOGGS INTERNATIONAL LIMITED,4684763,43.2,Nidderdale Leisure Centre
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-08,ZOGGS INTERNATIONAL LIMITED,4684763,43.2,Nidderdale Leisure Centre
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-29,ZOGGS INTERNATIONAL LIMITED,4686372,499.36,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-29,ZOGGS INTERNATIONAL LIMITED,4686372,21.6,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-29,ZOGGS INTERNATIONAL LIMITED,4686372,21.6,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2017-11-08,ZOGGS INTERNATIONAL LIMITED,4684703,574.88,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,2017-11-01,FARRAHÔS OF HARROGATE LTD,4684333,505.43,Royal Baths Assembly Rooms
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,2017-11-01,FARRAHÔS OF HARROGATE LTD,4684333,107.91,Royal Baths Assembly Rooms
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,2017-11-01,FARRAHÔS OF HARROGATE LTD,4684333,107.91,Royal Baths Assembly Rooms
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,2017-11-29,J SALMON LTD,4686275,211.14,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,2017-11-29,LAURENCE DEANE LTD,4686597,587.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Misc Expenditure Non-Vatable,2017-11-08,OUTSTANDING MAP DISTRIBUTORS LTD,4684812,464.57,Tourist Information Centre
Harrogate Borough Council,Transport,R,Economy & Culture,Tourist Information,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,106.9,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Grants/Contribs to Other Bodies,2017-11-08,WELCOME TO HARROGATE LTD,4686501,1000.00,Payment for seconded staff for period up to 21st October 2017
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),Electrical Repairs & Maint,2017-11-06,CD & E LIMITED,4686117,5314.57,
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),Reactive Repairs & Maint - F&F,2017-11-15,COLDBATH FLOORING,4686097,9750.00,
Harrogate Borough Council,Supplies and Services,R,HCC,Commercial (HIC General to 31/3/14),Uniforms,2017-11-29,COMPLETE BUSINESS SOLUTIONS GROUP LTD,4686983,1422.50,
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),Electrical Repairs & Maint,2017-11-15,ESM POWER LTD,4685059,45097.00,
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),Electrical Repairs & Maint,2017-11-15,ESM POWER LTD,4685005,46596.00,
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),Reactive Repairs & Maint - F&F,2017-11-06,MACKAYS INTERIORS LIMITED,4685287,4950.00,
Harrogate Borough Council,Premises,R,HCC,Commercial (HIC General to 31/3/14),Reactive Repairs & Maint - F&F,2017-11-06,MACKAYS INTERIORS LIMITED,4685287,5233.00,
