Body Name,Expenditure Category,Capital / Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,110,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,165,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-08-31,R J LIFT SERVICES LTD,3654230,220,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-17,R J LIFT SERVICES LTD,3653960,303.08,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-01,R J LIFT SERVICES LTD,3652318,1110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-31,REXEL UK LIMITED,3654598,623.28,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Heating Oil,2022-08-10,RIX PETROLEUM (HULL) LIMITED,3652713,3582.80,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Heating Oil,2022-08-24,RIX PETROLEUM (HULL) LIMITED,3653884,4308.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-10,ROBINSONS LIGHTING LTD,3653955,225.59,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-10,ROBINSONS LIGHTING LTD,3653888,238.15,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-10,ROBINSONS LIGHTING LTD,3653956,280,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654501,-803.04,Water - Hydro
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654479,-639.11,Water - New Paddling Pool (Boating Pool)
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654439,269.59,Water - Southlands PCs
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654473,316.7,Water - Exhibition Halls G & H
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654434,383.16,Water - Stonefall Cemetery (Office)
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654487,388.4,Water - Valley Gardens - Paddling Pool
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654457,434.55,Water - Ripon Bus Station PCs
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654456,505.5,Water - Knaresborough Pool
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654466,568.09,Water - Royal Hall
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654484,923.34,Water - Ripon Spa Baths
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654435,1014.97,Water - Turkish Baths
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654511,1673.87,Water - Ripon Spa Baths
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654506,2488.34,Water - Knaresborough Pool
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654445,2606.37,Water - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654451,8324.82,Water - Hydro
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654494,8592.26,Water - HIC (inc Queens Suite)
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-17,SDG ACCESS LTD,3653213,345,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-31,SDG ACCESS LTD,3654966,637.5,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2022-08-03,SDG ACCESS LTD,3653047,215,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Refuse Collection/Removal,2022-08-31,SHREDALL LTD,3654714,248.17,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-24,TOPLINE ELECTRONICS LTD,3653495,331,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3652886,160,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3652886,160,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3652886,242.16,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3652812,175,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3652812,175,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3652812,254.6,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-08,TOPLINE ELECTRONICS LTD,3653522,174.6,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-08,TOPLINE ELECTRONICS LTD,3653522,290.16,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-08,TOPLINE ELECTRONICS LTD,3653522,291.44,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3653497,102,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3653497,102,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3653497,102,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3653497,102,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3653497,102,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,TOPLINE ELECTRONICS LTD,3653497,306,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,Electrical Repairs & Maint,2022-08-03,VIPOND FIRE PROTECTION LTD,3652767,518,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,Non Qualification Training,2022-08-03,CHRIS BRAIN ASSOCIATES,3652294,1450.00,Non qualification training
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,Other Consultants Fees,2022-08-31,TEAM (ENERGY AUDITING AGENCY LTD),3653553,1752.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Planning Consultants,2022-08-31,CP VIABILITY LTD,3654007,2000.00,Planning Consultants
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Other Fees,2022-08-17,HEATHER SARGENT,3654066,600,OTHER FEES
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Other Fees,2022-08-15,HEATHER SARGENT,3654065,1000.00,OTHER FEES
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Advertising,2022-08-03,TMP (UK) LTD,3652233,390.2,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Advertising,2022-08-24,TMP (UK) LTD,3653332,536.28,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Advertising,2022-08-10,TMP (UK) LTD,3652700,645.84,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Advertising,2022-08-31,TMP (UK) LTD,3653722,645.84,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Advertising,2022-08-17,TMP (UK) LTD,3653041,974.52,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-01,VIVID RESOURCING LIMITED,3653250,1204.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-01,VIVID RESOURCING LIMITED,3653252,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-01,VIVID RESOURCING LIMITED,3653304,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-01,VIVID RESOURCING LIMITED,3653305,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-03,VIVID RESOURCING LIMITED,3653306,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-10,VIVID RESOURCING LIMITED,3653545,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-17,VIVID RESOURCING LIMITED,3654115,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-24,VIVID RESOURCING LIMITED,3654419,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-31,VIVID RESOURCING LIMITED,3654894,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,Temporary Staff,2022-08-01,VIVID RESOURCING LIMITED,3653251,3182.00,Temporary Staff
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Drainage & Street Furniture,Other Premises Related Costs,2022-08-03,DALEBUILD LTD,3653458,261,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Drainage & Street Furniture,Other Premises Related Costs,2022-08-03,DALEBUILD LTD,3653457,600,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Drainage & Street Furniture,Other Premises Related Costs,2022-08-03,DALEBUILD LTD,3653460,241.55,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Drainage & Street Furniture,Other Premises Related Costs,2022-08-03,DALEBUILD LTD,3653460,530,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Drainage & Street Furniture,Other Premises Related Costs,2022-08-03,DALEBUILD LTD,3653456,350,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Drainage & Street Furniture,Other Premises Related Costs,2022-08-03,DALEBUILD LTD,3653456,1100.00,
