Body Name,Expenditure Category(T),Capital/ Revenue,Service Label(T),Service Code(T),Expenditure Code,Expenditure Code(T),Payment Date,Supplier Name,Supplier Name(T),Transaction No.,Net Amount,Narrative
O8,Supplies and Services,A,Community,Bereavement Services,171,Equipment,2019-03-25,226267,KD CARPETS (KNARESBOROUGH),3579871,1000.00,Equipment
O8,Premises,A,Community,Bereavement Services,164,Other Premises Related Costs,2019-03-06,202847,MOOR & VALLEY LTD,3578743,1100.00,
O8,Supplies and Services,A,Community,Bereavement Services,288,Burial/Mortuary Fees,2019-03-06,225512,NEIL & SONYA MILSTED,3578438,3200.00,Burial/Mortuary Fees
O8,Supplies and Services,A,Community,Bereavement Services,171,Equipment,2019-03-25,227984,ROSEHILL FURNISHINGS LTD,3579575,10683.00,
O8,Premises,A,Community,Bereavement Services,85,Grounds Maintenance Grants,2019-03-27,203966,ST CUTHBERTS CHURCH,3580152,271.24,ACCR1819  PQ Churchyard maintenance 201819
O8,Supplies and Services,A,Community,Bereavement Services,341,Software Purchases Wiring etc,2019-03-27,227509,VIVEDIA LTD T/A OBITUS,3579574,7558.85,
O8,Supplies and Services,A,Community,Bereavement Services,440,Miscellaneous Expenditure,2019-03-27,227509,VIVEDIA LTD T/A OBITUS,3579573,335,Miscellaneous Expenditure
O8,Supplies and Services,A,Community,Bereavement Services,288,Burial/Mortuary Fees,2019-03-11,204610,YORKSHIRE PURCHASING,3577205,753,Burial/Mortuary Fees
O8,Supplies and Services,C,Community,Building Cleaning Operations,299,Other Services,2019-03-27,200614,BULLOUGHS CLEANING SERVICES LTD,3578637,309.4,
O8,Supplies and Services,C,Community,Building Cleaning Operations,299,Other Services,2019-03-27,200614,BULLOUGHS CLEANING SERVICES LTD,3578636,653.57,
O8,Supplies and Services,C,Community,Building Cleaning Operations,299,Other Services,2019-03-27,200614,BULLOUGHS CLEANING SERVICES LTD,3578635,790.97,
O8,Supplies and Services,C,Community,Building Cleaning Operations,299,Other Services,2019-03-27,200614,BULLOUGHS CLEANING SERVICES LTD,3579305,1200.00,
O8,Employees,K,Community,Building Cleaning Operations,19,Temporary Staff,2019-03-13,203364,CORDANT PEOPLE LIMITED,3579132,303.48,Temporary Staff
O8,Employees,K,Community,Building Cleaning Operations,19,Temporary Staff,2019-03-13,203364,CORDANT PEOPLE LIMITED,3578930,346.32,Temporary Staff
O8,Employees,K,Community,Building Cleaning Operations,19,Temporary Staff,2019-03-06,203364,CORDANT PEOPLE LIMITED,3578435,364.41,Temporary Staff
O8,Employees,K,Community,Building Cleaning Operations,19,Temporary Staff,2019-03-27,203364,CORDANT PEOPLE LIMITED,3579876,463.32,Temporary Staff
O8,Premises,K,Community,Building Cleaning Operations,154,Cleaning & Hygiene Services,2019-03-20,221986,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3578379,250,
O8,Premises,K,Community,Building Cleaning Operations,154,Cleaning & Hygiene Services,2019-03-27,221986,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3580093,273,Ripon Pateley Bridge and Knaresborough
O8,Premises,K,Community,Building Cleaning Operations,154,Cleaning & Hygiene Services,2019-03-27,221986,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3580090,500,Wakeman 1 s Ripon  Ripon Spa Gardens
O8,Premises,K,Community,Building Cleaning Operations,154,Cleaning & Hygiene Services,2019-03-27,221986,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3580092,500,Minster Ripon  Harrogate Crescent Gardens
O8,Premises,K,Community,Building Cleaning Operations,154,Cleaning & Hygiene Services,2019-03-20,221986,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3578374,507,
O8,Premises,K,Community,Building Cleaning Operations,154,Cleaning & Hygiene Services,2019-03-06,221986,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,3578375,702,
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3579224,212,IHMT
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3579222,230,IHMT
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3579226,230,IHMT
O8,Transport,K,Community,Building Cleaning Operations,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3579235,230,IHMT
O8,Premises,K,Community,Building Cleaning Operations,153,Refuse Collection/Removal,2019-03-04,203307,PHS GROUP PLC,3578159,213.76,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2019-03-04,203307,PHS GROUP PLC,3578257,252.8,
O8,Supplies and Services,K,Community,Building Cleaning Operations,206,Cleaning Materials,2019-03-27,201290,THE R.A.D.A.R. KEY COMPANY,3579597,460,
O8,Supplies and Services,A,Community,Business Development,230,Catering - Vending Purchases,2019-03-27,204999,EDEN FARM LTD,3578915,306.88,Vending Purchases
O8,Supplies and Services,A,Community,Business Development,230,Catering - Vending Purchases,2019-03-20,204999,EDEN FARM LTD,3578369,376.32,Valley Gardens
O8,Supplies and Services,A,Community,Business Development,171,Equipment,2019-03-20,202384,KILLGERM CHEMICALS LTD,3578554,329.58,Equipment
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-27,203024,NORTH YORKSHIRE COUNTY COUNCIL,3578615,37850.69,COMMERCIAL WASTE
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-27,203024,NORTH YORKSHIRE COUNTY COUNCIL,3578616,41590.46,COMMERCIAL WASTE
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577373,41840.16,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577371,42102.40,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577366,42455.99,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577367,42747.73,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577372,43658.42,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577365,45962.18,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577368,48643.30,
O8,Supplies and Services,A,Community,Business Development,295,Waste Disposal Charges,2019-03-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3577369,50343.49,
O8,Premises,A,Community,Business Development,154,Cleaning & Hygiene Services,2019-03-27,221836,PAUL WHITAKER,3578489,456,
O8,Premises,A,Community,Business Development,154,Cleaning & Hygiene Services,2019-03-04,221836,PAUL WHITAKER,3578483,570,
O8,Supplies and Services,A,Community,Business Development,171,Equipment,2019-03-20,207500,SCOTTON PARK ELECTRICAL CONTRACTORS,3579570,555.95,
O8,Supplies and Services,A,Community,Business Development,176,Purchase of Bulk Containers,2019-03-20,204362,UK CONTAINER MAINTENANCE LTD,3577826,4848.30,
O8,Supplies and Services,A,Community,Car Parking,171,Equipment,2019-03-27,200151,ABLE-TO-ENABLE,3578421,275,
O8,Supplies and Services,A,Community,Car Parking,283,Credit Card Fees,2019-03-27,227049,ADVAM (UK) LTD,3578818,1077.54,
O8,Supplies and Services,A,Community,Car Parking,283,Credit Card Fees,2019-03-27,227049,ADVAM (UK) LTD,3577378,1180.74,
O8,Transport,M,Community,Car Parking,451,Fuel/Oil,2019-03-25,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3578819,52.94,AS60046921
O8,Transport,M,Community,Car Parking,451,Fuel/Oil,2019-03-20,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3579653,169.21,AS60046921
O8,Premises,M,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2019-03-20,219386,FLOWBIRD SMART CITY UK LIMITED,3578358,1186.00,REACTIVE REPAIRS MAINT F AND
O8,Premises,M,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2019-03-20,219386,FLOWBIRD SMART CITY UK LIMITED,3578358,15,REACTIVE REPAIRS MAINT F AND
O8,Supplies and Services,A,Community,Car Parking,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3578512,572,
O8,Supplies and Services,A,Community,Car Parking,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3578514,572,
O8,Supplies and Services,A,Community,Car Parking,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3577579,521.89,
O8,Supplies and Services,A,Community,Car Parking,284,Cash Collection Fees,2019-03-04,201571,G4S CASH SOLUTIONS (UK),3577897,854.1,Contract 2793881 Services between 01Mar2019
O8,Supplies and Services,M,Community,Car Parking,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,5000.00,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,M,Community,Car Parking,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,5000.00,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,A,Community,Car Parking,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,885,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,M,Community,Car Parking,251,External Printing/Typesetting,2019-03-27,227188,INTEGRITY PRINT LTD,3578337,1092.00,External Printing/Typesetting
O8,Transport,M,Community,Car Parking,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578682,254,
PO,Transport,M,Community,Car Parking,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578682,254,
O8,Transport,M,Community,Car Parking,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578746,254,
PO,Transport,M,Community,Car Parking,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578746,254,
O8,Premises,A,Community,Car Parking,121,Rents & Wayleaves,2019-03-27,203116,ODEON CINEMAS LTD,3580099,4250.00,
O8,Premises,A,Community,Car Parking,121,Rents & Wayleaves,2019-03-20,209084,PARK SQUARE PROPERTY MANAGEMENT LTD,3579733,14375.00,Station Parade Car Park Harrogate
O8,Premises,A,Community,Car Parking,102,Reactive Repairs & Maint - F&F,2019-03-20,226383,SCHEIDT & BACHMANN (UK) LTD,3578361,5980.00,
O8,Transport,K,Community,Central Transport,451,Fuel/Oil,2019-03-25,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3578819,109.5,AS60046921
O8,Transport,K,Community,Central Transport,451,Fuel/Oil,2019-03-20,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3579653,85.57,AS60046921
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,225064,ASHBY & ANDERSON,3579296,600,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-13,201012,CROSSROADS TRUCK & BUS,3577866,496.48,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,201056,DENNIS EAGLE LTD,3577319,81.76,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,201056,DENNIS EAGLE LTD,3577319,26.26,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-20,201056,DENNIS EAGLE LTD,3578089,387.64,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-13,201056,DENNIS EAGLE LTD,3577320,485.68,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-13,201056,DENNIS EAGLE LTD,3577320,52.81,Claro Rd Supplies
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-06,201056,DENNIS EAGLE LTD,3577319,221.34,Claro Rd Supplies
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-13,227388,DIGRAPH TRANSPORT SERVICES LTD,3578368,618.34,Claro Rd Supplies
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-06,227388,DIGRAPH TRANSPORT SERVICES LTD,3578667,788.84,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,452,Tyres/Tubes,2019-03-27,226519,DIRECT TYRE MANAGEMENT LTD,3579427,4365.71,Tyres/Tubes
O8,Supplies and Services,M,Community,Central Transport,171,Equipment,2019-03-20,227835,ECLIPSE AUTOMOTIVE TECHNOLOGY LTD,3578698,341,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,200832,EVANS HALSHAW DAF LEEDS,3575175,502.49,Credit Inv 233119
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,200832,EVANS HALSHAW DAF LEEDS,3578923,292.12,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,200832,EVANS HALSHAW DAF LEEDS,3578412,465,Claro Rd Supplies
O8,Supplies and Services,M,Community,Central Transport,171,Equipment,2019-03-27,202864,GEMCO SERVICE LTD,3578984,1666.39,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,201599,GIBSONS GARDEN MACHINERY LTD,3577571,294.22,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,201599,GIBSONS GARDEN MACHINERY LTD,3577571,0.01,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578765,244.97,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578765,13.41,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578765,148.38,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578766,393.35,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578766,13.41,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578769,76.33,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578769,330.43,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578767,315.05,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578767,113.96,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578768,465.78,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,201599,GIBSONS GARDEN MACHINERY LTD,3578764,1566.07,Claro Rd Supplies
O8,Supplies and Services,M,Community,Central Transport,186,Service Maintenance Contracts,2019-03-25,205725,PUMP AND PIPEWORK SERVICES LTD,3578719,2300.00,Claro Depot Fuel installation
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-06,224546,RIX PETROLEUM (HULL) LIMITED,3577194,8569.34,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-20,224546,RIX PETROLEUM (HULL) LIMITED,3577564,592.3,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-20,224546,RIX PETROLEUM (HULL) LIMITED,3577564,9136.92,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-27,224546,RIX PETROLEUM (HULL) LIMITED,3578750,10794.00,
O8,GF Balance Movements/Other,M,Community,Central Transport,A71,Stock Purchases,2019-03-13,224546,RIX PETROLEUM (HULL) LIMITED,3577208,11137.82,
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,216424,S & W SERVICES (YORKSHIRE) LTD,3577611,249,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-20,216424,S & W SERVICES (YORKSHIRE) LTD,3578372,260,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-13,216424,S & W SERVICES (YORKSHIRE) LTD,3578371,398,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-20,216424,S & W SERVICES (YORKSHIRE) LTD,3578376,398,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-13,216424,S & W SERVICES (YORKSHIRE) LTD,3578453,398,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-20,216424,S & W SERVICES (YORKSHIRE) LTD,3578470,758,Claro Rd Supplies
O8,Supplies and Services,M,Community,Central Transport,171,Equipment,2019-03-13,203872,SHERWOOD SERVICES (UK) LTD,3579287,222,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,203939,SPALDINGS (UK) LTD,3578546,228.16,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,223211,STONEACRE YORK,3578592,221.29,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-27,204118,TERBERG MATEC UK,3578968,286.89,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-06,204118,TERBERG MATEC UK,3578313,402.2,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-20,204118,TERBERG MATEC UK,3578086,405.88,Claro Rd Supplies
O8,Transport,M,Community,Central Transport,447,Spares/Consumables Direct Purchase,2019-03-13,204118,TERBERG MATEC UK,3578440,439.72,Claro Rd Supplies
O8,Supplies and Services,M,Community,Central Transport,171,Equipment,2019-03-06,204519,WILLIAM G SEARCH LTD,3577188,974.75,Claro Rd Supplies
O8,Employees,A,Community,Civil Contingencies,53,Qualification Training,2019-03-20,227951,NUMLOCK LTD T/A CONTINUITY SHOP,3572485,2290.00,
O8,Employees,A,Community,Civil Contingencies,53,Qualification Training,2019-03-20,227951,NUMLOCK LTD T/A CONTINUITY SHOP,3572485,40,
O8,Employees,A,Community,Civil Contingencies,53,Qualification Training,2019-03-20,227951,NUMLOCK LTD T/A CONTINUITY SHOP,3572485,40,
O8,Supplies and Services,A,Community,Commercial Services,383,Subscriptions,2019-03-25,200822,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,3579883,126.25,Subscriptions
O8,Supplies and Services,A,Community,Commercial Services,268,Other Consultants Fees,2019-03-13,228019,YVONNE FAIRFAX,3578985,450,Other Consultants Fees
O8,Supplies and Services,A,Community,Community Safety,298,Surveys & Information,2019-03-13,204635,BOB COWELL,3579152,377,
O8,Supplies and Services,A,Community,Community Safety,298,Surveys & Information,2019-03-11,202096,MR JUSTIN CROSSLEY,3578871,475,Surveys and Information
O8,Supplies and Services,A,Community,Community Safety,298,Surveys & Information,2019-03-11,202096,MR JUSTIN CROSSLEY,3578871,475,Surveys and Information
O8,Premises,A,Community,Community Safety,72,Planned Maintenance,2019-03-27,227085,VIZSEC (UK) LTD T/A VISUAL SECURITY SYSTEMS,3578974,1912.50,Maintenance of CCTV System
O8,Supplies and Services,A,Community,Enviromental Protection,383,Subscriptions,2019-03-25,200822,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,3579883,126.25,Subscriptions
O8,Supplies and Services,A,Community,Enviromental Protection,287,Kennelling Fees,2019-03-20,202983,NIDDERDALE BOARDING KENNELS,3579384,930,
O8,Supplies and Services,A,Community,Enviromental Protection,291,Laboratory Services,2019-03-25,208465,NORTHUMBRIAN WATER LIMITED (NWL),3579627,2519.91,
O8,Premises,A,Community,Footway Lighting,112,Electricity,2019-03-11,205479,NPOWER LTD,3574022,1854.07,Half Night Unmetered
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3577737,1275.51,cr re UK107622
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2019-03-27,219386,FLOWBIRD SMART CITY UK LIMITED,3578499,1014.00,HARROGATE BOROUGH COUNCIL
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3578500,1014.00,HARROGATE BOROUGH COUNCIL
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3578501,1014.00,HARROGATE BOROUGH
O8,Supplies and Services,M,Community,Highways,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3577579,913.12,
O8,Supplies and Services,L,Community,Highways,292,Credit Card Services,2019-03-13,219386,FLOWBIRD SMART CITY UK LIMITED,3577579,65.11,
O8,Supplies and Services,M,Community,Highways,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,149.5,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,M,Community,Highways,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,174,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,M,Community,Highways,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,202.5,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,M,Community,Highways,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,3464.00,ACCR1819 PQ TO REGISTER DEBTS AT TEC
O8,Supplies and Services,M,Community,Highways,273,Court Fees,2019-03-27,201843,HER MAJESTY\xB4S COURTS SERVICE,3580263,125,ACCR1819 PQ TO REGISTER DEBTS AT TEC
PO,Transport,M,Community,Highways,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578682,127,
PO,Transport,M,Community,Highways,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578682,127,
PO,Transport,M,Community,Highways,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578746,127,
PO,Transport,M,Community,Highways,461,Hire of Vehicles/Plant,2019-03-27,200249,NORTHGATE VEHICLE HIRE LTD,3578746,127,
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-11,205893,BELVOIR,3579016,775,RIA
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-27,205893,BELVOIR,3580060,595,RIA AND CASH BOND
O8,Supplies and Services,A,Community,Homelessness,429,Misc Expenditure Non-Vatable,2019-03-11,205893,BELVOIR,3579016,575,RIA
O8,Supplies and Services,A,Community,Homelessness,429,Misc Expenditure Non-Vatable,2019-03-27,205893,BELVOIR,3580060,795,RIA AND CASH BOND
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-25,222396,COUNTRYWIDE PLC,3579847,530,PQ Bond and Rent in Advance payment
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-13,222396,COUNTRYWIDE PLC,3579001,1550.00,PQ Rent in advance and cash bond for
O8,Supplies and Services,A,Community,Homelessness,429,Misc Expenditure Non-Vatable,2019-03-25,222396,COUNTRYWIDE PLC,3579847,630,PQ Bond and Rent in Advance payment
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-27,228307,CRAVEN-HOLMES ESTATE AGENTS,3580270,695,ACCR1819 PQ RIA
O8,Supplies and Services,A,Community,Homelessness,429,Misc Expenditure Non-Vatable,2019-03-27,228307,CRAVEN-HOLMES ESTATE AGENTS,3580270,895,ACCR1819 PQ RIA
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-18,227929,GEMMA CARTER,3579498,450,PQ  Rent in advance payment
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-25,220390,HARROGATE LANDLORD SERVICES,3580000,525,ACCR1819 PQ Rent in advance
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-13,223583,KARL HANOVER PROPERTIES LTD,3579178,550,RIA
O8,Supplies and Services,A,Community,Homelessness,299,Other Services,2019-03-11,223583,KARL HANOVER PROPERTIES LTD,3579000,575,PQ Rent in Advance
