Supplier Name,Category Family,Invoice GL Date,Spend
Abellio ScotRail Ltd,Regulatory Charges,2018-05-13,125192.50
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-05-01,442002.04
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-05-08,332707.32
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-05-15,157348.91
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-05-23,551677.35
Abtus Ltd,Plant and Tools,2018-05-07,39995.00
Abtus Ltd,Plant and Tools,2018-05-08,60672.00
Actavo Building Solutions (UK) Ltd,Professional Services Direct,2018-05-03,46183.72
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-05-20,26179.10
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-05-02,46457.98
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-05-20,32026.79
Adviserplus Business Solutions Ltd,HR and Training,2018-05-04,106000.00
Adviserplus Business Solutions Ltd,HR and Training,2018-05-31,106000.00
Aegis Engineering Systems (AES) Ltd,Professional Services Direct,2018-05-08,35000.00
Alan Dick Communications Ltd,Telecoms,2018-05-09,40697.94
Alan Dick Communications Ltd,Telecoms,2018-05-04,38504.62
Allstar Business Solutions Ltd,Road Fleet,2018-05-24,328552.01
Allstar Business Solutions Ltd,Road Fleet,2018-05-24,367233.59
Allstar Business Solutions Ltd,Road Fleet,2018-05-24,391101.04
Allstar Business Solutions Ltd,Road Fleet,2018-05-10,390765.61
Allstar Business Solutions Ltd,Road Fleet,2018-05-29,348337.65
Allstar Business Solutions Ltd,Road Fleet,2018-05-24,373484.81
Alstom Transport UK Ltd,Signalling,2018-05-14,74134.36
Alstom Transport UK Ltd,Signalling,2018-05-17,59456.10
Alstom Transport UK Ltd,Signalling,2018-05-11,149390.26
Alstom Transport UK Ltd,Signalling,2018-05-30,133571.24
Alstom Transport UK Ltd,Signalling,2018-05-23,50039.42
Alstom Transport UK Ltd,Professional Services Direct,2018-05-18,303692.68
Alstom Transport UK Ltd,Professional Services Direct,2018-05-24,40701.76
Alstom Transport UK Ltd,Signalling,2018-05-22,473191.00
Alstom Transport UK Ltd,Signalling,2018-05-14,2314191.53
Alstom Transport UK Ltd,Signalling,2018-05-09,47600.00
Alstom Transport UK Ltd,Signalling,2018-05-08,27552.57
Alstom Transport UK Ltd,Signalling,2018-05-23,3675235.37
Alstom Transport UK Ltd,Signalling,2018-05-31,235804.72
Alstom Transport UK Ltd,Signalling,2018-05-15,38487.09
Alstom Transport UK Ltd,Signalling,2018-05-24,65592.94
Alstom Transport UK Ltd,Professional Services Direct,2018-05-25,56197.61
Alstom Transport UK Ltd,Professional Services Direct,2018-05-25,49038.71
Altran UK Ltd,Professional Services Direct,2018-05-08,57028.12
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-08,47987.10
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-22,57482.10
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-09,609424.19
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-30,1063299.55
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-30,976178.15
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-14,45017.08
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-16,355917.79
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-10,88736.62
Alun Griffiths (Contractors) Ltd,Buildings,2018-05-15,73644.67
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-10,126375.15
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-14,119986.47
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-21,125893.05
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-14,162348.91
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-31,176567.70
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-03,41367.62
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-31,37124.26
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-31,46657.78
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-14,67879.78
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-08,61253.14
Alun Griffiths (Contractors) Ltd,Buildings,2018-05-21,165311.44
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-31,26138.43
Alun Griffiths (Contractors) Ltd,General Civils,2018-05-08,175508.54
Alun Griffiths (Contractors) Ltd,Buildings,2018-05-15,196472.27
Amalgamated Construction Ltd,General Civils,2018-05-15,411812.65
Amalgamated Construction Ltd,General Civils,2018-05-14,31871.48
Amalgamated Construction Ltd,Buildings,2018-05-31,50316.20
Amalgamated Construction Ltd,General Civils,2018-05-08,25994.03
Amalgamated Construction Ltd,General Civils,2018-05-14,79640.68
Amalgamated Construction Ltd,General Civils,2018-05-29,56694.95
Amalgamated Construction Ltd,General Civils,2018-05-10,69585.49
Amalgamated Construction Ltd,General Civils,2018-05-10,39353.17
Amalgamated Construction Ltd,Professional Services Direct,2018-05-18,195277.05
Amalgamated Construction Ltd,General Civils,2018-05-14,32802.34
Amalgamated Construction Ltd,General Civils,2018-05-14,39478.52
Amalgamated Construction Ltd,General Civils,2018-05-14,49254.04
Amalgamated Construction Ltd,General Civils,2018-05-14,25650.52
Amalgamated Construction Ltd,General Civils,2018-05-14,196817.91
Amalgamated Construction Ltd,General Civils,2018-05-16,25251.23
Amalgamated Construction Ltd,General Civils,2018-05-14,68218.49
Amalgamated Construction Ltd,General Civils,2018-05-14,62984.65
Amalgamated Construction Ltd,General Civils,2018-05-14,32204.51
Amalgamated Construction Ltd,General Civils,2018-05-14,60000.00
Amalgamated Construction Ltd,General Civils,2018-05-14,52107.74
Amalgamated Construction Ltd,General Civils,2018-05-16,98786.11
Amalgamated Construction Ltd,General Civils,2018-05-10,37462.50
Amalgamated Construction Ltd,General Civils,2018-05-10,40562.75
Amalgamated Construction Ltd,Buildings,2018-05-16,36314.61
Amalgamated Construction Ltd,General Civils,2018-05-10,33246.74
Amalgamated Construction Ltd,General Civils,2018-05-10,122070.20
Amalgamated Construction Ltd,General Civils,2018-05-10,303455.55
Amalgamated Construction Ltd,General Civils,2018-05-10,39325.43
Amalgamated Construction Ltd,General Civils,2018-05-11,154447.35
Amalgamated Construction Ltd,General Civils,2018-05-29,97296.14
Amalgamated Construction Ltd,General Civils,2018-05-10,100702.11
Amalgamated Construction Ltd,General Civils,2018-05-04,99325.10
Amalgamated Construction Ltd,General Civils,2018-05-09,186231.64
Amalgamated Construction Ltd,General Civils,2018-05-11,40000.00
Amalgamated Construction Ltd,General Civils,2018-05-09,48620.58
Amalgamated Construction Ltd,General Civils,2018-05-09,59403.54
Amalgamated Construction Ltd,General Civils,2018-05-09,163062.62
Amalgamated Construction Ltd,General Civils,2018-05-09,240123.00
Amalgamated Construction Ltd,General Civils,2018-05-09,62274.93
Amalgamated Construction Ltd,General Civils,2018-05-09,33919.68
Amalgamated Construction Ltd,General Civils,2018-05-10,40062.99
Amalgamated Construction Ltd,Buildings,2018-05-14,152619.30
Amalgamated Construction Ltd,General Civils,2018-05-15,60890.38
Amalgamated Construction Ltd,Professional Services Direct,2018-05-09,28000.00
Amalgamated Construction Ltd,General Civils,2018-05-17,31419.03
Amalgamated Construction Ltd,General Civils,2018-05-10,236176.03
Amalgamated Construction Ltd,General Civils,2018-05-11,63372.00
Amalgamated Construction Ltd,General Civils,2018-05-10,235303.32
Amalgamated Construction Ltd,General Civils,2018-05-10,210969.90
Amalgamated Construction Ltd,General Civils,2018-05-15,37118.33
Amalgamated Construction Ltd,Buildings,2018-05-21,367175.42
Amalgamated Construction Ltd,General Civils,2018-05-10,68044.22
Amalgamated Construction Ltd,General Civils,2018-05-29,228926.93
Amalgamated Construction Ltd,General Civils,2018-05-29,166678.00
Amalgamated Construction Ltd,General Civils,2018-05-29,25014.07
Amalgamated Construction Ltd,General Civils,2018-05-15,147924.51
Amalgamated Construction Ltd,General Civils,2018-05-31,90084.34
Amalgamated Construction Ltd,General Civils,2018-05-11,102412.18
Amalgamated Construction Ltd,Buildings,2018-05-08,207658.11
Amalgamated Construction Ltd,General Civils,2018-05-15,164790.56
Amalgamated Construction Ltd,General Civils,2018-05-10,32557.38
Amalgamated Construction Ltd,Buildings,2018-05-14,82330.49
Amalgamated Construction Ltd,General Civils,2018-05-08,62000.00
Amalgamated Construction Ltd,Professional Services Direct,2018-05-15,38406.56
Amalgamated Construction Ltd,General Civils,2018-05-03,404022.27
Amalgamated Construction Ltd,General Civils,2018-05-03,56882.55
Amalgamated Construction Ltd,General Civils,2018-05-17,255985.26
Amalgamated Construction Ltd,General Civils,2018-05-09,53116.77
Amalgamated Construction Ltd,General Civils,2018-05-09,57775.80
Amalgamated Construction Ltd,General Civils,2018-05-09,118487.79
Amalgamated Construction Ltd,General Civils,2018-05-03,327979.67
Amalgamated Construction Ltd,General Civils,2018-05-09,105449.76
Amalgamated Construction Ltd,General Civils,2018-05-03,127680.95
Amalgamated Construction Ltd,General Civils,2018-05-14,110000.00
Amalgamated Construction Ltd,General Civils,2018-05-14,42487.12
Amalgamated Construction Ltd,Signalling,2018-05-15,26467.42
Amalgamated Construction Ltd,General Civils,2018-05-10,31226.14
Amalgamated Construction Ltd,General Civils,2018-05-23,71719.52
Amalgamated Construction Ltd,General Civils,2018-05-23,45553.87
Amalgamated Construction Ltd,General Civils,2018-05-24,359794.00
Amalgamated Construction Ltd,General Civils,2018-05-23,92564.53
Amalgamated Construction Ltd,General Civils,2018-05-14,50020.25
Amalgamated Construction Ltd,Buildings,2018-05-14,769964.46
Amalgamated Construction Ltd,General Civils,2018-05-10,85222.37
Amalgamated Construction Ltd,Buildings,2018-05-16,489072.46
Amaro Signalling Ltd,Signalling,2018-05-11,67494.95
Amey LG Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-05-29,28546.98
Amey LG Ltd,General Civils,2018-05-24,83163.11
Amey OWR Ltd,General Civils,2018-05-09,35820.76
Amey OWR Ltd,General Civils,2018-05-31,186672.01
Amey OWR Ltd,General Civils,2018-05-20,185434.52
Amey OWR Ltd,General Civils,2018-05-22,105457.52
Amey OWR Ltd,General Civils,2018-05-22,78506.58
Amey OWR Ltd,General Civils,2018-05-09,175541.74
Amey OWR Ltd,General Civils,2018-05-11,121488.98
Amey OWR Ltd,General Civils,2018-05-16,247580.76
Amey OWR Ltd,Professional Services Direct,2018-05-16,239778.07
Amey OWR Ltd,Professional Services Direct,2018-05-16,352740.58
Amey OWR Ltd,General Civils,2018-05-14,110000.00
Amey OWR Ltd,General Civils,2018-05-17,188900.15
Amey OWR Ltd,General Civils,2018-05-17,137120.80
Amey OWR Ltd,Professional Services Direct,2018-05-04,79191.23
Amey OWR Ltd,Professional Services Direct,2018-05-09,221279.55
Amey OWR Ltd,Buildings,2018-05-15,29980.93
Amey OWR Ltd,General Civils,2018-05-15,151666.52
Amey OWR Ltd,General Civils,2018-05-31,79166.53
Amey OWR Ltd,General Civils,2018-05-15,99098.34
Amey OWR Ltd,General Civils,2018-05-31,134836.87
Amey OWR Ltd,General Civils,2018-05-11,174458.37
Amey OWR Ltd,General Civils,2018-05-21,101108.75
Amey OWR Ltd,Professional Services Direct,2018-05-02,110750.19
Amey OWR Ltd,General Civils,2018-05-23,46054.70
Amey OWR Ltd,General Civils,2018-05-22,82972.03
Amey OWR Ltd,General Civils,2018-05-30,159026.06
Amey OWR Ltd,Professional Services Direct,2018-05-22,48000.00
Amey OWR Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-05-10,94581.00
Amey OWR Ltd,General Civils,2018-05-04,32479.39
Amey OWR Ltd,General Civils,2018-05-17,28255.72
Amey OWR Ltd,General Civils,2018-05-24,25079.06
Amey OWR Ltd,General Civils,2018-05-16,784229.33
Amey OWR Ltd,Professional Services Direct,2018-05-18,142846.01
Amey OWR Ltd,General Civils,2018-05-27,45793.28
Amey OWR Ltd,General Civils,2018-05-24,35426.35
Amey OWR Ltd,Professional Services Direct,2018-05-11,31227.48
Amey OWR Ltd,Professional Services Direct,2018-05-31,35542.95
Amey Rail,Electrification and Fixed Plant,2018-05-11,8333326.72
Amey Rail,Track,2018-05-18,46791.00
Amey Rail,Track,2018-05-18,57758.00
Amey Rail,Track,2018-05-18,40349.00
Amey Rail,Track,2018-05-18,256609.00
Amey Rail,Track,2018-05-01,1183808.00
Amey Rail,Track,2018-05-18,780842.00
Amey Rail,Track,2018-05-18,787793.00
Amey Rail,Track,2018-05-18,148146.00
Amey Rail,Track,2018-05-17,447148.00
Amey Rail,Track,2018-05-17,173258.00
Amey Rail,Track,2018-05-17,34924.00
Amey Rail,Track,2018-05-21,304209.00
Amey Rail,Track,2018-05-21,970124.00
Amey Rail,Track,2018-05-18,29165.00
Amey Rail,Track,2018-05-18,203031.00
Amey Rail,Track,2018-05-22,47999.00
Amey Rail,Track,2018-05-18,508377.00
Amey Rail,Track,2018-05-18,4255938.00
Amey Rail,Track,2018-05-18,1139444.00
Amey Rail,Track,2018-05-18,237002.00
Amey Rail,Track,2018-05-18,2016674.00
Amey Rail,Track,2018-05-18,451985.00
Amey Rail,Track,2018-05-21,177343.00
Amey Rail,Track,2018-05-22,139022.00
Amey Rail,Track,2018-05-18,385309.00
Amey Rail,Track,2018-05-18,48783.00
Amey Rail,Track,2018-05-18,656249.00
Amey Rail,Track,2018-05-18,67801.00
Amey Rail,Track,2018-05-29,206850.03
Amey Rail,Track,2018-05-17,32318.00
Amey Rail,Track,2018-05-18,26527.00
Amey Rail,Track,2018-05-18,229620.00
Amey Rail,Electrification and Fixed Plant,2018-05-16,65099.77
Amey Rail,Electrification and Fixed Plant,2018-05-16,32281.73
Amey Rail,Electrification and Fixed Plant,2018-05-16,28562.80
Amey Rail,Electrification and Fixed Plant,2018-05-16,396266.14
Amey Rail,Track,2018-05-21,773031.00
Amey Rail,Professional Services Direct,2018-05-30,350730.53
Amey Rail,Professional Services Direct,2018-05-09,337338.34
Amey Rail,Electrification and Fixed Plant,2018-05-17,35300.16
Amey Rail,Electrification and Fixed Plant,2018-05-17,257293.53
Amey Rail,Track,2018-05-01,60068.25
Amey Rail,Track,2018-05-16,613522.61
Amey Rail,Track,2018-05-15,293529.49
Amey Rail,Track,2018-05-16,1150404.30
Amey Rail,Track,2018-05-14,3242610.62
Amey Rail,Signalling,2018-05-22,95607.27
Amey Rail,Track,2018-05-22,70314.00
Amey Rail,Track,2018-05-22,30289.00
Amey Rail,Track,2018-05-22,56834.00
Amey Rail,Track,2018-05-10,158206.44
Amey Rail,Track,2018-05-10,98443.66
Amey Rail,Track,2018-05-10,456999.21
Amey Rail,Track,2018-05-10,191916.27
Amey Rail,Track,2018-05-10,148989.35
Amey Rail,Track,2018-05-22,30383.00
Amey Rail,Track,2018-05-18,55177.00
Amey Rail,Track,2018-05-22,119584.00
Amey Rail,Track,2018-05-22,29357.00
Amey Rail,Track,2018-05-18,105899.00
Amey Rail,Track,2018-05-17,25760.00
Amey Rail,Track,2018-05-18,74306.00
Amey Rail,Track,2018-05-18,49551.00
Amey Rail,Track,2018-05-18,76006.00
Amey Rail,Professional Services Direct,2018-05-18,352251.27
Amey Rail,Track,2018-05-21,167913.00
Amey Rail,Track,2018-05-22,127179.00
Amey Rail,Signalling,2018-05-21,28798.51
Amey Rail,Track,2018-05-11,35617.74
Amey Rail,Track,2018-05-11,326104.71
Amey Rail,Track,2018-05-10,183513.37
Amey Rail,Track,2018-05-10,25688.89
Amey Rail,Track,2018-05-10,43679.35
Amey Rail,Track,2018-05-14,117586.00
Amey Rail,Electrification and Fixed Plant,2018-05-17,2733201.76
Amey Rail,Signalling,2018-05-08,28758.18
Amey Rail,Signalling,2018-05-16,62528.19
Amey Rail,Signalling,2018-05-25,446177.14
Amey Rail,Professional Services Direct,2018-05-09,34441.54
AmeyInabensa,Electrification and Fixed Plant,2018-05-15,262439.15
AmeyInabensa,Electrification and Fixed Plant,2018-05-15,449002.02
AmeyInabensa,Electrification and Fixed Plant,2018-05-15,1896402.00
AmeyInabensa,Electrification and Fixed Plant,2018-05-21,6689156.87
Andromeda Engineering Ltd,Professional Services Direct,2018-05-01,28979.20
Ansaldo STS UK Ltd,Signalling,2018-05-08,104396.78
Ansaldo STS UK Ltd,Signalling,2018-05-08,35791.50
Ansaldo STS UK Ltd,Signalling,2018-05-08,96255.92
Aptitude Software Ltd,Information Technology,2018-05-27,92231.43
Aptitude Software Ltd,Information Technology,2018-05-08,30799.37
Aptitude Software Ltd,Information Technology,2018-05-09,76831.74
Aqua Signal & Telegraphic Systems Ltd,,2018-05-03,33728.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-02,120577.51
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-10,114305.45
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-15,217339.58
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-20,202743.80
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-08,164000.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-16,443923.52
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-16,263297.87
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-31,242786.12
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,32190.93
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,26143.33
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,74158.67
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,34451.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-03,40342.13
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-11,803051.85
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-16,158605.29
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-20,84514.50
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-20,48294.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-08,55424.20
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,26000.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,55657.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,41672.50
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,35301.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,68742.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,67932.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,37470.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-16,35200.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-21,86250.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,79347.37
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,74980.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,98175.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,58282.80
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,40950.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-20,35327.51
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-31,27017.59
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-01,59672.14
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-16,29032.00
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-11,29281.80
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-20,35327.51
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-11,62350.96
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-11,35327.51
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-02,168891.08
Arcadis Consulting (UK) Ltd,Professional Services Direct,2018-05-16,162969.60
Arcadis LLP,Professional Services Direct,2018-05-02,30500.00
Arcadis LLP,Professional Services Direct,2018-05-16,39400.00
Arcadis LLP,Professional Services Direct,2018-05-02,65000.00
Arcadis LLP,Professional Services Direct,2018-05-27,26500.00
Arcadis LLP,Professional Services Direct,2018-05-17,41801.90
Arcadis LLP,Professional Services Direct,2018-05-08,34967.66
Arcadis LLP,Professional Services Direct,2018-05-29,31156.19
Arcadis LLP,Professional Services Direct,2018-05-29,30139.12
Arcadis LLP,Professional Services Direct,2018-05-08,41650.00
Arcadis LLP,Professional Services Direct,2018-05-29,76626.13
Arriva Rail North Ltd,Regulatory Charges,2018-05-03,40773.72
Arriva Rail North Ltd,Track,2018-05-04,324821.60
Arriva Rail North Ltd,Track,2018-05-03,35421.60
Arriva Rail North Ltd,Regulatory Charges,2018-05-22,228384.00
Arriva Rail North Ltd,Regulatory Charges,2018-05-03,29650.00
Arriva Trains Wales/Trenau Arriva Cymru Ltd,Regulatory Charges,2018-05-25,126692.03
Arrow Cleaning & Hygiene Solutions,,2018-05-03,30544.20
Arthur Flury (UK) Ltd,Electrification and Fixed Plant,2018-05-14,28229.65
Asbestos Consultants Europe Ltd,Facilities - Hard Services,2018-05-29,157822.13
Asbestos Consultants Europe Ltd,Facilities - Hard Services,2018-05-09,111977.34
Aspin Group Ltd,Electrification and Fixed Plant,2018-05-23,220671.39
Aspin Group Ltd,Electrification and Fixed Plant,2018-05-23,79185.91
Associated Utility Supplies (AUS) Ltd,Plant and Tools,2018-05-03,83500.00
Associated Utility Supplies (AUS) Ltd,Plant and Tools,2018-05-03,83500.00
Atkins Ltd,Professional Services Direct,2018-05-17,92473.34
Atkins Ltd,Professional Services Direct,2018-05-14,39131.90
Atkins Ltd,Professional Services Direct,2018-05-14,26631.45
Atkins Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-05-01,53592.25
Atkins Ltd,Professional Services Direct,2018-05-03,640536.24
Atkins Ltd,Professional Services Direct,2018-05-24,683418.91
Atkins Ltd,Signalling,2018-05-18,590530.47
Atkins Ltd,Signalling,2018-05-11,242489.69
Atkins Ltd,Signalling,2018-05-21,44940.45
Atkins Ltd,Professional Services Direct,2018-05-18,49112.00
Atkins Ltd,Signalling,2018-05-24,1142179.84
Atkins Ltd,Signalling,2018-05-11,923095.34
Atkins Ltd,Professional Services Direct,2018-05-17,44959.92
Atkins Ltd,Professional Services Direct,2018-05-23,35268.00
Atkins Ltd,Professional Services Direct,2018-05-14,45223.35
Atkins Ltd,Professional Services Direct,2018-05-11,78690.82
Atkins Ltd,Signalling,2018-05-09,67331.21
Atkins Ltd,Professional Services Direct,2018-05-11,33227.48
Atkins Ltd,Signalling,2018-05-17,453376.76
Atkins Ltd,Signalling,2018-05-16,191636.75
Atkins Ltd,Professional Services Direct,2018-05-18,212023.27
Atkins Ltd,Signalling,2018-05-02,64821.92
Atkins Ltd,Professional Services Direct,2018-05-17,69199.27
Atkins Ltd,Professional Services Direct,2018-05-17,82596.00
Atos IT Services UK Ltd,Telecoms,2018-05-01,253494.24
Atos IT Services UK Ltd,Information Technology,2018-05-24,40276.50
Atos IT Services UK Ltd,Information Technology,2018-05-23,87190.80
Atos IT Services UK Ltd,Information Technology,2018-05-09,33768.61
Atos IT Services UK Ltd,Information Technology,2018-05-11,69240.00
Atos IT Services UK Ltd,Information Technology,2018-05-23,52679.43
Avalon Metals Ltd t/a Wye Valley Metals,Facilities - Soft Services,2018-05-31,63462.72
Axell Wireless Ltd t/a Cobham Wireless,Telecoms,2018-05-31,117500.00
B & M McHugh Ltd,Buildings,2018-05-08,327550.24
B & M McHugh Ltd,Buildings,2018-05-02,196909.55
B & M McHugh Ltd,Buildings,2018-05-24,48740.75
B & M McHugh Ltd,General Civils,2018-05-04,67306.43
B & M McHugh Ltd,General Civils,2018-05-02,33396.34
B & M McHugh Ltd,Buildings,2018-05-04,92293.56
B & M McHugh Ltd,General Civils,2018-05-18,120292.10
B & M McHugh Ltd,General Civils,2018-05-30,810000.00
B & M McHugh Ltd,Buildings,2018-05-14,96481.25
B & M McHugh Ltd,Buildings,2018-05-02,271709.46
B & M McHugh Ltd,Buildings,2018-05-23,29325.65
B & M McHugh Ltd,Buildings,2018-05-04,32781.40
B & M McHugh Ltd,General Civils,2018-05-02,63439.98
B & M McHugh Ltd,General Civils,2018-05-02,103424.06
B & M McHugh Ltd,General Civils,2018-05-02,32024.71
B & M McHugh Ltd,General Civils,2018-05-03,566257.72
B & M McHugh Ltd,General Civils,2018-05-02,41203.95
B & M McHugh Ltd,General Civils,2018-05-04,27308.82
B & M McHugh Ltd,General Civils,2018-05-02,65357.23
B & M McHugh Ltd,General Civils,2018-05-12,66630.00
B & M McHugh Ltd,General Civils,2018-05-12,40489.90
B & M McHugh Ltd,General Civils,2018-05-23,326790.83
B & M McHugh Ltd,Buildings,2018-05-02,136579.66
B & M McHugh Ltd,Buildings,2018-05-02,43532.24
B & M McHugh Ltd,Buildings,2018-05-24,172972.26
B & M McHugh Ltd,General Civils,2018-05-23,73439.54
B & M McHugh Ltd,Buildings,2018-05-04,94146.36
BAE Systems (Operations) Ltd t/a BAE Systems Defence & Information (DI),Information Technology,2018-05-14,37827.46
BAE Systems Applied Intelligence Ltd,Information Technology,2018-05-31,79874.82
BAE Systems Applied Intelligence Ltd,Information Technology,2018-05-13,35530.67
