Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,2011-09-28,1109-00025,1163.80,R,Abbeydale Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2011-09-08,1109-00026,2991.45,R,Abc Daycare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2011-09-09,1109-00027,5025.64,R,Abc Nursery At Lufc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-02,1109-00028,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-02,1109-00029,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-02,1109-00030,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-02,1109-00031,9600.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-02,1109-00032,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,2011-09-07,1109-00033,3865.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,2011-09-07,1109-00034,3865.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,2011-09-07,1109-00035,3865.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-07,1109-00036,4301.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-07,1109-00037,3200.20,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-16,1109-00038,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-16,1109-00039,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-16,1109-00040,3779.89,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-16,1109-00041,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-16,1109-00042,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-20,1109-00043,3000.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,2011-09-21,1109-00044,2582.35,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,2011-09-21,1109-00045,3171.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,2011-09-21,1109-00046,2991.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-21,1109-00047,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-21,1109-00048,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-21,1109-00049,2890.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-21,1109-00050,11561.07,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-21,1109-00051,13387.95,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-22,1109-00052,4400.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-22,1109-00053,4061.03,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-22,1109-00054,3128.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-23,1109-00055,4460.20,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-23,1109-00056,4290.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-23,1109-00057,7560.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-28,1109-00058,1500.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-29,1109-00059,5270.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-29,1109-00060,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-29,1109-00061,7989.39,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-09-29,1109-00062,4150.00,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-09-07,1109-00063,444.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-09-09,1109-00064,1044.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-09-22,1109-00065,1170.00,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,2011-09-02,1109-00066,1790.88,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,2011-09-16,1109-00067,2263.20,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,2011-09-20,1109-00068,1795.80,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,2011-09-30,1109-00069,808.01,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,2011-09-01,1109-00070,3500.00,R,Accountant General Of The Senior Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,2011-09-15,1109-00071,1770.00,R,Accountant General Of The Senior Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,2011-09-22,1109-00072,4500.00,R,Accountant General Of The Senior Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,2011-09-29,1109-00073,2000.00,R,Accountant General Of The Senior Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-09-16,1109-00074,1160.00,R,Ace Engineers (Morley) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Other Hired And Contracted Services,265,2011-09-30,1109-00075,690.00,R,Acorn Event Solutions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2011-09-09,1109-00076,7059.82,R,Acorns Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2011-09-09,1109-00077,8376.06,R,Acre Wood Childrens Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,2011-09-15,1109-00078,482.00,R,Acrecliffe Equestrian Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-09-06,1109-00079,4774.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-09-06,1109-00080,4774.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-09-12,1109-00081,5050.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-09-12,1109-00082,4774.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-09-12,1109-00083,4774.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00084,41280.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00085,41280.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00086,21587.50,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00087,7726.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00088,3470.62,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00089,20012.90,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-13,1109-00090,825.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-09-15,1109-00091,7797.60,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-15,1109-00092,3863.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-21,1109-00093,644.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,2011-09-28,1109-00094,644.00,R,Action For Children
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,2011-09-30,1109-00095,17767.50,R,Action For Gipton Elderly
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,2011-09-30,1109-00096,3238.00,R,Action For Gipton Elderly
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,2011-09-09,1109-00097,512.19,R,Action Housing & Support Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2011-09-09,1109-00098,5384.61,R,Active Kids Day Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Other Hired And Contracted Services,265,2011-09-08,1109-00099,498.80,R,Acumension
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Bought In Professional Services,277,2011-09-09,1109-00100,7357.07,R,Ad Golf Management Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Bought In Professional Services,277,2011-09-23,1109-00101,7481.70,R,Ad Golf Management Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,2011-09-09,1109-00102,6661.53,R,Adel Pre School
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2011-09-30,1109-00103,566.00,R,Admas Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,2011-09-01,1109-00104,1067.95,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,2011-09-06,1109-00105,609.71,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities General Fund,Supplies and Services,Operational Furniture And Equipment,203,2011-09-23,1109-00106,1137.39,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,2011-09-23,1109-00107,900.00,R,Advanced Child Care Assessments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-02,1109-00108,492.05,R,Advitam Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-09-28,1109-00109,17892.96,R,Advitam Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Supplies and Services,Other Hired And Contracted Services,265,2011-09-20,1109-00110,2079.39,R,Advocacy For Mental Health And Dementia
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Supplies and Services,Recurring & Major Grantss Projects,229,2011-09-30,1109-00111,7803.00,R,Advocacy Support Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Supplies and Services,Recurring & Major Grantss Projects,229,2011-09-30,1109-00112,9884.00,R,Advonet
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-01,1109-00113,672.80,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-01,1109-00114,816.00,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-09-01,1109-00115,456.64,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-09-01,1109-00116,1185.88,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-01,1109-00117,941.36,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-01,1109-00118,807.36,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-09-01,1109-00119,777.84,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-09-01,1109-00120,946.62,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-09-01,1109-00121,601.26,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-01,1109-00122,538.24,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-09-01,1109-00123,2333.00,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-01,1109-00124,1319.88,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-09-02,1109-00125,1769.88,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-07,1109-00126,451.44,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-09-07,1109-00127,1053.36,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-09-07,1109-00128,3446.80,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-09-07,1109-00129,3143.04,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-09-07,1109-00130,469.28,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-07,1109-00131,4417.28,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-07,1109-00132,754.20,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-09-07,1109-00133,1005.60,R,Affinity Trust
